Time_s,Time_min,f1_Hz,f3_Hz,f5_Hz,f7_Hz,f9_Hz,f11_Hz,f13_Hz,D3_ppm,D5_ppm,D7_ppm,D9_ppm,D11_ppm,D13_ppm
935.804,15.59673333,-84.198,-61.4191,-45.2425,-38.9089,-32.7852,-31.0036,-30.6497,21.1952,16.5705,14.8196,12.6367,10.5267,10.4063
936.6852,15.61142,-81.5801,-60.6281,-44.4079,-38.52,-32.432,-30.8594,-30.7765,20.8721,16.3477,14.648,12.4833,10.5315,10.6232
937.6062,15.62677,-79.4292,-60.1971,-44.1038,-38.2086,-32.2125,-30.9823,-30.9453,20.7483,16.3004,14.5304,12.4205,10.3606,10.4561
938.7874,15.64645667,-74.1183,-59.7418,-43.595,-38.1503,-31.9663,-30.6792,-30.2279,20.482,16.1388,14.4525,12.3188,10.4083,10.2793
939.7117,15.66186167,-73.8754,-59.5192,-43.4621,-38.0338,-31.8616,-30.4729,-30.1238,20.3764,15.993,14.3919,12.2386,10.318,10.1191
940.5463,15.67577167,-74.4634,-59.2141,-43.381,-37.9019,-31.8946,-30.4418,-30.4026,20.2296,15.9883,14.4061,12.2353,10.2944,10.4677
941.4026,15.69004333,-73.5896,-59.1686,-43.2527,-37.7834,-31.7699,-30.5553,-30.4217,20.3392,15.9543,14.2959,12.2457,10.2587,10.2035
942.2134,15.70355667,-73.1495,-59.0861,-43.2407,-37.7066,-31.7863,-30.1937,-29.9985,20.247,15.91,14.3132,12.1785,10.236,10.1308
943.022,15.71703333,-73.1346,-58.8194,-43.1752,-37.7373,-31.8152,-30.1668,-30.4329,20.1544,15.9109,14.3079,12.1308,10.1644,9.958
943.8447,15.730745,-73.1318,-58.7789,-42.9721,-37.565,-31.6832,-30.0248,-30.8218,20.0547,15.8109,14.2685,12.158,10.2196,9.9016
944.7511,15.74585167,-74.0358,-58.6129,-42.9938,-37.6209,-31.8168,-30.0045,-30.0845,20.0415,15.7653,14.1847,12.1227,10.2545,9.7515
945.5178,15.75863,-71.8797,-58.4055,-43.0422,-37.6411,-31.5895,-29.8288,-30.3638,19.9208,15.7224,14.1765,12.0982,10.1617,9.8056
946.3369,15.77228167,-75.0842,-58.4403,-42.943,-37.549,-31.6532,-29.8999,-30.0186,19.954,15.6456,14.1447,12.0967,10.0656,9.8343
947.201,15.78668333,-75.6038,-58.4551,-42.886,-37.5276,-31.5593,-29.9458,-30.2041,19.9271,15.6359,14.126,12.0686,10.051,9.7765
948.055,15.80091667,-74.8438,-58.4166,-42.8927,-37.5282,-31.6403,-30.0158,-30.33,19.802,15.5802,14.1105,12.0307,10.0121,9.9365
949.0198,15.81699667,-75.6837,-58.202,-42.6205,-37.541,-31.5799,-29.9866,-30.3093,19.7931,15.6307,14.0939,11.9957,10.0149,9.4943
949.7799,15.829665,-75.5819,-58.3557,-42.787,-37.3328,-31.4119,-29.7988,-29.6281,19.7636,15.5191,14.0642,11.9971,10.0445,9.7177
950.7597,15.845995,-75.762,-57.8897,-42.6694,-37.2737,-31.5643,-29.856,-31.1697,19.6702,15.4198,13.9515,11.9349,10.0151,9.4695
951.5868,15.85978,-75.2818,-57.8826,-42.671,-37.3645,-31.4403,-30.1225,-30.0484,19.6202,15.3955,13.9774,11.9192,9.9785,9.7671
952.5075,15.875125,-75.5575,-57.8335,-42.642,-37.2961,-31.6431,-29.7908,-29.2755,19.6103,15.4611,13.9127,11.8998,10.0383,9.5921
953.4519,15.890865,-75.2868,-57.684,-42.8914,-37.4098,-31.3324,-29.7158,-29.8436,19.5313,15.391,13.9421,11.9002,9.9273,9.8898
954.4469,15.90744833,-74.6002,-57.6528,-42.6615,-37.253,-31.4946,-29.9027,-30.1075,19.4177,15.3269,13.8397,11.8539,10.0372,9.3647
955.3139,15.92189833,-77.2285,-57.5549,-42.5161,-37.3248,-31.4346,-29.8382,-30.4362,19.3212,15.2841,13.8351,11.7954,9.9439,9.4309
956.069,15.93448333,-72.467,-57.0572,-42.5863,-37.3957,-31.69,-29.9088,-30.3143,19.3518,15.2376,13.7952,11.7857,9.9663,9.4178
956.9988,15.94998,-79.3651,-57.0705,-42.5841,-37.2493,-31.5995,-29.9494,-31.0485,19.2676,15.1572,13.7881,11.7645,9.9762,9.3318
957.9044,15.96507333,-63.8372,-56.8927,-42.6361,-37.4077,-31.7432,-29.8941,-30.5324,19.1804,15.1976,13.7903,11.8058,9.8731,9.5095
958.6985,15.97830833,-53.7274,-57.2612,-42.7919,-37.6056,-31.8365,-30.0525,-30.2103,19.2812,15.1563,13.8156,11.8135,9.8825,9.3882
959.515,15.99191667,-52.5051,-57.4649,-43.0587,-37.6403,-31.927,-30.0606,-30.7514,19.1978,15.1615,13.7994,11.8341,9.8788,9.5879
960.3547,16.00591167,-53.622,-57.6819,-42.9728,-37.8634,-31.9369,-30.8329,-31.385,19.3071,15.2738,13.8707,11.866,10.0626,9.6033
961.2272,16.02045333,-68.1763,-58.0934,-43.2762,-37.9213,-32.1992,-30.3394,-31.4538,19.3846,15.2773,13.8812,11.8522,9.9211,9.2412
961.9797,16.032995,-60.5822,-57.9706,-43.3356,-38.0972,-32.3159,-30.4761,-31.73,19.4307,15.3155,13.9412,11.9887,10.0733,9.5639
962.855,16.04758333,-57.9191,-58.2141,-43.5063,-38.0792,-32.407,-30.4214,-31.3691,19.3614,15.3555,13.9126,11.9412,10.0026,9.5704
963.8133,16.063555,-55.5875,-58.539,-43.5387,-38.3207,-32.5035,-30.5057,-32.0285,19.438,15.4125,14.0018,12.0106,9.996,9.9377
964.6373,16.07728833,-56.879,-58.1889,-43.8009,-38.4341,-32.5509,-30.918,-31.7696,19.3864,15.3581,14.0054,11.9595,10.0158,9.6868
965.5174,16.09195667,-49.2591,-58.0003,-43.5543,-38.3811,-32.5526,-31.0145,-30.7092,19.2792,15.3405,13.9857,11.9365,10.064,9.7153
966.4015,16.10669167,-64.041,-58.0484,-43.7462,-38.2763,-32.6164,-30.9107,-31.5593,19.3318,15.388,13.9185,11.9094,10.0025,9.5395
967.3195,16.12199167,-50.7121,-57.9971,-43.7551,-38.5712,-32.6912,-30.531,-31.5373,19.2645,15.2557,13.9585,11.9641,9.8921,9.5925
968.2993,16.13832167,-42.7315,-57.6933,-43.5613,-38.4888,-32.7549,-30.8732,-31.3013,19.0384,15.2606,13.9287,11.9053,10.0425,9.8567
969.2573,16.15428833,-66.0657,-57.8171,-43.5934,-38.3615,-32.7189,-30.7722,-31.6522,19.034,15.2261,13.8808,11.8984,10.0015,9.6846
970.1276,16.16879333,-64.6213,-57.7596,-43.1254,-38.1422,-32.3576,-30.1082,-31.3411,18.9591,15.0742,13.7043,11.7961,9.9035,9.3546
971.1394,16.18565667,-64.3724,-55.348,-41.6711,-36.6096,-30.7651,-28.4358,-28.7684,17.9285,14.2936,13.0582,11.0402,9.1469,8.6338
972.0825,16.201375,-63.0236,-52.6631,-39.1534,-34.327,-29.0985,-26.945,-27.7035,16.7415,13.314,12.2567,10.3635,8.5626,7.9796
973.0949,16.21824833,-60.4306,-49.9834,-37.4454,-32.6082,-27.4868,-25.5734,-25.6296,15.6993,12.4446,11.4975,9.7329,8.0163,7.6722
974.0861,16.23476833,-57.8806,-47.6955,-35.4016,-30.6626,-25.8798,-24.1581,-24.2932,14.7733,11.6749,10.768,9.2415,7.6752,7.3039
975.2236,16.25372667,-55.0192,-45.0271,-33.8197,-29.4492,-24.5618,-23.5235,-24.4302,13.8836,11.0032,10.2488,8.6761,7.3066,6.8573
976.1094,16.26849,-54.0668,-43.8596,-33.0379,-28.759,-24.1983,-22.863,-23.3775,13.3446,10.6387,9.9869,8.3861,7.2937,6.6754
976.9935,16.283225,-53.325,-42.8292,-32.7487,-28.3514,-23.979,-22.4424,-22.8304,12.9541,10.4782,9.7367,8.2444,7.0894,6.4826
977.8932,16.29822,-51.822,-42.3956,-32.1721,-28.0696,-23.6596,-22.2464,-22.3691,12.7537,10.2826,9.6765,8.2067,6.9856,6.3203
978.7625,16.31270833,-51.1659,-42.091,-31.8444,-27.9324,-23.6089,-22.1593,-22.4375,12.6079,10.2426,9.557,8.1213,6.983,6.3692
979.6525,16.32754167,-47.9793,-41.7138,-31.8141,-27.7239,-23.4752,-22.1269,-22.6313,12.4577,10.1712,9.523,8.0618,6.9296,6.4687
980.5414,16.34235667,-45.1311,-41.4477,-31.4551,-27.6413,-23.3202,-22.0525,-22.1327,12.3128,10.0824,9.4663,8.029,6.8808,6.2574
981.6118,16.36019667,-43.9099,-41.1237,-31.2496,-27.431,-23.1485,-21.8634,-21.9627,12.2058,9.9849,9.3687,7.966,6.8726,6.4621
982.5307,16.37551167,-44.005,-40.8311,-31.1317,-27.2216,-23.0673,-21.6997,-22.2493,12.1691,9.8701,9.3425,7.9438,6.8569,6.3548
983.451,16.39085,-42.8418,-40.5782,-30.9918,-27.1902,-22.9004,-21.6051,-22.6463,12.0376,9.9004,9.3064,7.895,6.8535,6.1934
984.3316,16.40552667,-44.8239,-40.5349,-30.9321,-27.109,-22.9125,-21.4162,-21.6374,11.9581,9.8191,9.2961,7.8388,6.686,6.3686
985.2577,16.42096167,-45.0143,-40.375,-30.8479,-26.9215,-22.7583,-21.6401,-21.5235,11.8652,9.8172,9.1622,7.7766,6.6449,6.1667
986.1203,16.43533833,-44.6757,-39.9741,-30.5593,-26.7636,-22.6215,-21.5004,-21.3507,11.7616,9.7361,9.1582,7.7237,6.6344,6.1035
986.9337,16.448895,-44.6222,-39.8102,-30.339,-26.6443,-22.4394,-21.1953,-21.1235,11.7054,9.6531,9.0505,7.7199,6.544,6.133
987.8463,16.464105,-44.6664,-39.639,-30.189,-26.452,-22.3876,-21.0202,-21.0219,11.5104,9.6339,9.021,7.6589,6.5093,6.1003
988.7119,16.47853167,-43.2706,-39.3824,-30.0956,-26.5089,-22.2886,-20.7808,-21.4853,11.4478,9.5216,8.9581,7.6111,6.4685,5.8699
989.6089,16.49348167,-45.1428,-39.1655,-30.0407,-26.326,-22.1721,-20.9343,-20.5856,11.4327,9.4948,8.9351,7.5477,6.3368,5.8257
990.487,16.50811667,-44.8638,-39.1933,-29.8471,-26.1951,-22.0649,-20.7932,-20.7655,11.295,9.3553,8.9094,7.5192,6.4544,6.0371
991.5063,16.525105,-44.8614,-38.8014,-29.6315,-25.966,-21.9387,-20.6259,-20.9127,11.2042,9.3173,8.8252,7.4124,6.4132,5.9123
992.4214,16.54035667,-44.0891,-38.3422,-29.3597,-25.9448,-21.7575,-20.3429,-20.5266,11.0427,9.2294,8.6962,7.3499,6.3538,5.7265
993.317,16.55528333,-42.7796,-38.2864,-29.3214,-25.7064,-21.647,-20.3285,-20.9036,10.968,9.109,8.6653,7.2953,6.2809,5.734
994.2116,16.57019333,-41.8351,-38.1252,-29.0652,-25.515,-21.5128,-20.1635,-20.5353,10.8551,9.0987,8.6053,7.2934,6.3664,5.8159
995.0252,16.58375333,-42.295,-37.9103,-28.9636,-25.4201,-21.5169,-20.389,-20.0053,10.7872,9.051,8.5665,7.2585,6.3246,5.654
995.9151,16.598585,-41.7895,-37.7294,-28.9123,-25.2532,-21.4489,-20.0902,-20.1781,10.6681,8.9573,8.5241,7.24,6.1871,5.7209
996.9702,16.61617,-40.6391,-37.4872,-28.5779,-25.2074,-21.2195,-19.8086,-20.4505,10.4982,8.9081,8.4331,7.1174,6.1259,5.4532
997.8301,16.63050167,-40.9974,-37.1542,-28.2809,-25.0817,-21.0959,-19.9908,-19.8448,10.3705,8.8307,8.3422,7.107,6.1185,5.5871
998.8262,16.64710333,-42.1941,-36.8852,-28.3553,-24.7625,-20.8886,-19.4593,-19.8452,10.2258,8.738,8.2907,7.0416,6.0685,5.2082
999.7554,16.66259,-41.4144,-36.7706,-28.1828,-24.64,-20.8225,-19.7531,-19.8934,10.1758,8.7018,8.1958,7.0137,6.0383,5.3532
1000.6555,16.67759167,-38.9465,-36.6597,-27.9792,-24.5448,-20.7238,-19.2253,-19.0974,10.0003,8.6525,8.172,6.9367,5.9661,5.3142
1001.6231,16.69371833,-37.7398,-36.295,-27.7045,-24.4581,-20.5271,-19.3991,-19.402,9.912,8.5502,8.1114,6.8702,5.9382,5.3369
1002.5101,16.70850167,-38.0859,-36.0878,-27.6673,-24.3249,-20.3505,-19.1376,-19.2522,9.8571,8.4637,8.046,6.8404,5.8463,5.2369
1003.4498,16.72416333,-35.7403,-35.6862,-27.3207,-24.099,-20.3181,-18.977,-19.4491,9.6502,8.3757,7.9705,6.7457,5.7954,5.0357
1004.4522,16.74087,-34.6253,-35.4814,-27.2268,-23.8694,-20.1063,-18.8665,-18.6395,9.5684,8.2777,7.9101,6.737,5.7576,4.9742
1005.3294,16.75549,-34.86,-35.493,-27.0663,-23.7561,-19.9237,-18.428,-19.0603,9.5399,8.3194,7.8494,6.6316,5.7257,4.991
1006.429,16.77381667,-34.5595,-35.0131,-26.7473,-23.4953,-19.858,-18.6849,-18.7493,9.4329,8.1118,7.7566,6.5778,5.7132,4.8172
1007.3354,16.78892333,-34.1711,-34.7637,-26.7342,-23.4814,-19.5924,-18.5719,-18.5735,9.3368,8.1013,7.715,6.516,5.5915,4.9081
1008.2159,16.80359833,-32.6242,-34.5186,-26.3966,-23.3522,-19.5373,-18.3403,-18.4261,9.1693,8.0116,7.6246,6.5097,5.7097,5.0271
1009.1098,16.81849667,-30.6316,-34.1265,-26.1163,-23.0786,-19.2222,-18.2831,-18.4816,9.0311,7.9285,7.5815,6.3795,5.4333,4.7737
1010.1761,16.83626833,-31.2829,-34.1204,-26.0197,-23.0137,-19.1922,-17.9733,-18.4785,8.8969,7.919,7.4995,6.3842,5.5297,4.5072
1011.0821,16.85136833,-31.1076,-33.8986,-25.7007,-22.7465,-19.075,-17.9623,-17.8645,8.8468,7.8322,7.454,6.2837,5.4859,4.5838
1011.9602,16.86600333,-30.5508,-33.6041,-25.6195,-22.5468,-18.8388,-18.0001,-18.1815,8.6566,7.7112,7.3694,6.2158,5.36,4.687
1012.8991,16.88165167,-30.5196,-33.3776,-25.2968,-22.3533,-18.6604,-17.7109,-18.6449,8.546,7.6363,7.2895,6.1517,5.3842,4.4066
1013.7834,16.89639,-29.7295,-33.0554,-25.0175,-22.0738,-18.5509,-17.424,-17.7017,8.4581,7.5187,7.1349,6.0398,5.1813,4.5034
1014.7034,16.91172333,-27.7799,-32.7681,-24.7998,-21.8682,-18.2059,-17.4244,-17.9012,8.2843,7.4265,7.1044,5.976,5.2927,4.4821
1015.6752,16.92792,-27.7597,-32.5401,-24.5089,-21.6428,-18.0792,-17.1067,-17.1073,8.1157,7.3691,6.985,5.9023,5.1572,4.7156
1016.6892,16.94482,-27.5383,-32.1053,-24.1185,-21.5687,-18.0285,-16.8221,-17.3688,8.0439,7.2154,6.9287,5.8118,5.0914,4.3913
1017.6029,16.96004833,-26.9737,-31.8645,-23.911,-21.2851,-17.7305,-17.1488,-16.9008,7.8852,7.1658,6.8467,5.7585,4.9917,4.3388
1018.4839,16.97473167,-25.9557,-31.4528,-23.707,-21.0702,-17.4251,-16.5206,-16.9846,7.7312,7.0186,6.716,5.6461,4.9415,3.9297
1019.4291,16.990485,-25.0181,-30.8751,-23.2736,-20.8039,-17.2197,-16.56,-16.9655,7.4707,6.8609,6.6193,5.5199,4.8078,4.1168
1020.2791,17.00465167,-23.592,-30.7181,-23.1288,-20.5856,-16.9953,-16.1447,-16.3064,7.3572,6.7289,6.5235,5.4388,4.8345,3.8891
1021.2965,17.02160833,-23.6411,-30.2802,-22.7461,-20.3019,-16.9173,-15.8962,-16.4412,7.1759,6.6602,6.4133,5.3168,4.7029,4.1285
1022.2381,17.03730167,-27.2616,-29.7938,-22.4751,-20.1022,-16.5808,-15.5476,-15.7893,6.937,6.5008,6.2782,5.1815,4.5898,3.9785
1023.1581,17.052635,-18.2953,-29.0419,-22.1884,-19.8343,-16.4583,-15.583,-16.188,6.6852,6.3565,6.1813,5.1057,4.5741,3.8924
1024.1092,17.06848667,-21.6389,-29.0825,-21.8144,-19.6022,-16.327,-15.317,-16.1,6.6293,6.2563,6.0807,5.0591,4.5165,3.8612
1025.0445,17.084075,-21.4632,-28.8633,-21.5138,-19.3922,-16.0217,-15.2554,-15.6365,6.621,6.1632,5.9625,4.9609,4.4358,3.8947
1026.067,17.10111667,-22.9029,-28.5563,-21.1322,-19.2106,-15.8315,-14.897,-15.6981,6.348,5.9891,5.925,4.8601,4.3553,3.5662
1027.0436,17.11739333,-21.8907,-28.1712,-21.0393,-18.9501,-15.7535,-14.7518,-15.0664,6.1308,5.9135,5.7687,4.7055,4.24,3.5009
1028.1119,17.13519833,-23.4828,-27.4965,-20.696,-18.7664,-15.6488,-14.8258,-15.1765,5.8792,5.7792,5.653,4.6549,4.2019,3.5788
1029.3535,17.15589167,-18.2264,-26.5308,-20.219,-18.4363,-15.3413,-14.5379,-14.6394,5.4588,5.6375,5.5823,4.5509,4.1239,3.5203
1030.2398,17.17066333,-21.1436,-26.8208,-19.8453,-18.1969,-15.291,-14.2153,-14.2443,5.502,5.5114,5.4815,4.4514,4.0106,3.3613
1031.3493,17.189155,-16.087,-26.4875,-19.3381,-17.746,-14.7349,-14.2381,-14.5231,5.3097,5.3479,5.2249,4.3301,3.9766,3.3669
1032.3049,17.20508167,-21.2291,-25.86,-18.9316,-17.5313,-14.6631,-13.8825,-13.8943,4.9978,5.1785,5.1487,4.1795,3.7981,3.2847
1033.2352,17.22058667,-21.9738,-25.2518,-18.4018,-17.1437,-14.2675,-13.608,-13.7006,4.7736,4.9731,5.0219,4.1061,3.7203,3.0682
1034.1358,17.23559667,-10.3966,-24.6005,-18.2571,-16.8741,-14.176,-13.1967,-12.8787,4.4469,4.8139,4.8982,3.9846,3.6397,3.1236
1035.2339,17.25389833,-16.8365,-24.4712,-17.8857,-16.6353,-13.9156,-12.9463,-13.2958,4.4082,4.6255,4.7311,3.8884,3.5488,2.9048
1036.337,17.27228333,-13.3072,-24.0697,-17.0727,-16.0187,-13.4411,-12.6344,-12.4407,4.205,4.3654,4.5203,3.6349,3.4214,2.9606
1037.2774,17.28795667,-14.9262,-23.3778,-16.6886,-15.7267,-13.1022,-12.3819,-12.5908,3.8949,4.1522,4.418,3.55,3.3382,2.6211
1038.2506,17.30417667,-18.0083,-22.7557,-16.2035,-15.3658,-12.8472,-12.1079,-12.2524,3.5804,3.951,4.2646,3.3948,3.1186,2.4171
1039.3266,17.32211,-4.5185,-21.9727,-16.0094,-15.1474,-12.6152,-11.7917,-12.1246,3.2532,3.806,4.1113,3.299,3.0063,2.3181
1040.2475,17.33745833,-8.0937,-21.2376,-15.7694,-14.901,-12.3484,-11.6493,-11.578,3.0519,3.6668,4.013,3.2475,3.0674,2.2607
1041.2054,17.35342333,-16.1231,-21.6976,-15.4264,-14.3379,-12.0182,-11.3416,-11.436,3.0898,3.4167,3.8911,3.072,2.9033,2.0407
1042.1658,17.36943,-11.838,-21.1953,-14.9451,-14.0029,-11.6727,-11.0256,-10.9682,2.8554,3.2269,3.67,2.9223,2.7674,2.1719
1043.03,17.38383333,-12.1506,-20.4501,-14.6895,-13.6936,-11.3921,-10.7853,-11.1004,2.5741,3.1309,3.5883,2.8026,2.6759,2.0731
1044.1712,17.40285333,-16.0854,-19.911,-14.2968,-13.4803,-11.2784,-10.6485,-10.9546,2.3249,2.836,3.4494,2.7047,2.583,1.7948
1045.0418,17.41736333,0.1793,-19.1686,-14.1835,-13.2955,-11.0147,-10.4382,-10.0377,2.059,2.8124,3.3563,2.5826,2.4862,2.0012
1045.9172,17.43195333,-1.2335,-18.7284,-13.8844,-13.0687,-10.9115,-10.2955,-10.3652,1.8427,2.7111,3.2739,2.5408,2.4988,1.8517
1046.8522,17.44753667,-11.6893,-19.3819,-13.8283,-12.7935,-10.7523,-9.9784,-9.8252,2.0414,2.6201,3.1602,2.4305,2.3767,1.7884
1047.8933,17.46488833,-9.4909,-18.917,-13.4809,-12.5405,-10.5286,-10.0326,-10.0383,1.7534,2.4155,3.0155,2.3336,2.2585,1.7819
1048.84,17.48066667,-6.987,-18.294,-13.2271,-12.4086,-10.307,-9.4768,-9.9727,1.6221,2.326,2.9653,2.2731,2.2685,1.6252
1049.8062,17.49677,-3.2828,-17.9686,-13.0556,-12.3426,-10.297,-9.7013,-10.0119,1.3655,2.2008,2.883,2.1757,2.1811,1.4553
1050.7993,17.51332167,3.5094,-17.2049,-12.8368,-12.1407,-10.2854,-9.4646,-9.7153,1.0485,2.1543,2.7869,2.1539,2.1334,1.4203
1051.7932,17.52988667,-8.021,-18.0487,-12.827,-11.9011,-10.0288,-9.5437,-9.4366,1.3115,2.1106,2.7082,2.0853,2.1645,1.363
1052.7779,17.54629833,-3.845,-17.65,-12.6175,-11.7514,-9.876,-9.2068,-8.9716,1.102,1.9433,2.5981,2.0128,2.1129,1.5001
1053.6477,17.560795,-4.4045,-17.3571,-12.4532,-11.7259,-9.8208,-9.2707,-9.3297,1.008,1.9102,2.5538,1.9444,2.0011,1.2715
1054.5374,17.57562333,-7.7121,-17.1462,-12.4637,-11.5833,-9.8178,-9.3888,-9.571,0.8756,1.7932,2.4742,1.9127,1.9475,1.3935
1055.4158,17.59026333,6.8624,-16.5078,-12.1712,-11.6764,-9.7419,-9.4194,-9.1264,0.609,1.6874,2.412,1.8596,1.9278,1.446
1056.532,17.60886667,-3.4914,-17.0756,-12.2186,-11.6026,-9.7564,-9.0353,-8.9091,0.8204,1.7004,2.4167,1.8289,1.8974,1.0683
1057.4188,17.62364667,-0.811,-17.1786,-12.1512,-11.5778,-9.6723,-9.182,-9.1971,0.7791,1.6938,2.3501,1.764,1.8999,1.3352
1058.442,17.6407,-4.5268,-16.962,-12.1929,-11.5227,-9.6956,-9.4321,-9.3738,0.6084,1.6943,2.3323,1.722,1.8182,1.1019
1059.5214,17.65869,-3.1677,-16.829,-12.1902,-11.5438,-9.8552,-9.4206,-9.352,0.5942,1.6054,2.2704,1.7183,1.7602,1.0484
1060.6042,17.67673667,7.7037,-16.2315,-12.2074,-11.6119,-9.799,-9.2696,-9.271,0.3222,1.4723,2.2377,1.6989,1.8398,1.0132
1061.6121,17.693535,5.0902,-16.4312,-12.4016,-11.6701,-9.9392,-9.414,-9.3468,0.4364,1.5612,2.2866,1.6954,1.8735,1.1067
1062.5894,17.70982333,5.9941,-17.0141,-12.4603,-11.8131,-9.9482,-9.3858,-9.8188,0.5927,1.5529,2.3069,1.6999,1.7892,1.1532
1063.6926,17.72821,0.1444,-16.6736,-12.5346,-11.9488,-10.2117,-9.6639,-10.2263,0.4372,1.5956,2.321,1.6981,1.7815,0.9285
1064.5633,17.74272167,-0.5118,-16.759,-12.5274,-11.9819,-10.2354,-10.0234,-10.0964,0.4112,1.6711,2.2944,1.7587,1.8711,1.1764
1065.7227,17.762045,6.1063,-16.2883,-12.5673,-11.9726,-10.1941,-9.9336,-9.7073,0.1909,1.6184,2.2642,1.7377,1.8831,1.0778
1066.6234,17.77705667,3.9231,-16.0356,-12.1174,-11.7746,-9.8759,-9.4317,-9.7315,0.0854,1.4134,2.1659,1.5803,1.8079,1.2
1067.6002,17.79333667,5.9813,-15.2189,-11.4939,-11.202,-9.488,-9.0576,-8.6227,-0.283,1.167,1.9371,1.3353,1.5159,0.9598
1068.5426,17.80904333,5.0606,-14.7442,-11.0317,-10.6782,-8.974,-8.499,-8.1843,-0.4823,0.8909,1.7161,1.1655,1.2737,0.7476
1069.4641,17.82440167,8.8119,-13.8438,-9.982,-9.8772,-8.3604,-7.8977,-7.1942,-0.9103,0.5599,1.3291,0.8383,1.0872,0.3169
1070.4094,17.84015667,6.424,-12.264,-8.9497,-8.9501,-7.3869,-7.1526,-6.6886,-1.5169,0.0904,0.9343,0.4788,0.8312,0.164
1071.3194,17.85532333,10.7099,-11.1003,-8.0413,-7.7701,-6.6142,-6.1947,-5.8079,-2.0552,-0.3072,0.509,0.0728,0.3518,-0.0861
1072.3826,17.87304333,15.1329,-9.704,-7.0673,-7.0862,-6.0949,-5.7309,-5.2222,-2.6297,-0.5964,0.2177,-0.1365,0.2728,-0.3628
1073.4567,17.890945,16.8044,-9.1183,-6.4929,-6.5486,-5.7089,-5.4145,-5.0554,-2.8977,-0.8351,0.0069,-0.3232,0.1757,-0.5362
1074.4157,17.90692833,16.3696,-8.4836,-5.951,-6.1848,-5.5006,-4.9726,-4.9939,-3.066,-0.9403,-0.1049,-0.4098,0.1078,-0.5138
1075.3359,17.922265,20.8349,-7.9903,-5.17,-5.8006,-5.1324,-4.8835,-4.3566,-3.3195,-1.0391,-0.2685,-0.4952,0.0278,-0.7038
1076.2719,17.937865,26.9018,-7.3847,-4.7593,-5.6494,-4.9054,-4.7501,-4.5798,-3.5557,-1.2085,-0.3289,-0.5835,-0.0794,-0.6345
1077.1777,17.95296167,27.8629,-6.9463,-4.5137,-5.537,-4.7296,-4.4877,-3.877,-3.7095,-1.3359,-0.4078,-0.6429,-0.1196,-0.66
1078.0361,17.96726833,33.8924,-6.6209,-4.2134,-5.3889,-4.6525,-4.3369,-3.9045,-3.7991,-1.4711,-0.4749,-0.6634,-0.1186,-0.857
1078.9502,17.98250333,24.2799,-6.633,-4.1155,-5.239,-4.527,-4.3441,-3.4368,-3.7436,-1.4541,-0.5491,-0.7146,-0.1239,-0.8923
1080.0014,18.00002333,27.756,-6.5124,-3.9198,-5.1389,-4.4461,-4.2703,-3.3247,-3.8902,-1.564,-0.571,-0.7395,-0.2467,-1.0038
1080.8832,18.01472,28.1452,-6.1819,-3.6935,-4.9714,-4.3358,-3.9987,-3.6678,-4.0347,-1.6292,-0.6498,-0.7613,-0.2947,-0.9504
1081.8379,18.03063167,28.7947,-6.1346,-3.7189,-4.9342,-4.2064,-4.3727,-3.4848,-4.0367,-1.6868,-0.6509,-0.8285,-0.2595,-0.8441
1082.926,18.04876667,34.6937,-5.7457,-3.4883,-4.839,-4.1652,-3.7654,-3.2615,-4.1584,-1.7351,-0.7016,-0.8763,-0.2922,-0.9114
1083.8696,18.06449333,29.6523,-5.8181,-3.3981,-4.6201,-4.1935,-4.0635,-3.2164,-4.1784,-1.8091,-0.75,-0.8924,-0.2771,-0.9649
1084.8147,18.080245,28.7266,-5.6451,-3.2728,-4.6085,-3.9686,-4.0462,-3.2691,-4.2,-1.7967,-0.7418,-0.9207,-0.3419,-1.1583
1085.7552,18.09592,29.2287,-5.4899,-3.1889,-4.4958,-3.9471,-3.7572,-2.9654,-4.2164,-1.8522,-0.7866,-0.9509,-0.3602,-1.1425
1086.8774,18.11462333,31.1456,-5.2757,-3.11,-4.3687,-3.8956,-3.8956,-2.9426,-4.3343,-1.8904,-0.826,-0.9864,-0.3632,-1.3461
1087.8101,18.13016833,34.88,-5.0354,-3.0163,-4.2846,-3.6562,-3.7544,-3.2497,-4.4245,-1.9524,-0.87,-0.9757,-0.4198,-1.1511
1088.7314,18.14552333,31.6565,-5.121,-2.8504,-4.2217,-3.6493,-3.6309,-3.2551,-4.4448,-1.963,-0.885,-1.0216,-0.4935,-1.1309
1089.7197,18.161995,29.236,-5.0567,-2.8055,-4.0794,-3.5747,-3.3687,-2.6332,-4.4308,-2.0125,-0.8926,-1.0673,-0.4954,-1.1961
1090.6209,18.177015,32.3091,-4.8243,-2.5982,-4.0473,-3.5596,-3.4886,-2.9701,-4.4983,-2.0178,-0.9065,-1.088,-0.4979,-1.1998
1091.5301,18.19216833,37.0145,-4.6654,-2.5385,-4.0071,-3.4198,-3.1696,-2.4287,-4.6105,-2.0681,-1.0079,-1.0859,-0.5006,-1.2386
1092.5398,18.20899667,29.5741,-4.5622,-2.5326,-3.9557,-3.4041,-3.4596,-2.5237,-4.6038,-2.1243,-1.0483,-1.1514,-0.5537,-1.2624
