Time_s,Time_min,f1_Hz,f3_Hz,f5_Hz,f7_Hz,f9_Hz,f11_Hz,f13_Hz,D3_ppm,D5_ppm,D7_ppm,D9_ppm,D11_ppm,D13_ppm
0,0,0.2842,0.0079,0.2753,-0.0241,0.026,0.132,0.0669,-0.0134,-0.0094,0.0288,-0.0131,0.0013,0.028
1.3016,0.021693333,-0.0354,-0.0347,0.0794,0.0218,-0.0229,0.0912,-0.0542,0.0186,0.044,-0.0175,-0.0132,-0.0153,0.0897
2.6216,0.043693333,0.0646,0.0003,-0.0372,0.0228,0.0181,-0.1573,0.121,-0.0069,-0.0143,0.0425,-0.015,-0.0825,0.0586
3.9703,0.066171667,-0.0368,-0.1204,0.0247,-0.0112,0.0488,0.0153,0.1001,0.0126,0.01,-0.0204,-0.0131,0.035,-0.1562
5.298,0.0883,0.2042,-0.0173,-0.0892,0.0239,0.0398,0.145,-0.3785,-0.0614,-0.0237,-0.0152,-0.0228,-0.0033,0.0049
6.6175,0.110291667,0.0591,0.145,-0.0197,0.0001,-0.0267,-0.115,-0.0555,-0.0414,0.0234,-0.0005,-0.0282,-0.036,-0.1239
7.96,0.132666667,-0.0647,0.0388,-0.0066,0.0562,-0.0087,-0.3208,-0.0479,-0.0028,0.018,0.0206,0.0183,0.0087,-0.0473
9.296,0.154933333,-0.0584,-0.0197,0.0607,0.0143,-0.0343,0.0706,-0.4014,0.0298,0.0323,-0.0057,-0.013,0.0171,0.0102
10.65,0.1775,0.0266,-0.0745,-0.0587,-0.0727,0.0309,0.1082,-0.1008,0.0071,-0.0295,-0.0188,-0.0022,0.0567,0.0137
11.962,0.199366667,-0.0216,-0.0477,0.0534,-0.0077,0.0105,-0.0207,0.0594,0.005,0.0452,-0.0261,0.0005,0.0416,-0.0504
13.294,0.221566667,-0.0459,0.0224,-0.0215,0.0206,-0.0146,-0.2143,-0.3938,0.0721,0.021,-0.001,0.0005,0.0351,-0.0085
14.64,0.244,-0.1084,-0.0141,-0.0547,0.0182,0.052,0.0314,0.0013,0.0184,-0.0101,0.0046,-0.0056,0.0088,-0.0337
15.972,0.2662,0.1117,0.1066,-0.022,-0.005,0.0499,0.0134,-0.4585,0.0432,-0.0159,-0.0093,0.0195,0.053,-0.0748
17.3039,0.288398333,-0.0618,0.0706,-0.017,0.013,-0.0539,0.0103,0.5886,-0.0141,-0.0575,0.0001,0.0081,-0.0717,0.079
18.6659,0.311098333,-0.0998,-0.0679,0.0008,0.0453,-0.0444,-0.0149,0.5,-0.0048,0.0175,-0.0265,0.0241,0.0187,0.2345
19.9943,0.333238333,-0.2314,0.0053,-0.0584,0.013,0.0068,0.1007,0.5615,-0.0276,0.0259,0.0044,-0.0063,-0.0459,0.0285
21.2964,0.35494,0.2082,0.1007,-0.0716,-0.0732,-0.0162,0.0975,0.1467,0.0257,-0.0441,0.013,0.0132,0.0031,-0.0724
22.6449,0.377415,-0.0622,-0.0904,-0.0762,-0.0343,0.0665,-0.0055,0.3759,0.0086,-0.0182,-0.003,0.0029,-0.0231,0.0969
23.9604,0.39934,-0.0663,0.0428,0.0242,0.0213,-0.0291,0.0903,0.0157,-0.039,0.001,0.0094,0.0025,0.0257,0.0139
25.2605,0.421008333,-0.1746,-0.0023,-0.0193,0.0108,-0.0761,-0.0037,-0.6018,-0.0122,-0.02,0.0089,0.0367,-0.0039,0.0429
26.5821,0.443035,0.1088,-0.0511,0.0335,-0.0532,-0.0224,-0.0539,-0.0447,-0.0174,0.0046,0.0118,0.0061,-0.0232,-0.1336
27.9064,0.465106667,-0.045,0.0166,-0.0437,-0.0055,-0.0259,0.0235,-0.4964,-0.0035,0.0054,-0.005,0.015,0.0213,-0.0164
29.2448,0.487413333,-0.1374,-0.0487,-0.0112,0.019,-0.0311,-0.0235,0.0724,0.0246,-0.0108,-0.006,-0.0008,-0.0342,0.0914
30.5987,0.509978333,-0.2028,-0.0451,-0.1652,-0.0018,0.0162,0.0429,0.4414,-0.0184,-0.0078,0.0025,0.0383,-0.0015,0.1464
31.9307,0.532178333,-0.0649,-0.1477,0.0018,-0.0299,0.0162,0.2531,-0.4685,0.0335,-0.0085,0.026,0.0093,-0.0159,0.071
33.2725,0.554541667,-0.1208,-0.0573,-0.0452,-0.0857,-0.0187,-0.0013,-0.0066,0.0754,0.0293,0.0083,0.0045,-0.0021,0.1415
34.612,0.576866667,-0.0083,-0.2238,-0.0966,-0.0348,0.0476,0.1259,-0.0615,0.0027,-0.025,0.0357,0.0168,0.077,0.1961
35.9456,0.599093333,-0.2447,-0.19,-0.0586,0.0445,0.0101,0.053,-0.0381,0.007,-0.0076,0.0097,0.0166,0.0272,-0.0387
37.2759,0.621265,-0.0426,-0.125,-0.0076,-0.0908,0.0061,0.1295,-0.0281,-0.049,0.0034,0.014,0.0122,-0.0603,-0.0106
38.5659,0.642765,-0.1702,-0.1542,-0.1643,-0.0798,-0.0352,-0.1735,0.195,0.0528,0.0225,0.0282,0.0234,-0.0113,-0.0898
39.9275,0.665458333,-0.2431,-0.088,-0.0412,-0.0554,-0.0704,0.1357,0.0079,0.0508,0.0476,0.0009,0.0336,0.0114,0.0506
41.2448,0.687413333,-0.1961,-0.0844,-0.1014,-0.108,0.0037,-0.0105,0.2203,-0.024,-0.0607,0.0019,-0.0007,0.0994,0.0005
42.5813,0.709688333,0.0779,-0.0029,-0.0063,0.0531,0.0152,-0.0104,-0.4166,-0.0322,0.0175,0.0135,0.0303,0.0006,-0.1181
43.9425,0.732375,-0.1997,-0.0475,-0.0303,0.0253,-0.0019,-0.0487,0.4381,0.0054,0.0135,0.023,0.0132,0.0197,0.0093
45.2644,0.754406667,-0.1624,-0.2195,-0.0629,-0.0602,-0.0675,0.1889,0.1106,0.031,-0.005,0.01,0.0025,0.0386,-0.033
46.5872,0.776453333,-0.2118,-0.1382,-0.0611,-0.0442,0.0326,-0.103,0.0079,-0.0308,0.0358,0.0301,0.0109,0.0425,-0.1978
47.9178,0.79863,-0.0291,-0.1725,-0.0705,0.0493,-0.0234,0.1498,-0.6091,0.0356,0.0405,0.0236,0.0314,0.0421,0.1504
49.2125,0.820208333,-0.101,-0.204,-0.1226,-0.1092,-0.087,-0.0156,-0.2292,-0.0497,-0.0143,0.0116,0.0168,-0.0383,0.2402
50.5653,0.842755,-0.2414,-0.1275,-0.0495,-0.0073,-0.0605,-0.1535,0.281,0.0516,0.0271,0.0269,0.0005,0.0429,0.0173
51.8963,0.864938333,-0.2557,-0.1553,0.0199,-0.1226,-0.0769,0.1401,-0.0068,0.0222,0.0484,0.0097,0.0214,-0.0006,0.2412
53.2328,0.887213333,-0.1053,-0.0442,-0.131,-0.1414,-0.1193,0.0501,0.0259,-0.0334,0.0083,0.0114,0.0112,0.0421,-0.0891
54.6018,0.91003,-0.213,-0.1343,-0.1843,-0.0734,-0.0825,0.0529,0.5208,-0.0017,0.0542,-0.0201,-0.0179,-0.07,-0.0121
55.9387,0.932311667,-0.0516,-0.1658,0.035,-0.0642,0.0076,-0.1172,-0.1638,0.0608,0.0232,0.0185,0.0244,0.0179,0.0912
57.1494,0.95249,-0.3228,-0.2026,-0.0489,-0.0542,0.0582,0.0215,0.2462,0.0452,0.0261,0.0261,0.0291,0.0505,0.092
58.4086,0.973476667,0.0064,-0.09,-0.1551,-0.0711,-0.0689,0.2174,-0.0368,0.0057,-0.0103,0.0034,0.0224,0.0371,0.1289
59.7122,0.995203333,-0.1197,-0.2632,-0.1165,-0.0982,-0.0965,0.2328,-0.1767,0.0517,-0.0096,-0.0022,0.0151,-0.0226,0.0056
61.0225,1.017041667,-0.1468,-0.2377,-0.1488,0.0453,-0.08,-0.1035,-0.2301,0.0881,-0.0159,0.0367,0.0111,-0.0071,-0.0095
62.3361,1.038935,-0.282,-0.161,-0.1034,-0.1045,-0.0801,0.1437,0.1582,0.037,0.0302,0.0252,0.0456,0.0073,0.0659
63.6964,1.061606667,-0.0425,-0.1799,-0.1183,-0.0981,-0.0482,-0.0052,0.1594,0.0284,0.0467,0.0183,0.0156,0.0756,0.0123
65.0304,1.08384,-0.1769,-0.2141,-0.0148,-0.2247,-0.1996,0.0926,-0.1911,-0.0089,-0.0514,0.0488,0.0421,0.0161,-0.0119
66.344,1.105733333,-0.1242,-0.1229,-0.1512,-0.0995,-0.0143,-0.0305,-0.0897,-0.0165,0.0468,0.004,0.0522,-0.045,0.0867
67.6879,1.128131667,-0.3128,-0.1953,0.0396,-0.0495,-0.0523,0.0859,-0.2248,0.0375,-0.0114,-0.0119,0.0406,0.0549,-0.0988
68.9964,1.14994,-0.0238,-0.1836,-0.065,-0.0585,-0.0783,-0.0522,-0.1507,0.0504,0.0384,0.0439,0.0174,0.0329,0.0687
70.3112,1.171853333,-0.1739,-0.1054,-0.1667,-0.0651,-0.0828,-0.0785,0.1656,0.0306,-0.0024,0.0242,0.0385,-0.0323,0.0382
71.6446,1.194076667,-0.1115,-0.1884,-0.0891,-0.093,-0.1164,-0.0329,-0.2034,0.058,0.0304,0.0077,0.02,-0.0147,0.1927
72.9595,1.215991667,-0.277,-0.3279,-0.0325,-0.0929,-0.1287,-0.0324,-0.6286,0.0501,0.0424,0.0449,0.0179,0.0831,-0.0734
74.2226,1.237043333,-0.1982,-0.1858,-0.0864,-0.11,-0.0355,-0.2287,-0.7248,-0.0053,0.0875,-0.0106,0.0361,0.0304,-0.2413
75.504,1.2584,-0.2169,-0.1893,-0.1804,-0.1169,-0.0296,-0.057,0.0291,0.0422,0.0113,-0.0145,0.0303,0.0646,-0.0752
76.7504,1.279173333,-0.3244,-0.3208,-0.098,-0.0655,-0.0852,-0.1294,0.3348,0.0149,0.0299,0.0276,0.0402,0.0256,0.1602
77.9438,1.299063333,-0.5319,-0.217,-0.1644,-0.0873,-0.1112,-0.2309,-0.2048,0.0767,0.0035,0.0516,0.0261,-0.0192,0.0432
79.294,1.321566667,-0.3273,-0.1054,-0.1802,-0.0676,-0.0488,0.0013,-0.1158,0.0499,0.0349,0.0627,0.0059,0.0238,-0.0714
80.6068,1.343446667,-0.3058,-0.2105,-0.106,-0.0829,-0.1305,-0.0067,-0.4506,0.0667,0.0576,0.0388,0.0334,-0.0016,0.0677
81.9636,1.36606,-0.3693,-0.2452,-0.0107,-0.0993,-0.1827,-0.0258,0.4669,0.0584,0.0509,0.051,0.0167,0.0585,0.1839
83.2716,1.38786,-0.3612,-0.2015,-0.0598,-0.0796,-0.1395,-0.1518,-0.6503,0.0252,0.0258,0.0354,0.0254,-0.0384,0.1501
84.5581,1.409301667,-0.1951,-0.2724,-0.1721,-0.09,-0.0554,-0.0165,-0.0586,0.0568,0.0221,-0.018,0.0051,0.0873,0.2232
85.8845,1.431408333,-0.3659,-0.2715,-0.2632,-0.1412,-0.0927,-0.0525,0.0107,0.0289,0.0694,0.0175,0.0235,0.0684,-0.0087
87.1804,1.453006667,-0.3179,-0.2737,-0.0693,-0.1393,-0.1014,-0.1426,0.0709,0.0309,0.0163,0.0162,0.0103,0.0136,-0.0689
88.4855,1.474758333,-0.4183,-0.1975,-0.1175,-0.1211,-0.1186,-0.1907,-0.0762,0.0168,0.0399,0.0237,0.0327,-0.0008,-0.0859
89.7821,1.496368333,-0.1404,-0.1763,-0.2294,-0.051,-0.0835,-0.1314,-0.0895,0.0822,0.0293,-0.0076,0.0353,0.0166,-0.0182
91.084,1.518066667,-0.2037,-0.1468,-0.1267,-0.1101,-0.0618,-0.1632,0.0854,0.0217,0.027,0.0394,0.0358,-0.0428,0.112
92.4085,1.540141667,-0.4492,-0.3084,-0.1391,-0.1198,-0.0423,-0.1873,0.0779,0.0527,-0.0388,0.0381,0.0247,0.0743,0.1426
93.7136,1.561893333,-0.5331,-0.1859,-0.107,-0.2555,-0.0895,0.0079,-0.097,0.0393,0.071,0.0196,0.0418,0.0222,-0.0095
95.0348,1.583913333,-0.3668,-0.3023,-0.0516,-0.0859,-0.1075,-0.0329,-0.2536,0.0426,0.0027,0.0427,0.0147,0.09,-0.0095
96.338,1.605633333,-0.4824,-0.3213,-0.1025,-0.0979,-0.1678,-0.2968,-0.367,0.0506,0.0142,0.027,0.0115,0.0626,0.2197
97.6293,1.627155,-0.5767,-0.1648,-0.211,-0.1455,-0.1192,-0.0921,0.0884,0.0583,0.0133,0.0492,0.0502,0.013,0.1311
98.9538,1.64923,-0.6075,-0.3422,-0.1249,-0.1588,-0.0945,-0.0932,0.7497,0.0146,0.036,0.0364,0.0006,0.0577,-0.1966
100.2641,1.671068333,-0.3046,-0.2455,-0.1237,-0.1002,-0.164,0.0665,0.2773,0.0567,0.0651,0.0473,0.0457,-0.0547,0.1073
101.592,1.6932,-0.5794,-0.2038,-0.1634,-0.1876,-0.0937,-0.1573,0.0799,0.0692,0.0428,0.0258,0.039,0.0111,0.0923
102.8641,1.714401667,-0.5041,-0.2563,-0.2373,-0.1596,-0.0588,0.0928,-0.4697,0.0256,0.0275,0.0138,0.0299,0.0416,-0.0338
104.1861,1.736435,-0.4193,-0.2705,-0.1987,-0.1625,-0.1296,-0.1747,-0.0948,0.0507,0.0621,0.0393,0.0269,0.036,0.0489
105.4898,1.758163333,-0.3601,-0.2156,-0.0742,-0.1624,-0.0632,0.0625,-0.1946,0.0483,0.0222,0.0093,0.0454,0.0514,0.0656
106.8145,1.780241667,-0.4892,-0.1112,-0.1251,-0.1616,-0.1375,-0.1831,-0.5028,0.059,0.0408,0.0111,0.0454,0.009,0.1006
108.1408,1.802346667,-0.556,-0.3741,-0.2266,-0.167,-0.1748,0.0201,-0.3097,0.0733,0.0226,0.0058,0.0396,-0.0078,0.1303
109.442,1.824033333,-0.5689,-0.3206,-0.2225,-0.133,-0.1657,0.0526,-0.1,0.0809,0.0413,0.0114,0.0286,0.0354,-0.0081
110.782,1.846366667,-0.5409,-0.3042,-0.2128,-0.1817,-0.1153,0.0375,0.4858,0.0385,0.0459,0.0447,0.0258,0.0305,0.021
112.0484,1.867473333,-0.7143,-0.2624,-0.1424,-0.237,-0.1338,-0.0391,0.2378,0.0653,0.0266,0.039,0.0162,0.0237,0.0089
113.3737,1.889561667,-0.7738,-0.406,-0.2861,-0.1238,-0.0598,0.0924,-0.2524,0.1158,0.0237,0.0409,0.0154,0.0005,0.1543
114.694,1.911566667,-0.9166,-0.4422,-0.2585,-0.1304,-0.1003,-0.1822,0.1507,0.0554,0.0353,0.0459,0.0299,-0.0052,0.0289
115.9878,1.93313,-0.9686,-0.3608,-0.0835,-0.186,-0.1715,-0.3431,-0.8171,0.0147,0.0552,0.0293,0.033,-0.0255,-0.0752
117.3124,1.955206667,-0.9346,-0.4073,-0.3216,-0.1674,-0.2046,-0.3738,-0.1012,0.0822,0.0385,0.0272,0.0232,0.0901,0.172
118.5926,1.976543333,-1.0812,-0.3151,-0.2746,-0.1858,-0.1372,0.0615,-0.2854,0.0467,0.037,0.0245,0.0272,0.0708,0.2588
119.8927,1.998211667,-1.2343,-0.2569,-0.3619,-0.188,-0.1659,-0.1166,0.3076,0.0249,0.0111,0.0245,0.0226,0.1123,0.0761
121.2381,2.020635,-1.1048,-0.2129,-0.1723,-0.0961,-0.198,-0.1262,-0.0053,0.0593,0.0566,0.0246,0.0171,0.0224,-0.045
122.3892,2.03982,-1.2243,-0.3062,-0.1793,-0.1892,-0.0901,-0.0494,-0.0938,0.0594,0.0765,0.0321,0.0297,0.0667,0.2465
123.4055,2.056758333,-1.2493,-0.2113,-0.2077,-0.1813,-0.1053,-0.0221,-0.2463,0.0602,0.0364,0.0459,0.0533,0.0577,0.0966
124.7061,2.078435,-1.2193,-0.2988,-0.3082,-0.1528,-0.0893,-0.0958,-0.302,0.0208,0.0366,0.0248,0.0149,-0.0437,0.0693
126.0001,2.100001667,-1.2462,-0.3022,-0.1105,-0.1711,-0.2308,0.0959,-0.3173,0.1014,0.0377,0.0103,0.0166,0.0737,0.0355
127.3223,2.122038333,-1.4337,-0.4064,-0.1799,-0.1441,-0.1419,-0.2122,0.1664,0.0551,0.0382,0.0233,0.0461,0.0643,0.1634
128.6046,2.14341,-1.3709,-0.2728,-0.1985,-0.2614,-0.1583,-0.1896,0.1584,0.0945,0.0432,-0.0073,0.0448,0.0887,0.1207
129.94,2.165666667,-1.4996,-0.4465,-0.2804,-0.1886,-0.225,-0.2428,-0.3199,0.0766,0.0462,0.0173,0.0613,0.1067,0.1202
131.2465,2.187441667,-1.4965,-0.442,-0.3337,-0.2119,-0.1289,-0.0287,-0.1112,0.062,0.035,0.0591,0.0063,-0.0122,-0.0045
132.552,2.2092,-1.6912,-0.3216,-0.1792,-0.1681,-0.2072,-0.1088,-0.0045,0.0457,0.0642,0.0382,0.0212,0.1658,0.1214
133.8958,2.231596667,-1.7253,-0.2675,-0.1268,-0.3049,-0.1234,-0.1736,-0.4101,0.0644,0.0802,0.0362,0.0637,-0.0927,0.2116
135.1878,2.25313,-1.8173,-0.3322,-0.1214,-0.2399,-0.2061,-0.3007,-0.3945,0.0136,0.0631,0.0515,0.03,-0.0012,0.1039
136.5258,2.27543,-1.9525,-0.3725,-0.2355,-0.1963,-0.1807,-0.2343,0.2382,0.1289,0.1023,0.0292,0.0648,0.0805,0.1099
137.8166,2.296943333,-1.7361,-0.3235,-0.2752,-0.1867,-0.1345,-0.1548,0.0406,0.0294,0.0407,0.0544,0.0333,-0.0613,-0.0306
139.12,2.318666667,-1.9062,-0.1706,-0.1803,-0.2916,-0.1615,-0.2768,-0.5626,0.0427,0.0088,0.0531,0.0528,0.0498,-0.0545
140.4618,2.34103,-2.1124,-0.4008,-0.2217,-0.1889,-0.1894,0.0147,0.1784,0.045,0.047,0.0436,0.041,0.0048,0.1923
141.7459,2.362431667,-2.1725,-0.3535,-0.2324,-0.2487,-0.1397,0.0257,0.0331,0.0643,0.0675,0.0262,0.0351,0.0219,-0.0968
143.0921,2.384868333,-2.1564,-0.1627,-0.2983,-0.27,-0.1983,-0.1864,-0.0901,0.047,0.0226,0.0134,0.0546,0.0958,-0.0926
144.1675,2.402791667,-1.9445,-0.3909,-0.2972,-0.205,-0.2062,-0.036,0.0322,0.0656,0.0611,0.0639,0.0507,0.0235,0.1411
145.3459,2.422431667,-2.226,-0.3778,-0.2161,-0.2176,-0.1537,-0.0904,0.0504,0.0513,0.0259,0.0623,0.049,0.0786,0.0652
146.599,2.443316667,-2.3646,-0.2672,-0.3205,-0.2437,-0.1943,-0.0791,-0.3625,0.1047,0.0144,0.0316,0.0523,0.161,0.1051
147.8905,2.464841667,-2.1319,-0.3834,-0.2285,-0.2615,-0.2493,0.0213,-0.4934,0.1056,0.0216,0.0816,0.0451,-0.0243,0.1857
149.176,2.486266667,-2.2832,-0.2463,-0.2653,-0.1896,-0.2298,-0.4572,-0.4184,0.0414,0.0108,0.0451,0.0301,0.1035,0.0378
150.5104,2.508506667,-2.5494,-0.3136,-0.2222,-0.2038,-0.1319,-0.2847,0.1628,0.0878,0.0639,0.0602,0.0595,0.0535,-0.0781
151.8009,2.530015,-2.6536,-0.2351,-0.1682,-0.2213,-0.2193,0.0181,-0.2382,0.0702,0.0252,0.0307,0.0089,-0.0062,0.0654
153.1101,2.551835,-2.2183,-0.3962,-0.2901,-0.1935,-0.1229,-0.0632,0.0674,0.0319,0.0334,0.0451,0.0302,-0.0032,0.0578
154.406,2.573433333,-2.3777,-0.3406,-0.2506,-0.2307,-0.2413,-0.2948,-0.6368,0.0992,0.0425,0.0547,0.0682,0.0405,0.211
155.7087,2.595145,-2.6771,-0.3911,-0.13,-0.1922,-0.2196,-0.2112,0.132,0.0368,0.0793,0.0701,0.0557,0.0724,0.0612
157.0068,2.61678,-2.7396,-0.3614,-0.2515,-0.2691,-0.1628,-0.217,-0.3601,0.1205,0.085,0.0731,0.0811,0.062,-0.0541
158.2876,2.638126667,-2.4172,-0.4862,-0.2419,-0.311,-0.2555,-0.2722,-0.0485,0.064,0.055,0.0274,0.0461,0.0041,-0.064
159.5992,2.659986667,-2.5341,-0.3825,-0.3147,-0.2155,-0.2482,-0.3269,-0.6143,0.1025,0.065,0.0294,0.0631,0.0218,0.0594
160.854,2.6809,-2.6709,-0.2943,-0.3698,-0.2857,-0.2823,-0.0997,0.2274,0.0034,0.0026,0.0821,0.0274,-0.0812,0.0292
162.1161,2.701935,-2.7143,-0.4115,-0.2447,-0.2607,-0.2107,-0.1931,-0.6221,0.0895,0.0732,0.0544,0.052,0.106,-0.0033
163.3906,2.723176667,-2.7703,-0.372,-0.3331,-0.2242,-0.2181,-0.2251,0.0094,0.0387,0.0271,0.0516,0.0491,0.063,0.0905
164.7093,2.745155,-2.7153,-0.3134,-0.2355,-0.224,-0.1766,-0.4453,-0.6308,0.0363,0.0526,0.0446,0.0623,0.0606,0.0929
165.9948,2.76658,-2.7101,-0.2997,-0.2575,-0.2295,-0.2354,-0.5137,-0.2328,0.077,0.0348,0.0359,0.072,0.0212,0.0681
167.2707,2.787845,-2.825,-0.2705,-0.3606,-0.1854,-0.2069,-0.0586,0.0768,0.0639,0.0897,0.0711,0.0865,0.0408,-0.059
168.5256,2.80876,-3.0321,-0.4987,-0.239,-0.2576,-0.1594,-0.2041,-0.0559,0.0573,0.0601,0.059,0.0376,0.1064,0.0516
169.8425,2.830708333,-2.7309,-0.3875,-0.2503,-0.2439,-0.1968,-0.3327,-0.4415,0.0549,0.0394,0.0382,0.0332,0.0147,-0.0794
171.1221,2.852035,-2.7636,-0.4068,-0.3137,-0.2581,-0.162,-0.345,-0.0352,0.0919,0.0065,0.0504,0.0267,0.0229,0.0151
172.4436,2.87406,-2.7771,-0.4223,-0.1936,-0.1603,-0.2205,-0.2878,-0.4057,0.0706,0.0579,0.0785,0.0646,-0.0014,0.1115
173.716,2.895266667,-2.8313,-0.3896,-0.291,-0.2631,-0.2239,-0.1006,-0.2702,0.1131,0.115,0.075,0.0522,0.0813,0.0724
174.9982,2.916636667,-2.3765,-0.3738,-0.2376,-0.2232,-0.1982,-0.3428,-0.4021,0.0569,0.0665,0.0349,0.0707,0.1001,-0.14
176.2418,2.937363333,-2.652,-0.4225,-0.2736,-0.2454,-0.2587,0.1537,0.0837,0.1172,0.0376,0.0765,0.0489,0.021,0.1564
177.5478,2.95913,-2.7369,-0.2715,-0.28,-0.3144,-0.1876,-0.1628,-0.5471,0.0294,0.0493,0.0364,0.0785,0.0661,-0.0328
178.8775,2.981291667,-2.9853,-0.3939,-0.2461,-0.2576,-0.2566,-0.1007,-0.6529,0.1064,0.0733,0.0574,0.0489,-0.0282,0.0391
180.1485,3.002475,-2.6471,-0.3443,-0.2113,-0.2331,-0.3008,-0.1917,-0.8692,0.0535,0.0745,0.022,0.0447,0.0657,0.1017
181.4788,3.024646667,-2.6148,-0.422,-0.2345,-0.269,-0.2518,-0.2285,-0.4713,0.0846,0.056,0.0576,0.0571,0.0564,0.0592
182.7625,3.046041667,-2.8258,-0.4087,-0.3212,-0.3447,-0.2612,-0.1463,-0.3593,0.0546,0.0772,0.0689,0.0666,-0.026,0.1356
184.0744,3.067906667,-2.9329,-0.3189,-0.31,-0.2422,-0.2495,0.0107,-0.5192,0.0787,0.0552,0.0502,0.0476,0.021,0.0516
185.3728,3.089546667,-2.7487,-0.4046,-0.2771,-0.2437,-0.274,0.0754,0.2606,0.0742,0.0557,0.0717,0.0184,0.0913,-0.0099
186.6474,3.11079,-2.8808,-0.3673,-0.3432,-0.2556,-0.1715,-0.2544,0.0835,0.0943,0.0926,0.0519,0.0688,0.0621,0.1468
187.9345,3.132241667,-2.9856,-0.3364,-0.2532,-0.2632,-0.198,-0.2398,-0.1957,0.0623,0.0733,0.0851,0.0557,0.2148,0.1316
189.2281,3.153801667,-2.8999,-0.305,-0.2731,-0.2425,-0.2661,-0.0848,0.1849,0.1009,0.0699,0.0577,0.0464,-0.0446,0.109
190.5782,3.176303333,-2.7774,-0.347,-0.2766,-0.2811,-0.1803,-0.1379,0.0634,0.0833,0.0636,0.0032,0.0295,0.0645,0.0931
191.84,3.197333333,-2.8926,-0.3387,-0.3075,-0.2712,-0.2018,-0.1032,0.1806,0.1232,-0.0023,0.0642,0.0792,0.0983,0.0978
193.1586,3.21931,-3.0314,-0.4323,-0.3008,-0.2263,-0.3192,-0.0724,-0.4715,0.0818,0.0204,0.0342,0.0539,0.0273,-0.0279
194.36,3.239333333,-3.1242,-0.419,-0.3142,-0.2986,-0.2569,-0.4461,0.1396,0.0728,0.096,0.0686,0.0447,0.1033,0.0528
195.7062,3.26177,-2.5725,-0.2669,-0.4002,-0.3607,-0.2453,-0.1964,-0.0458,0.0645,0.1571,0.052,0.0562,0.0505,0.1255
196.9928,3.283213333,-2.8154,-0.3648,-0.2663,-0.2902,-0.2762,-0.0598,0.1197,0.1221,0.0633,0.0483,0.0641,0.052,-0.0054
198.3041,3.305068333,-3.0438,-0.5287,-0.3463,-0.3627,-0.2305,-0.2747,-0.1986,0.1456,0.0767,0.0789,0.0382,0.0497,0.0714
199.6343,3.327238333,-3.1649,-0.5043,-0.4071,-0.2942,-0.1852,-0.2969,-0.1038,0.1034,0.1227,0.0683,0.0676,0.0996,0.1746
200.9184,3.34864,-2.7776,-0.4005,-0.2503,-0.3374,-0.2014,-0.338,-0.5216,0.0699,0.0911,0.0612,0.0796,0.0385,-0.0185
202.2482,3.370803333,-2.8093,-0.4064,-0.3456,-0.344,-0.1953,-0.259,0.0037,0.0782,0.0028,0.0515,0.0741,0.1228,0.1348
203.5246,3.392076667,-2.9218,-0.491,-0.2311,-0.3062,-0.2744,-0.3277,-0.5494,0.0303,0.0857,0.0774,0.055,0.0346,0.0406
204.8045,3.413408333,-3.1054,-0.3592,-0.296,-0.3254,-0.2429,-0.1689,-0.6104,0.0841,0.0882,0.0734,0.0556,0.1177,0.1027
206.0887,3.434811667,-2.7648,-0.3564,-0.3707,-0.2108,-0.2771,-0.2626,-0.3754,0.0665,0.0908,0.0702,0.0622,0.0102,-0.0178
207.404,3.456733333,-2.8604,-0.3951,-0.2374,-0.2392,-0.2825,-0.2292,-0.1091,0.0982,0.0444,0.0507,0.0472,0.0457,0.001
208.7488,3.479146667,-3.1352,-0.4067,-0.3125,-0.3535,-0.2293,-0.3345,0.2076,0.0962,0.0803,0.0171,0.0869,0.132,-0.0757
210.0245,3.500408333,-3.0317,-0.4949,-0.3497,-0.3855,-0.2143,-0.2325,-0.3318,0.121,0.0898,0.0667,0.098,0.0428,0.1085
211.3485,3.522475,-2.9776,-0.5536,-0.3197,-0.3543,-0.3094,-0.1976,-0.4663,0.0917,0.0628,0.072,0.0401,0.1017,0.153
212.6328,3.54388,-2.8786,-0.4569,-0.3151,-0.3746,-0.2873,-0.2009,-0.2267,0.1031,0.1037,0.0472,0.0416,0.0001,0.2002
213.9396,3.56566,-3.1919,-0.5088,-0.3904,-0.2375,-0.276,0.0609,-0.3761,0.1087,0.0901,0.0676,0.0404,0.0609,-0.0734
215.2548,3.58758,-3.0691,-0.4474,-0.2862,-0.3042,-0.2366,-0.164,-0.4212,0.1097,0.0437,0.0636,0.0816,0.0482,0.2358
216.4914,3.60819,-2.9505,-0.3753,-0.4163,-0.2721,-0.2275,-0.0696,-0.7501,0.0363,0.075,0.053,0.0695,0.126,0.1633
217.8058,3.630096667,-2.9248,-0.4256,-0.3417,-0.4276,-0.2492,-0.3472,-0.7817,0.095,0.1019,0.0742,0.0825,0.0288,0.2015
219.0847,3.651411667,-3.0425,-0.4682,-0.3547,-0.2614,-0.2994,-0.1523,-0.1648,0.061,0.1007,0.0955,0.0602,0.0268,0.2624
220.4219,3.673698333,-3.0959,-0.4732,-0.2584,-0.295,-0.2308,-0.2841,-0.3407,0.0955,0.0875,0.0835,0.0394,0.0794,0.1266
221.7169,3.695281667,-3.0837,-0.4306,-0.3688,-0.3332,-0.1813,-0.3403,-0.4138,0.04,0.0534,0.103,0.0623,-0.0193,0.0464
