Time_s,Time_min,f1_Hz,f3_Hz,f5_Hz,f7_Hz,f9_Hz,f11_Hz,f13_Hz,D3_ppm,D5_ppm,D7_ppm,D9_ppm,D11_ppm,D13_ppm
591.1901,9.853168333,0.5525,-0.6526,-0.693,-0.5391,-0.5479,-0.4229,-0.7711,0.1708,0.1716,0.1395,0.1004,0.0686,0.0829
592.4988,9.87498,0.6677,-0.695,-0.6268,-0.5702,-0.4417,-0.5181,-0.3359,0.154,0.1639,0.0972,0.1141,0.1091,-0.0157
593.8526,9.897543333,0.6028,-0.8092,-0.5409,-0.5295,-0.4368,-0.4973,-0.2371,0.1803,0.1055,0.129,0.1103,0.0397,0.312
595.16,9.919333333,0.5769,-0.7871,-0.6684,-0.5834,-0.4796,-0.2663,-0.3122,0.1502,0.1606,0.0955,0.1478,0.1646,0.1893
596.4754,9.941256667,0.4931,-0.7292,-0.5439,-0.5638,-0.4553,-0.3439,-0.8208,0.2177,0.1373,0.1424,0.1205,0.0387,-0.0179
597.7828,9.963046667,0.6962,-0.8031,-0.6971,-0.5947,-0.489,-0.6549,-0.8508,0.1741,0.1802,0.1206,0.1495,0.0901,0.1148
599.1061,9.985101667,0.3111,-0.5784,-0.5718,-0.4263,-0.2004,-0.2845,-0.6454,0.1182,0.0997,0.1011,0.0808,0.1294,0.0941
600.4319,10.00719833,0.1598,-0.5917,-0.5245,-0.4738,-0.3892,-0.4029,-0.404,0.1244,0.1426,0.1403,0.1108,0.2231,0.2308
601.6583,10.02763833,0.6181,-0.7419,-0.6351,-0.572,-0.4409,-0.4538,-0.7118,0.1602,0.1719,0.1147,0.1069,0.0676,0.2189
602.9851,10.04975167,0.5629,-0.6438,-0.5698,-0.5687,-0.4315,-0.6122,-0.3671,0.1633,0.1432,0.0804,0.1313,0.1098,0.1073
604.286,10.07143333,0.6042,-0.8093,-0.5969,-0.4708,-0.4187,-0.3705,-0.4075,0.1545,0.1354,0.1038,0.1478,0.0012,0.0162
605.6196,10.09366,0.433,-0.7595,-0.6732,-0.5777,-0.4653,-0.2695,-0.2357,0.1575,0.151,0.1247,0.1041,0.2038,0.1581
606.9759,10.116265,0.4189,-0.6829,-0.7308,-0.6123,-0.4534,-0.2961,-0.4197,0.1476,0.1767,0.0991,0.1376,0.0517,0.0031
608.2539,10.137565,0.4774,-0.7755,-0.5863,-0.5443,-0.4726,-0.4078,-0.5299,0.1246,0.1471,0.1828,0.1243,0.0731,0.3009
609.5856,10.15976,0.5951,-0.6699,-0.7182,-0.5468,-0.4451,-0.2729,-0.2357,0.1975,0.1195,0.082,0.1155,0.1505,0.2446
610.9167,10.181945,0.5605,-0.7245,-0.6247,-0.5861,-0.5185,-0.1635,-1.1764,0.196,0.1422,0.1342,0.1053,0.0774,-0.0497
612.1966,10.20327667,0.4123,-0.6926,-0.6237,-0.5527,-0.4796,-0.4527,-0.5005,0.2212,0.1086,0.1436,0.1088,0.1274,0.2291
613.5201,10.225335,0.5309,-0.6114,-0.7197,-0.4869,-0.5047,-0.3415,-0.6053,0.1981,0.1633,0.0981,0.1149,0.1118,0.1897
614.8324,10.24720667,0.5149,-0.7303,-0.5949,-0.4978,-0.4522,-0.5279,-0.1183,0.1679,0.1537,0.1135,0.1246,0.1328,0.0037
616.0769,10.26794833,0.5538,-0.7676,-0.581,-0.6264,-0.477,-0.5536,-0.7871,0.1605,0.1717,0.1119,0.1378,0.1156,0.2541
617.4149,10.29024833,0.5868,-0.6926,-0.5859,-0.511,-0.419,-0.6341,-0.461,0.1354,0.148,0.1167,0.1249,0.1968,0.1949
618.7306,10.31217667,0.4164,-0.6753,-0.6483,-0.4789,-0.4194,-0.3141,-0.2933,0.1572,0.1453,0.1315,0.0925,0.0107,-0.0017
620.0467,10.33411167,0.5728,-0.8915,-0.6234,-0.6085,-0.4836,-0.5763,-0.5811,0.19,0.0939,0.1457,0.1132,0.0677,0.0411
621.4119,10.356865,0.3072,-0.7575,-0.7144,-0.4997,-0.4056,-0.2296,-0.548,0.2081,0.1393,0.1456,0.1422,0.1339,0.1051
622.764,10.3794,0.4226,-0.6941,-0.6192,-0.4979,-0.458,-0.3903,-0.2876,0.2399,0.1489,0.1057,0.114,0.0564,0.127
624.1038,10.40173,0.5121,-0.6072,-0.603,-0.5184,-0.4038,-0.4125,-0.4772,0.2376,0.1502,0.103,0.1339,0.18,0.302
625.4041,10.42340167,0.556,-0.8025,-0.5529,-0.68,-0.492,-0.4843,-0.2778,0.1764,0.1605,0.1219,0.148,0.105,0.3003
626.651,10.44418333,0.4896,-0.7662,-0.7168,-0.579,-0.4471,-0.234,-0.8842,0.1656,0.1443,0.13,0.121,0.0837,-0.0172
627.9792,10.46632,0.5038,-0.6862,-0.6465,-0.5216,-0.3935,-0.4714,-0.3696,0.1853,0.1426,0.1125,0.1527,0.0853,0.1304
629.3324,10.48887333,0.419,-0.7447,-0.6503,-0.5962,-0.4165,-0.2704,-0.616,0.1487,0.1103,0.1178,0.119,0.0741,0.075
630.6619,10.51103167,0.4836,-0.7371,-0.583,-0.6054,-0.4578,-0.2099,-0.152,0.1574,0.1181,0.1742,0.117,0.2038,0.0046
632.0444,10.53407333,0.4458,-0.8286,-0.6439,-0.4697,-0.4633,-0.7266,0.0383,0.191,0.1153,0.1248,0.1225,0.0207,0.1503
633.3687,10.556145,0.4235,-0.7888,-0.5447,-0.5055,-0.491,-0.6148,-0.7954,0.2397,0.141,0.147,0.1179,0.1848,0.1387
634.724,10.57873333,0.435,-0.745,-0.5579,-0.652,-0.5127,-0.4965,-0.3033,0.1879,0.1497,0.0973,0.0991,0.1746,0.2136
636.0439,10.60073167,0.3888,-0.7759,-0.6904,-0.5243,-0.455,-0.2919,-0.6865,0.2098,0.1524,0.1564,0.1168,0.1077,0.1806
637.3572,10.62262,0.5138,-0.6997,-0.599,-0.6141,-0.376,-0.2906,-0.4906,0.1918,0.1597,0.1438,0.1122,0.1211,0.1469
638.692,10.64486667,0.6209,-0.7027,-0.7173,-0.5478,-0.4089,-0.0494,-0.3394,0.2007,0.1344,0.1174,0.1414,0.088,0.0191
640.0547,10.66757833,0.4842,-0.6728,-0.5572,-0.5994,-0.4899,-0.2432,-0.3131,0.1677,0.1166,0.0948,0.1194,0.1587,0.0985
641.3899,10.68983167,0.2656,-0.6916,-0.5696,-0.5362,-0.485,-0.6385,-0.7025,0.2121,0.1329,0.1369,0.1244,0.0631,0.3051
642.7187,10.71197833,0.4982,-0.752,-0.6634,-0.5933,-0.4638,-0.3779,-0.239,0.1657,0.1751,0.1276,0.1231,0.0593,0.0281
644.0758,10.73459667,0.2587,-0.7196,-0.7015,-0.5264,-0.4627,-0.4945,-0.1312,0.1814,0.1339,0.1082,0.1608,0.1086,0.1914
645.4235,10.75705833,0.2377,-0.7922,-0.6331,-0.6043,-0.5271,-0.4775,-0.5643,0.1629,0.1522,0.1376,0.1077,0.1035,0.1567
646.728,10.7788,0.2413,-0.7539,-0.6884,-0.5654,-0.4826,-0.4596,-0.7074,0.2548,0.1818,0.1181,0.1123,0.1901,0.0719
648.0342,10.80057,0.2786,-0.7252,-0.7108,-0.5195,-0.5164,-0.4031,-0.5241,0.2384,0.1081,0.1398,0.1209,0.0692,0.1299
649.3665,10.822775,0.3864,-0.7944,-0.6816,-0.564,-0.5016,-0.4621,-0.931,0.1654,0.1511,0.1206,0.1221,0.1427,0.3479
650.728,10.84546667,0.0469,-0.897,-0.7282,-0.5306,-0.453,-0.3667,-0.067,0.2474,0.2063,0.0974,0.1082,0.2182,-0.1009
651.961,10.86601667,0.3853,-0.8239,-0.7605,-0.6504,-0.5178,-0.4353,-0.7863,0.1843,0.1224,0.1147,0.1314,0.0391,0.2874
653.2839,10.888065,0.2097,-0.8564,-0.5413,-0.5731,-0.5744,-0.3853,-0.5751,0.1838,0.1682,0.0996,0.1126,0.0992,0.2757
654.5745,10.909575,0.2109,-0.7835,-0.7559,-0.5384,-0.5474,-0.4152,-0.3669,0.1904,0.1898,0.1504,0.138,0.0953,0.1363
655.8864,10.93144,0.1874,-0.8009,-0.6291,-0.537,-0.4701,-0.3003,-0.3348,0.178,0.1559,0.1096,0.1265,0.1402,0.0698
657.1238,10.95206333,0.3885,-0.7596,-0.6479,-0.6572,-0.499,-0.406,-0.5065,0.1706,0.1886,0.1186,0.1478,0.124,0.1489
658.4186,10.97364333,0.4325,-0.8415,-0.7865,-0.6047,-0.4636,-0.1106,0.0705,0.1813,0.1604,0.1181,0.1538,0.0179,0.2504
659.7518,10.99586333,0.1651,-0.8189,-0.6205,-0.5581,-0.4507,-0.2894,-0.3071,0.2157,0.1129,0.1104,0.1412,0.1654,0.1479
660.9652,11.01608667,0.2699,-0.9025,-0.6028,-0.4722,-0.5006,-0.4337,-0.6281,0.2253,0.1521,0.1344,0.1435,0.1258,0.2908
662.274,11.0379,0.2375,-0.9145,-0.5777,-0.6204,-0.563,-0.3235,-0.2274,0.2165,0.143,0.1119,0.1234,0.0938,0.1025
663.5878,11.05979667,0.2755,-0.817,-0.6318,-0.54,-0.4978,-0.2723,0.0963,0.2072,0.1421,0.1049,0.1412,0.0867,0.395
664.8173,11.08028833,0.2663,-0.8474,-0.6571,-0.6188,-0.5165,-0.3791,-0.4533,0.1957,0.128,0.1301,0.1134,0.044,0.0375
665.9642,11.09940333,0.3341,-0.7991,-0.6239,-0.5766,-0.4369,-0.4901,-0.2969,0.15,0.1147,0.1137,0.136,0.1052,0.291
667.0663,11.11777167,0.2274,-0.6125,-0.6443,-0.6338,-0.4678,-0.5443,-0.2797,0.2208,0.1908,0.1514,0.1455,0.1453,0.107
668.3782,11.13963667,0.2044,-0.851,-0.6619,-0.5684,-0.5354,-0.416,-0.1213,0.1934,0.1845,0.0845,0.1477,0.133,0.2133
669.6784,11.16130667,0.3031,-0.819,-0.5066,-0.5722,-0.4422,-0.4043,-0.6054,0.2016,0.1893,0.1258,0.142,0.1812,0.2306
671.0627,11.18437833,0.3329,-0.7391,-0.5579,-0.6236,-0.4441,-0.6145,-0.4672,0.1768,0.1997,0.1496,0.1556,0.0976,0.0723
672.4036,11.20672667,0.3832,-0.7607,-0.5597,-0.6283,-0.4384,-0.4471,-0.5938,0.1638,0.1428,0.1307,0.1264,0.1393,0.2519
673.7488,11.22914667,0.221,-0.7655,-0.6922,-0.5545,-0.4548,-0.4347,-0.4682,0.1611,0.1226,0.139,0.1222,0.1548,0.2199
675.088,11.25146667,0.2057,-0.6995,-0.6032,-0.6472,-0.4952,-0.4704,-0.2304,0.1361,0.1276,0.0958,0.1173,0.1193,0.2249
676.3776,11.27296,0.2197,-0.6978,-0.6269,-0.5364,-0.4499,-0.4134,-0.6149,0.1546,0.1479,0.1431,0.1164,0.0837,0.0708
677.732,11.29553333,0.2975,-0.6925,-0.7436,-0.6088,-0.5218,-0.4605,-0.1524,0.2495,0.2065,0.1356,0.127,0.1447,0.2147
679.118,11.31863333,0.2754,-0.8235,-0.5842,-0.5585,-0.5003,-0.2547,-0.5291,0.2697,0.151,0.1521,0.1297,0.1603,0.168
680.4463,11.34077167,0.2026,-0.7909,-0.6902,-0.6357,-0.5719,-0.6623,-0.4958,0.2201,0.1812,0.1439,0.1202,0.1989,0.0208
681.8045,11.36340833,0.2999,-0.6552,-0.6137,-0.5791,-0.4528,-0.512,-0.1826,0.2378,0.1635,0.1525,0.1319,0.0601,0.2186
683.1888,11.38648,0.3208,-0.7566,-0.7228,-0.508,-0.6107,-0.7351,-0.2498,0.1983,0.138,0.1208,0.1491,0.1611,0.0593
684.5298,11.40883,0.3071,-0.8564,-0.6487,-0.5853,-0.5157,-0.3601,-0.0794,0.1995,0.1453,0.1435,0.1395,0.0706,0.1682
685.874,11.43123333,0.3245,-0.7454,-0.6287,-0.6814,-0.4674,-0.4188,-0.3249,0.2053,0.1739,0.1456,0.1526,0.0323,0.1589
687.1962,11.45327,0.2818,-0.8965,-0.8208,-0.5357,-0.5646,-0.3771,-0.4073,0.1924,0.118,0.1289,0.1731,0.088,0.1188
688.5496,11.47582667,0.3232,-0.8131,-0.5675,-0.5991,-0.5183,-0.2375,-0.5661,0.1985,0.1489,0.1466,0.0988,0.0557,0.049
689.902,11.49836667,0.2182,-0.7729,-0.6118,-0.6379,-0.4627,-0.4597,-0.1609,0.1676,0.1709,0.1369,0.1144,0.1505,0.2723
691.237,11.52061667,0.2317,-0.8049,-0.6917,-0.5424,-0.5273,-0.5799,0.1399,0.1871,0.1203,0.1384,0.1505,0.0331,0.1089
692.5627,11.54271167,0.2329,-0.7481,-0.6924,-0.6274,-0.4689,-0.4695,-0.8136,0.2409,0.1617,0.1287,0.1676,0.1602,0.2645
693.8591,11.56431833,0.3035,-0.7639,-0.6699,-0.5572,-0.4958,-0.4606,-0.6856,0.2051,0.192,0.1371,0.1246,0.0144,0.0977
695.2487,11.58747833,0.4173,-0.735,-0.7877,-0.6128,-0.486,-0.4824,-0.69,0.2046,0.1524,0.1437,0.1298,0.0941,0.1667
696.5615,11.60935833,0.1795,-0.8278,-0.6416,-0.5741,-0.4153,-0.5303,-0.1174,0.1882,0.1345,0.1249,0.1566,0.1847,0.1451
697.6232,11.62705333,0.328,-0.798,-0.5944,-0.5753,-0.5231,-0.2662,-0.4804,0.1757,0.1492,0.1194,0.1141,0.1168,0.132
698.964,11.6494,0.1043,-0.7377,-0.8356,-0.6535,-0.4773,-0.3536,-0.2155,0.2044,0.1686,0.1354,0.1497,0.2015,0.0604
700.316,11.67193333,0.2891,-0.8687,-0.6664,-0.6572,-0.6253,-0.34,-0.6086,0.1447,0.1814,0.1362,0.1371,0.1834,0.126
701.7267,11.695445,0.2502,-0.7641,-0.7242,-0.6373,-0.4771,-0.2877,-0.2854,0.1704,0.1864,0.1613,0.1437,0.0545,0.0217
703.0708,11.71784667,0.1064,-0.9039,-0.8229,-0.5825,-0.6404,-0.6028,-0.3302,0.2455,0.1731,0.1068,0.1188,0.2096,-0.0158
704.4139,11.74023167,0.2844,-0.606,-0.6502,-0.612,-0.5995,-0.533,-0.5268,0.1733,0.1812,0.149,0.1515,0.0898,0.1895
705.7338,11.76223,0.1737,-0.697,-0.785,-0.4897,-0.4766,-0.3914,-0.055,0.2307,0.1352,0.1224,0.126,0.0092,0.2537
707.051,11.78418333,0.294,-0.875,-0.6679,-0.5458,-0.5154,-0.464,-0.1345,0.2136,0.1562,0.1528,0.1082,0.1779,0.1414
708.4119,11.806865,0.2097,-0.7902,-0.7165,-0.589,-0.5756,-0.3544,-0.4298,0.1554,0.1783,0.1383,0.1314,0.1603,0.0873
709.7199,11.828665,0.3186,-0.8581,-0.5771,-0.5647,-0.4399,-0.4828,-0.5015,0.188,0.1497,0.1099,0.1549,0.0706,0.1934
711.0319,11.85053167,0.2876,-0.9001,-0.6543,-0.6642,-0.5526,-0.4192,-0.2188,0.1794,0.1922,0.1383,0.1544,0.2159,0.1115
712.3621,11.87270167,0.1736,-0.8059,-0.8806,-0.639,-0.4548,-0.3935,-0.644,0.2292,0.1882,0.1474,0.1149,0.1479,-0.0467
713.7181,11.89530167,0.0671,-0.8836,-0.7443,-0.5847,-0.5412,-0.2823,-0.4025,0.2012,0.1513,0.1304,0.1346,0.1868,0.0977
715.0235,11.91705833,0.226,-0.7662,-0.7641,-0.5523,-0.4911,-0.6396,-0.6924,0.2554,0.2016,0.1827,0.1507,0.0614,-0.0609
716.3548,11.93924667,0.1251,-0.94,-0.7106,-0.584,-0.4367,-0.3297,-0.7884,0.1847,0.1844,0.1414,0.1609,0.1481,0.2162
717.6786,11.96131,0.3523,-0.8941,-0.7101,-0.5873,-0.4513,-0.6429,-0.6944,0.1424,0.1779,0.1239,0.133,0.0971,-0.004
718.9963,11.98327167,0.2192,-0.8204,-0.7873,-0.605,-0.4732,-0.5536,-0.5289,0.2133,0.1488,0.1178,0.1373,0.0632,0.144
720.3068,12.00511333,0.1465,-0.8712,-0.6863,-0.5737,-0.5824,-0.6707,-0.8224,0.1903,0.1932,0.1044,0.1396,0.1745,0.2541
721.688,12.02813333,0.1708,-0.7836,-0.6513,-0.5947,-0.549,-0.5736,-0.7591,0.1636,0.1664,0.2021,0.153,0.111,0.023
723.1,12.05166667,0.1518,-0.9103,-0.721,-0.6412,-0.6442,-0.4667,-0.3482,0.2045,0.1404,0.135,0.1537,0.1444,0.2137
724.5423,12.075705,0.1519,-0.8409,-0.7123,-0.5941,-0.4544,-0.5192,-0.0494,0.2111,0.1688,0.135,0.1328,0.1369,0.1589
725.8707,12.097845,0.2968,-0.909,-0.6699,-0.5968,-0.5445,-0.4189,-0.1489,0.2049,0.1489,0.1382,0.1252,0.1021,0.0872
727.2165,12.120275,0.227,-0.9123,-0.557,-0.5845,-0.4892,-0.4821,-0.5197,0.1929,0.1629,0.149,0.1274,0.0877,0.202
728.6475,12.144125,0.1848,-0.8155,-0.7316,-0.6565,-0.5617,-0.5776,-0.517,0.2279,0.1566,0.1303,0.1429,0.1016,0.0026
730.0889,12.16814833,0.2259,-0.7832,-0.7008,-0.6013,-0.5007,-0.475,-0.1364,0.2143,0.1971,0.1288,0.1304,0.1033,0.1381
731.4444,12.19074,0.1006,-0.687,-0.5972,-0.6024,-0.5083,-0.4771,-0.6286,0.2488,0.169,0.1308,0.129,0.0276,0.1215
732.7861,12.21310167,0.1546,-0.759,-0.6266,-0.5654,-0.4933,-0.4455,0.0619,0.2043,0.1526,0.1511,0.1467,0.1075,0.2558
734.1718,12.23619667,0.15,-0.8717,-0.5833,-0.7109,-0.5289,-0.588,-0.1418,0.2571,0.1756,0.1433,0.154,0.0869,0.3406
735.594,12.2599,0.1773,-0.8658,-0.5835,-0.6353,-0.5043,-0.4962,0.4397,0.2615,0.1558,0.1727,0.1338,0.1605,0.0981
737.0052,12.28342,0.2227,-0.7813,-0.6619,-0.6713,-0.488,-0.6332,-0.4818,0.1598,0.1472,0.1455,0.1225,0.1296,0.3105
738.4344,12.30724,0.0682,-0.7476,-0.6448,-0.6086,-0.6662,-0.6311,-0.5352,0.2161,0.1837,0.1405,0.1377,0.1347,0.1924
739.8404,12.33067333,0.1354,-0.8643,-0.5903,-0.612,-0.5397,-0.4362,-0.6635,0.1908,0.1671,0.1282,0.1425,0.0771,0.2333
741.278,12.35463333,0.1753,-0.8397,-0.8005,-0.6078,-0.4944,-0.5514,-1.0188,0.1789,0.1751,0.1302,0.1261,0.0957,0.2229
742.7454,12.37909,0.0567,-0.7527,-0.5914,-0.6634,-0.5963,-0.4531,-0.2364,0.206,0.1428,0.154,0.1504,0.0997,0.3102
744.1251,12.402085,-0.0367,-0.8754,-0.7301,-0.5691,-0.5462,-0.2183,-1.0354,0.237,0.1742,0.149,0.1251,0.0898,-0.1157
745.5001,12.42500167,0.16,-0.8144,-0.7205,-0.5903,-0.5599,-0.4145,-0.6444,0.2554,0.1968,0.1154,0.1404,0.08,0.0887
746.8426,12.44737667,0.0287,-0.8466,-0.807,-0.6631,-0.5762,-0.4874,-0.9082,0.2093,0.186,0.138,0.1325,0.1507,0.2568
748.2274,12.47045667,0.0909,-0.8561,-0.7793,-0.6785,-0.6024,-0.6045,-0.4965,0.1971,0.1836,0.1561,0.1204,0.2269,0.1433
749.598,12.4933,-0.1357,-1.0452,-0.8469,-0.597,-0.6402,-0.4689,-0.6675,0.1923,0.1229,0.1665,0.1613,0.1256,0.2739
750.9,12.515,-0.0379,-0.9833,-0.956,-0.7596,-0.7234,-0.6217,-0.1882,0.2178,0.2041,0.1392,0.1594,0.2069,0.118
752.3798,12.53966333,-0.198,-1.0855,-0.9107,-0.8356,-0.7161,-0.8128,-0.1789,0.2241,0.1631,0.1653,0.1628,0.0221,0.2565
753.799,12.56331667,-0.2622,-1.0889,-0.9458,-0.7543,-0.6594,-0.679,-1.1343,0.2519,0.1897,0.1713,0.1587,0.0738,0.1854
755.142,12.5857,-0.3789,-1.0928,-0.8846,-0.9017,-0.8006,-0.838,-1.4489,0.2303,0.1547,0.1518,0.152,0.1575,0.0984
756.563,12.60938333,-0.3367,-1.2393,-1.033,-0.9767,-0.8428,-0.7428,-0.8827,0.2707,0.2155,0.1436,0.169,0.1179,0.1121
757.9178,12.63196333,-0.3958,-1.2354,-1.1894,-1.0451,-0.94,-0.7523,-0.8747,0.2573,0.176,0.1493,0.1382,0.1057,0.0842
759.3385,12.65564167,-0.4946,-1.1645,-1.2189,-1.0602,-0.9859,-1.0263,-1.0731,0.2356,0.1563,0.163,0.1332,0.167,0.4052
760.6923,12.678205,-0.5785,-1.5176,-1.2544,-1.0953,-1.0001,-0.9788,-0.8041,0.2466,0.2061,0.1749,0.1773,0.1659,0.2092
762.1048,12.70174667,-0.7203,-1.6683,-1.2847,-1.1363,-1.0514,-0.9605,-1.0326,0.26,0.2288,0.1824,0.1831,0.1734,0.184
763.4322,12.72387,-0.6887,-1.6555,-1.2498,-1.1919,-1.1517,-1.0142,-1.1141,0.2409,0.1917,0.1633,0.1709,0.0485,0.2237
764.7684,12.74614,-1.0008,-1.7204,-1.2834,-1.1887,-1.0949,-1.3521,-1.033,0.2734,0.2117,0.167,0.182,0.1056,0.2378
766.1586,12.76931,-0.9472,-1.7131,-1.4667,-1.3338,-1.2794,-1.1839,-1.2377,0.2593,0.2056,0.1748,0.1643,0.1528,-0.0225
767.52,12.792,-1.1718,-1.7617,-1.5235,-1.4104,-1.3596,-1.3491,-0.9745,0.2613,0.1762,0.2253,0.1979,0.0967,0.1734
768.9823,12.81637167,-1.1106,-1.8241,-1.7235,-1.5295,-1.5164,-1.1077,-1.0864,0.2563,0.2309,0.1635,0.1921,0.2068,0.2184
770.3611,12.83935167,-1.3417,-2.0861,-1.7554,-1.6784,-1.5213,-1.6424,-1.6145,0.2614,0.226,0.2296,0.24,0.1499,0.2357
771.766,12.86276667,-1.5594,-2.1989,-1.9342,-1.8588,-1.713,-1.505,-1.4643,0.3356,0.2457,0.2184,0.2219,0.2298,0.3179
773.1987,12.886645,-1.6815,-2.3141,-1.9763,-1.8643,-1.8359,-1.7572,-2.0012,0.2785,0.2479,0.2177,0.2152,0.1561,0.3308
774.6679,12.91113167,-1.9781,-2.6147,-2.3316,-2.1181,-1.9248,-1.7707,-1.8353,0.3129,0.294,0.2217,0.2294,0.2556,0.2157
776.1,12.935,-2.1223,-2.7831,-2.4576,-2.2753,-2.1513,-2.2064,-1.9635,0.3547,0.266,0.2601,0.2702,0.2407,0.2951
777.4302,12.95717,-2.4497,-2.9642,-2.6207,-2.5233,-2.387,-2.4184,-2.0923,0.3814,0.3137,0.2672,0.3084,0.2721,0.5266
778.8603,12.981005,-2.6403,-3.0633,-2.9451,-2.7292,-2.6641,-2.5661,-2.3857,0.3797,0.3682,0.2992,0.3233,0.2356,0.5528
780.3494,13.00582333,-2.8896,-3.4359,-3.1417,-2.9599,-2.8953,-2.7849,-2.8202,0.4067,0.3203,0.2839,0.351,0.2876,0.2547
781.7799,13.029665,-3.2085,-3.5769,-3.3537,-3.2135,-3.1958,-2.9973,-3.0176,0.4375,0.3653,0.3319,0.3467,0.3026,0.2988
783.19,13.05316667,-3.6448,-4.0022,-3.6564,-3.4224,-3.4346,-3.5327,-3.5203,0.4838,0.4137,0.3668,0.3517,0.3747,0.3378
784.6558,13.07759667,-3.84,-4.3655,-4.0531,-3.8096,-3.7379,-3.6731,-3.4718,0.4796,0.4583,0.4112,0.3595,0.4203,0.5601
786.1378,13.10229667,-4.0833,-4.6151,-4.3044,-4.1078,-4.0224,-4.1803,-4.1985,0.5011,0.4375,0.3724,0.4229,0.3537,0.3798
787.4485,13.12414167,-4.5898,-4.965,-4.5918,-4.457,-4.3936,-4.6006,-4.3511,0.5484,0.4828,0.3956,0.4543,0.3836,0.6305
788.9565,13.149275,-5.0647,-5.3664,-5.1221,-4.7218,-4.6999,-4.592,-4.2809,0.5684,0.4826,0.4564,0.4751,0.4681,0.3889
790.23,13.1705,-5.4519,-5.6262,-5.3479,-5.1663,-4.9749,-4.8364,-4.4181,0.6618,0.6006,0.5017,0.5307,0.5453,0.7129
791.6247,13.193745,-5.8608,-6.1126,-5.6814,-5.5573,-5.4033,-5.2819,-5.3893,0.7057,0.5754,0.5385,0.5356,0.4951,0.3162
792.9806,13.21634333,-6.2841,-6.5954,-6.1095,-5.9594,-5.7834,-5.8386,-6.0516,0.7001,0.6192,0.569,0.5965,0.4899,0.5738
794.4065,13.24010833,-6.7419,-6.9568,-6.4804,-6.2753,-6.1197,-6.0822,-5.8697,0.771,0.686,0.6155,0.5928,0.4706,0.7447
795.7867,13.26311167,-7.2058,-7.4882,-7.0434,-6.6626,-6.5504,-6.3232,-6.2087,0.8163,0.6921,0.6327,0.6405,0.5976,0.5802
797.2497,13.287495,-7.8149,-7.9207,-7.3556,-7.1114,-6.944,-6.8082,-6.9974,0.8253,0.7438,0.6915,0.683,0.5597,0.7055
798.58,13.30966667,-8.2974,-8.4124,-7.8173,-7.3968,-7.4541,-6.8845,-7.4187,0.9325,0.8508,0.709,0.7101,0.6217,0.7762
799.946,13.33243333,-8.6373,-8.7666,-8.1907,-8.0209,-7.7649,-7.8194,-7.8033,0.935,0.8617,0.8112,0.7727,0.6664,0.6818
801.3654,13.35609,-9.1799,-9.084,-8.6143,-8.3691,-8.2652,-8.1289,-7.69,1.0149,0.9115,0.7777,0.7889,0.7167,0.7263
802.7107,13.37851167,-9.7072,-9.624,-9.013,-8.7408,-8.5253,-8.4373,-8.674,1.0783,0.8981,0.8241,0.8027,0.7555,0.9482
804.08,13.40133333,-10.1969,-10.0424,-9.5148,-9.1093,-8.9765,-9.0584,-9.4884,1.1632,0.9275,0.8605,0.8554,0.8165,0.7066
805.502,13.42503333,-10.5712,-10.4976,-9.7974,-9.5374,-9.3457,-9.1606,-9.6762,1.1522,1.0131,0.8885,0.906,0.8274,0.6804
807.0017,13.45002833,-11.3588,-11.0039,-10.1689,-9.8702,-9.7707,-9.6199,-9.5649,1.2811,1.1062,0.9534,0.9547,0.8685,0.8486
808.2651,13.471085,-11.4677,-11.2781,-10.7509,-10.2454,-10.1132,-9.6761,-9.2858,1.2318,1.0834,0.9406,0.9745,0.8596,0.9856
809.6964,13.49494,-12.0792,-11.73,-11.05,-10.7877,-10.491,-10.2839,-9.6977,1.3356,1.0973,1.0364,0.9883,0.9661,0.7626
811.2166,13.52027667,-12.4775,-12.0757,-11.5254,-11.1228,-10.9057,-10.5945,-10.8575,1.3811,1.1229,1.0387,1.0415,0.9339,1.0645
812.5881,13.543135,-12.7282,-12.4832,-11.8614,-11.4163,-11.1532,-11.1395,-10.7273,1.3906,1.207,1.0755,1.0687,0.9308,0.9023
814.0868,13.56811333,-13.4792,-13.038,-12.1484,-11.7423,-11.5473,-11.4147,-11.2466,1.4443,1.2578,1.1291,1.0848,1.0198,1.1313
815.536,13.59226667,-13.8436,-13.3506,-12.4424,-12.0622,-11.8457,-11.639,-11.5253,1.4723,1.2845,1.1777,1.1105,0.9758,1.2025
817.0038,13.61673,-14.2827,-13.687,-12.9235,-12.4399,-12.2152,-12.1212,-11.7902,1.4821,1.276,1.1698,1.1586,1.0577,1.1083
818.5023,13.641705,-14.788,-14.0077,-13.2307,-12.7468,-12.385,-12.4515,-12.1781,1.506,1.3187,1.1809,1.1541,1.1743,1.0822
819.8656,13.66442667,-15.0061,-14.4204,-13.4877,-13.0567,-12.7909,-12.4401,-12.2383,1.5919,1.3301,1.2412,1.194,1.0975,1.22
821.2968,13.68828,-15.3263,-14.6288,-13.8802,-13.2707,-12.957,-12.763,-12.7551,1.6261,1.3865,1.278,1.1933,1.0532,1.1455
822.7589,13.71264833,-15.6868,-14.8892,-14.0171,-13.661,-13.3035,-13.1435,-12.7944,1.661,1.4307,1.2847,1.2479,1.114,1.1608
