Time_s	f1_Hz	f3_Hz	f5_Hz	f7_Hz	f9_Hz	f11_Hz	f13_Hz	D1_ppm	D3_ppm	D5_ppm	D7_ppm	D9_ppm	D11_ppm	D13_ppm
137.3987	0.1259	-0.1231	-0.1500	-0.1838	-0.1664	-0.5942	-0.5241	-0.1262	-0.0341	-0.0373	-0.0074	-0.0192	0.0357	-0.1127
139.1323	0.0469	-0.0904	-0.1193	-0.0653	-0.1501	-0.0207	0.5856	-0.1807	-0.0112	0.0090	-0.0357	-0.0080	0.0077	-0.0872
140.8926	0.0947	-0.1425	-0.2293	-0.0771	-0.2227	0.1377	1.0868	-0.1155	-0.0871	-0.0377	-0.0537	-0.0102	0.0285	0.1187
142.6101	0.1611	0.0257	-0.1819	-0.2389	-0.2018	-0.0864	0.4676	-0.1802	-0.0835	0.0419	-0.0253	-0.0482	-0.0047	-0.1690
144.3896	-0.0173	0.0905	-0.2031	-0.0784	-0.2186	0.0515	0.0340	-0.2002	-0.0783	0.0040	-0.0159	-0.0220	-0.0982	-0.0174
146.1161	0.0084	-0.2116	0.0022	-0.1881	-0.1063	-0.2362	-0.7360	-0.1087	-0.0481	-0.0391	-0.0306	-0.0266	0.0798	-0.1302
147.8358	0.1601	-0.1599	-0.2798	-0.1779	-0.2753	-0.1255	-0.3477	-0.1575	-0.0714	-0.0635	-0.0155	-0.0054	0.0448	-0.0402
149.5549	-0.0195	-0.0718	-0.1365	-0.0742	-0.0683	-0.1684	-0.5386	-0.1663	-0.0386	-0.0197	-0.0400	-0.0178	-0.0088	-0.0040
151.1576	0.0209	-0.1321	-0.1640	-0.1588	-0.1798	-0.1501	-0.1692	-0.1537	-0.0646	-0.0879	-0.0011	-0.0506	0.0026	-0.2240
152.9133	0.1619	-0.1014	-0.2332	-0.1803	-0.1791	-0.0461	0.0504	-0.1636	-0.0555	-0.0267	-0.0191	-0.0360	-0.0471	-0.1136
154.6478	0.0353	-0.1038	-0.2239	-0.2044	-0.1613	-0.2849	0.3518	-0.2078	-0.0222	0.0039	-0.0223	-0.0124	-0.0172	0.1001
