Time_s	f1_Hz	f3_Hz	f5_Hz	f7_Hz	f9_Hz	f11_Hz	f13_Hz	D1_ppm	D3_ppm	D5_ppm	D7_ppm	D9_ppm	D11_ppm	D13_ppm
244.9518	-1.1018	-0.1188	-0.0671	0.0590	-0.0614	-0.1274	0.0756	-0.0373	0.0690	0.0281	0.0595	0.0200	0.0067	-0.1594
246.7353	-1.0227	-0.2256	-0.0677	-0.0243	-0.0327	0.1280	-0.0810	-0.0235	0.0908	0.0284	0.0235	0.0187	-0.0229	0.1372
248.4796	-1.0995	-0.1906	-0.0293	-0.0016	-0.0258	-0.0982	0.3893	0.0059	0.0428	0.0346	0.0158	0.0125	-0.0242	0.0451
250.1693	-0.8218	-0.2030	0.0040	-0.0442	-0.0696	-0.0765	-0.0199	0.0526	0.0771	0.0390	0.0309	-0.0112	-0.0712	0.2686
251.9163	-0.6646	-0.1857	-0.1157	-0.0027	-0.0546	-0.1114	-0.0548	0.0859	0.0558	0.0590	-0.0040	-0.0129	0.0452	-0.1847
253.6472	-0.7213	-0.0225	-0.0300	-0.1013	-0.0082	-0.0673	0.0455	0.0308	0.0250	0.0434	0.0472	0.0245	-0.1308	-0.1341
255.3200	-0.5906	-0.1671	-0.1003	-0.1091	-0.1058	0.1798	0.0634	0.1020	0.0486	0.0119	0.0419	0.0125	0.0557	0.0633
257.0270	-0.4176	-0.1201	-0.1310	-0.0797	-0.0438	-0.4171	-0.1209	0.1295	0.1189	0.0054	0.0428	0.0205	-0.0439	0.0552
258.7333	-0.6025	-0.1940	-0.1456	-0.0679	-0.0810	-0.1516	-0.2367	0.1012	0.1130	-0.0133	0.0325	0.0161	-0.0020	-0.1054
260.2788	-0.5425	-0.2423	-0.1096	-0.0230	-0.0318	-0.2737	0.1409	0.1043	0.0530	0.0064	-0.0107	0.0244	-0.0140	0.0578
262.0105	-0.4156	-0.1349	-0.1311	-0.0184	-0.0951	-0.1085	-0.1371	0.1424	0.0055	0.0328	0.0332	0.0036	0.0347	0.1117
263.7312	-0.3882	-0.0240	-0.1395	-0.0750	-0.0812	-0.1598	0.2988	0.2037	0.0686	-0.0116	0.0588	0.0005	0.0261	0.0773
265.4116	-0.2434	-0.1053	-0.0878	-0.1015	-0.0818	-0.1744	-0.2619	0.1499	0.0636	0.0219	0.0411	0.0220	-0.0869	-0.1267
267.1353	-0.1172	-0.0989	-0.0528	-0.0623	-0.0507	-0.1513	0.4209	0.2509	0.0737	-0.0092	0.0446	0.0207	0.0169	0.0924
268.8435	0.0410	-0.1419	-0.1153	-0.0266	-0.1114	-0.1904	-0.0389	0.3247	0.1066	0.0473	0.0561	0.0400	-0.0004	-0.0698
270.5230	0.2606	-0.2408	-0.0123	-0.0130	-0.0578	0.0942	0.0886	0.3825	0.0407	0.0320	0.0475	0.0249	-0.1159	0.0388
272.2432	0.3936	-0.1556	-0.0676	-0.0605	-0.0802	-0.2921	-0.8177	0.5186	0.0368	0.0459	0.0403	0.0301	0.0388	0.0169
273.9554	0.7115	-0.1170	-0.0909	-0.0347	-0.0551	-0.0127	-0.0101	0.5511	0.0910	0.0374	0.0449	0.0260	-0.0295	-0.0890
