Time_s	f1_Hz	f3_Hz	f5_Hz	f7_Hz	f9_Hz	f11_Hz	f13_Hz	D1_ppm	D3_ppm	D5_ppm	D7_ppm	D9_ppm	D11_ppm	D13_ppm
249.8647	0.0506	0.1431	-0.0302	0.1109	0.0355	0.1164	0.1982	-0.1529	-0.0589	0.0363	-0.0334	0.0193	0.1080	0.0220
251.5698	0.3024	0.1108	0.0103	-0.0115	0.0205	0.1576	0.3484	-0.3927	-0.0020	-0.0129	-0.0029	0.0200	0.0186	-0.1129
253.3009	0.1414	-0.0524	0.1037	-0.0232	0.0233	0.0948	-0.0721	-0.3509	0.0006	-0.0113	0.0041	0.0186	-0.0392	-0.1330
255.0138	0.1756	0.1124	0.0731	-0.0445	0.0003	-0.0077	-0.2543	-0.2837	-0.0398	0.0151	0.0069	0.0046	0.1107	0.0166
256.7227	0.2309	-0.0789	0.0416	-0.0029	0.0132	0.0156	-0.3640	-0.4227	0.0273	0.0159	0.0318	-0.0063	-0.0556	-0.0975
258.3968	0.1930	-0.0458	-0.0361	-0.0289	0.0781	0.0572	0.0873	-0.3942	-0.0219	-0.0052	-0.0032	0.0007	0.0456	0.0329
260.1230	0.2062	0.1094	0.0329	0.0003	-0.0462	0.1861	0.1137	-0.2876	-0.0318	-0.0366	-0.0225	-0.0134	-0.0143	0.1425
261.8499	0.1326	-0.0094	0.0384	-0.0281	0.0349	0.0736	0.4151	-0.4568	0.0607	0.0008	-0.0175	0.0159	-0.0282	0.0427
263.5705	0.2727	-0.0723	-0.0020	0.0206	-0.0488	-0.0074	-0.3845	-0.3917	0.0230	-0.0071	-0.0101	0.0225	0.0265	0.0782
265.2725	0.1886	0.0383	0.0933	-0.0122	-0.0041	0.1004	0.3152	-0.3224	0.0265	0.0330	0.0136	0.0069	0.0365	-0.1233
267.0520	0.1620	0.0665	0.0413	0.0560	-0.0186	0.1154	0.1177	-0.4111	0.0004	0.0132	-0.0198	0.0168	0.0098	0.2213
268.7643	0.1454	-0.1044	-0.0388	0.0287	0.0177	-0.0781	-0.1076	-0.4266	0.0086	-0.0325	0.0325	0.0078	-0.0194	-0.1274
270.5211	0.1785	0.0447	0.0595	0.0369	-0.0215	-0.1464	-0.3321	-0.3407	-0.0075	0.0495	0.0033	-0.0063	-0.0580	0.0365
272.1083	0.1344	0.1158	0.0321	-0.0162	0.0377	-0.1497	-0.1390	-0.4082	-0.0263	0.0209	-0.0003	0.0026	0.0591	0.0497
273.6232	0.2171	-0.0550	-0.1046	-0.0136	-0.0094	-0.0698	-0.2112	-0.4593	-0.0178	-0.0503	0.0017	0.0193	-0.0311	0.0207
275.1956	0.1689	-0.0015	-0.0120	-0.0226	0.0842	-0.1100	0.0239	-0.4205	0.0164	-0.0092	0.0121	0.0373	-0.0023	-0.1549
276.6405	0.0813	0.0257	0.0944	0.0122	0.0612	-0.0830	0.2417	-0.2726	0.0000	-0.0195	-0.0142	-0.0191	-0.0089	-0.1605
278.1803	0.1275	0.1504	-0.0391	-0.0616	0.0204	0.0372	-0.3542	-0.4291	-0.0095	0.0523	0.0094	0.0549	-0.0149	0.0958
279.9344	0.0631	0.0620	0.0548	0.0090	-0.0151	0.1267	-0.0025	-0.4620	0.0690	-0.0249	-0.0150	-0.0043	0.0391	0.0537
281.6682	0.2510	-0.0088	-0.0077	-0.0324	-0.0144	-0.0123	0.3153	-0.3156	-0.0517	-0.0148	-0.0227	0.0126	0.0181	0.0627
283.4048	0.1836	-0.1161	0.0722	0.0024	0.0038	0.1614	-0.2998	-0.4570	-0.0035	-0.0089	-0.0107	0.0233	0.0277	-0.0528
285.1392	0.1080	0.0374	-0.1454	0.0326	0.0118	0.0548	0.2643	-0.4368	-0.0184	-0.0046	-0.0381	0.0109	0.0928	0.0378
