Nr;TotalArea;Area;DeltaArea;DeltaMolecules;Pressure;Tension;Mode;Time;Temp;Potential;Radioactivity;area_mols
1;16429.1;2396.26;-5086.33;-2.11606;1.12008;70.9799;2;0.43;22.7154;-2499.43;0.0;2396.26
2;16352.1;2385.02;-12790.8;-5.32136;1.12336;70.9766;2;1.07;22.7357;-2499.57;0.0;2385.02
3;16283.3;2374.98;-19672.4;-8.18428;1.1268;70.9732;2;1.64;22.7303;-2499.55;0.0;2374.98
4;16219.3;2365.65;-26067.8;-10.845;1.12744;70.9726;2;2.17;22.7211;-2499.55;0.0;2365.65
5;16159.9;2356.98;-32014.5;-13.319;1.12576;70.9742;2;2.66;22.7284;-2499.54;0.0;2356.98
6;16103.0;2348.69;-37699.2;-15.684;1.12782;70.9722;2;3.13;22.738;-2499.49;0.0;2348.69
7;16052.5;2341.33;-42748.1;-17.7845;1.1348;70.9652;2;3.55;22.736;-2499.52;0.0;2341.33
8;16005.4;2334.45;-47460.5;-19.745;1.14458;70.9554;2;3.94;22.7357;-2499.56;0.0;2334.45
9;15959.4;2327.74;-52060.7;-21.6588;1.15811;70.9419;2;4.32;22.7441;-2499.45;0.0;2327.74
10;15918.3;2321.74;-56174.8;-23.3704;1.17012;70.9299;2;4.67;22.7349;-2499.48;0.0;2321.74
11;15878.2;2315.91;-60176.7;-25.0353;1.18042;70.9196;2;4.99;22.72;-2499.54;0.0;2315.91
12;15839.7;2310.29;-64028.8;-26.6379;1.18987;70.9101;2;5.31;22.7368;-2499.4;0.0;2310.29
13;15803.4;2305.0;-67656.6;-28.1472;1.19811;70.9019;2;5.61;22.7276;-2499.38;0.0;2305.0
14;15769.4;2300.03;-71060.1;-29.5631;1.19941;70.9006;2;5.89;22.7422;-2499.38;0.0;2300.03
15;15739.1;2295.61;-74089.4;-30.8234;1.20614;70.8939;2;6.14;22.7242;-2499.5;0.0;2295.61
16;15710.3;2291.41;-76969.2;-32.0215;1.21641;70.8836;2;6.38;22.728;-2499.51;0.0;2291.41
17;15682.3;2287.32;-79774.2;-33.1884;1.23029;70.8697;2;6.61;22.7234;-2499.49;0.0;2287.32
18;15653.5;2283.12;-82654.1;-34.3865;1.24407;70.8559;2;6.85;22.7376;-2499.51;0.0;2283.12
19;15626.5;2279.19;-85346.8;-35.5068;1.25678;70.8432;2;7.07;22.7403;-2499.42;0.0;2279.19
20;15598.9;2275.16;-88114.4;-36.6582;1.26842;70.8316;2;7.3;22.7261;-2499.41;0.0;2275.16
21;15572.3;2271.28;-90769.7;-37.7629;1.27776;70.8222;2;7.52;22.7341;-2499.52;0.0;2271.28
22;15543.5;2267.08;-93649.6;-38.961;1.28426;70.8157;2;7.76;22.7295;-2499.49;0.0;2267.08
23;15516.9;2263.21;-96305.1;-40.0658;1.28976;70.8102;2;7.98;22.7242;-2499.49;0.0;2263.21
24;15490.4;2259.34;-98960.5;-41.1705;1.29705;70.803;2;8.2;22.7299;-2499.49;0.0;2259.34
25;15462.7;2255.3;-101728.0;-42.3219;1.29825;70.8017;2;8.43;22.7372;-2499.49;0.0;2255.3
26;15433.5;2251.05;-104645.0;-43.5355;1.29789;70.8021;2;8.67;22.7311;-2499.51;0.0;2251.05
27;15407.0;2247.17;-107301.0;-44.6402;1.30049;70.7995;2;8.89;22.7223;-2499.44;0.0;2247.17
28;15379.3;2243.14;-110068.0;-45.7916;1.30324;70.7968;2;9.12;22.723;-2499.42;0.0;2243.14
29;15352.8;2239.26;-112724.0;-46.8964;1.31175;70.7882;2;9.34;22.7162;-2499.45;0.0;2239.26
30;15326.2;2235.39;-115379.0;-48.0011;1.32678;70.7732;2;9.56;22.7249;-2499.45;0.0;2235.39
31;15299.7;2231.52;-118034.0;-49.1058;1.34532;70.7547;2;9.78;22.7284;-2499.45;0.0;2231.52
32;15273.1;2227.64;-120690.0;-50.2105;1.36398;70.736;2;10.0;22.7192;-2499.41;0.0;2227.64
33;15243.9;2223.39;-123607.0;-51.4242;1.37999;70.72;2;10.24;22.7188;-2499.55;0.0;2223.39
34;15216.3;2219.35;-126375.0;-52.5756;1.39238;70.7076;2;10.47;22.7318;-2499.55;0.0;2219.35
35;15187.5;2215.15;-129254.0;-53.7736;1.4047;70.6953;2;10.71;22.7162;-2499.53;0.0;2215.15
36;15160.9;2211.28;-131910.0;-54.8784;1.41593;70.6841;2;10.93;22.7215;-2499.6;0.0;2211.28
37;15134.3;2207.41;-134565.0;-55.9831;1.42571;70.6743;2;11.15;22.7204;-2499.45;0.0;2207.41
38;15107.8;2203.53;-137221.0;-57.0878;1.42821;70.6718;2;11.37;22.7326;-2499.46;0.0;2203.53
39;15081.2;2199.66;-139876.0;-58.1925;1.42697;70.673;2;11.59;22.7349;-2499.52;0.0;2199.66
40;15054.7;2195.79;-142531.0;-59.2973;1.429;70.671;2;11.81;22.7322;-2499.39;0.0;2195.79
41;15028.1;2191.91;-145187.0;-60.402;1.43395;70.666;2;12.03;22.7307;-2499.39;0.0;2191.91
42;15000.5;2187.88;-147954.0;-61.5534;1.44176;70.6582;2;12.26;22.7368;-2499.37;0.0;2187.88
43;14973.9;2184.0;-150610.0;-62.6582;1.45183;70.6482;2;12.48;22.7338;-2499.44;0.0;2184.0
44;14944.7;2179.75;-153527.0;-63.8717;1.46486;70.6351;2;12.72;22.7219;-2499.42;0.0;2179.75
45;14918.2;2175.88;-156182.0;-64.9765;1.47902;70.621;2;12.94;22.7276;-2499.47;0.0;2175.88
46;14890.5;2171.84;-158950.0;-66.1279;1.50462;70.5954;2;13.17;22.723;-2499.54;0.0;2171.84
47;14861.7;2167.64;-161830.0;-67.326;1.52039;70.5796;2;13.41;22.7456;-2499.5;0.0;2167.64
48;14835.1;2163.77;-164485.0;-68.4307;1.5276;70.5724;2;13.63;22.7475;-2499.52;0.0;2163.77
49;14807.5;2159.73;-167253.0;-69.5821;1.52914;70.5709;2;13.86;22.7418;-2499.45;0.0;2159.73
50;14780.5;2155.8;-169946.0;-70.7024;1.53668;70.5633;2;14.08;22.7242;-2499.4;0.0;2155.8
51;14751.7;2151.6;-172825.0;-71.9005;1.55725;70.5427;2;14.32;22.7311;-2499.36;0.0;2151.6
52;14724.1;2147.57;-175593.0;-73.0519;1.57857;70.5214;2;14.55;22.7215;-2499.43;0.0;2147.57
53;14697.5;2143.69;-178248.0;-74.1566;1.59025;70.5098;2;14.77;22.7338;-2499.49;0.0;2143.69
54;14671.0;2139.82;-180904.0;-75.2613;1.60141;70.4986;2;14.99;22.733;-2499.46;0.0;2139.82
55;14641.8;2135.56;-183821.0;-76.475;1.61405;70.4859;2;15.23;22.7318;-2499.5;0.0;2135.56
56;14613.0;2131.36;-186701.0;-77.673;1.63293;70.4671;2;15.47;22.7429;-2499.54;0.0;2131.36
57;14585.3;2127.33;-189468.0;-78.8244;1.65551;70.4445;2;15.7;22.7403;-2499.47;0.0;2127.33
58;14556.1;2123.07;-192386.0;-80.0381;1.67275;70.4272;2;15.94;22.7445;-2499.38;0.0;2123.07
59;14529.6;2119.2;-195041.0;-81.1428;1.69122;70.4088;2;16.16;22.7468;-2499.33;0.0;2119.2
60;14503.0;2115.33;-197696.0;-82.2475;1.69858;70.4014;2;16.38;22.7448;-2499.27;0.0;2115.33
61;14476.5;2111.45;-200352.0;-83.3522;1.70579;70.3942;2;16.6;22.746;-2499.37;0.0;2111.45
62;14449.9;2107.58;-203007.0;-84.457;1.70901;70.391;2;16.82;22.7487;-2499.42;0.0;2107.58
63;14422.3;2103.54;-205775.0;-85.6084;1.71713;70.3829;2;17.05;22.741;-2499.39;0.0;2103.54
64;14395.7;2099.67;-208430.0;-86.7131;1.72703;70.373;2;17.27;22.7288;-2499.48;0.0;2099.67
65;14369.1;2095.8;-211086.0;-87.8178;1.73853;70.3615;2;17.49;22.7376;-2499.31;0.0;2095.8
66;14342.2;2091.87;-213778.0;-88.9381;1.76077;70.3392;2;17.71;22.7303;-2499.47;0.0;2091.87
67;14313.4;2087.67;-216658.0;-90.1362;1.81124;70.2888;2;17.95;22.733;-2499.51;0.0;2087.67
68;14286.9;2083.8;-219314.0;-91.2409;1.82371;70.2763;2;18.17;22.7372;-2499.37;0.0;2083.8
69;14258.8;2079.71;-222119.0;-92.4079;1.79741;70.3026;2;18.4;22.7452;-2499.59;0.0;2079.71
70;14230.0;2075.51;-224998.0;-93.606;1.833;70.267;2;18.64;22.7494;-2499.42;0.0;2075.51
71;14202.0;2071.41;-227804.0;-94.773;1.83582;70.2642;2;18.87;22.7368;-2499.45;0.0;2071.41
72;14175.4;2067.54;-230459.0;-95.8777;1.84671;70.2533;2;19.09;22.7544;-2499.37;0.0;2067.54
73;14148.9;2063.67;-233114.0;-96.9824;1.84267;70.2573;2;19.31;22.741;-2499.48;0.0;2063.67
74;14119.7;2059.41;-236031.0;-98.196;1.8425;70.2575;2;19.55;22.7368;-2499.49;0.0;2059.41
75;14093.1;2055.54;-238687.0;-99.3007;1.87764;70.2224;2;19.77;22.7441;-2499.47;0.0;2055.54
76;14066.6;2051.67;-241342.0;-100.405;1.90089;70.1991;2;19.99;22.7425;-2499.52;0.0;2051.67
77;14040.0;2047.79;-243998.0;-101.51;1.9102;70.1898;2;20.21;22.7437;-2499.49;0.0;2047.8
78;14013.5;2043.92;-246653.0;-102.615;1.92528;70.1747;2;20.43;22.7448;-2499.52;0.0;2043.92
79;13986.9;2040.05;-249308.0;-103.72;1.95565;70.1443;2;20.65;22.7349;-2499.59;0.0;2040.05
80;13959.2;2036.01;-252076.0;-104.871;1.95273;70.1473;2;20.88;22.733;-2499.57;0.0;2036.01
81;13932.7;2032.14;-254731.0;-105.976;1.98602;70.114;2;21.1;22.7464;-2499.49;0.0;2032.14
82;13903.5;2027.88;-257649.0;-107.189;1.98865;70.1113;2;21.34;22.741;-2499.5;0.0;2027.88
83;13875.8;2023.85;-260416.0;-108.341;2.02026;70.0797;2;21.57;22.7555;-2499.39;0.0;2023.85
84;13846.7;2019.59;-263333.0;-109.554;2.02386;70.0761;2;21.81;22.7563;-2499.38;0.0;2019.59
85;13819.0;2015.56;-266101.0;-110.706;2.04562;70.0544;2;22.04;22.7563;-2499.43;0.0;2015.56
86;13792.4;2011.68;-268756.0;-111.811;2.06233;70.0377;2;22.26;22.7555;-2499.36;0.0;2011.68
87;13765.5;2007.76;-271449.0;-112.931;2.07844;70.0216;2;22.48;22.759;-2499.29;0.0;2007.76
88;13736.7;2003.56;-274329.0;-114.129;2.10672;69.9933;2;22.72;22.7559;-2499.4;0.0;2003.56
89;13709.0;1999.52;-277097.0;-115.28;2.10647;69.9935;2;22.95;22.7567;-2499.37;0.0;1999.52
90;13679.9;1995.26;-280014.0;-116.494;2.14031;69.9597;2;23.19;22.7624;-2499.36;0.0;1995.26
91;13653.3;1991.39;-282669.0;-117.599;2.14307;69.9569;2;23.41;22.7448;-2499.32;0.0;1991.39
92;13625.6;1987.35;-285437.0;-118.75;2.17454;69.9255;2;23.64;22.7544;-2499.42;0.0;1987.35
93;13596.8;1983.15;-288317.0;-119.948;2.18775;69.9122;2;23.88;22.754;-2499.42;0.0;1983.15
94;13569.2;1979.12;-291084.0;-121.1;2.20717;69.8928;2;24.11;22.7636;-2499.4;0.0;1979.12
95;13540.0;1974.86;-294001.0;-122.313;2.21905;69.8809;2;24.35;22.7632;-2499.49;0.0;1974.86
96;13511.2;1970.66;-296881.0;-123.511;2.23067;69.8693;2;24.59;22.7636;-2499.54;0.0;1970.66
97;13483.1;1966.57;-299686.0;-124.678;2.25465;69.8454;2;24.82;22.767;-2499.5;0.0;1966.57
98;13457.0;1962.75;-302304.0;-125.767;2.26346;69.8365;2;25.04;22.7594;-2499.41;0.0;1962.75
99;13427.8;1958.5;-305222.0;-126.981;2.29672;69.8033;2;25.28;22.7632;-2499.46;0.0;1958.5
100;13400.1;1954.46;-307989.0;-128.133;2.31863;69.7814;2;25.51;22.7582;-2499.38;0.0;1954.46
101;13373.6;1950.59;-310644.0;-129.237;2.34827;69.7517;2;25.73;22.7674;-2499.4;0.0;1950.59
102;13347.0;1946.71;-313300.0;-130.342;2.3728;69.7272;2;25.95;22.7391;-2499.59;0.0;1946.71
103;13317.8;1942.46;-316217.0;-131.556;2.39128;69.7087;2;26.19;22.7498;-2499.55;0.0;1942.46
104;13290.2;1938.42;-318985.0;-132.707;2.40821;69.6918;2;26.42;22.7548;-2499.5;0.0;1938.42
105;13263.6;1934.55;-321640.0;-133.812;2.42828;69.6717;2;26.64;22.7506;-2499.42;0.0;1934.55
106;13237.0;1930.68;-324295.0;-134.916;2.44532;69.6547;2;26.86;22.7575;-2499.47;0.0;1930.68
107;13207.9;1926.42;-327213.0;-136.13;2.45816;69.6418;2;27.1;22.7601;-2499.41;0.0;1926.42
108;13180.2;1922.39;-329980.0;-137.282;2.48603;69.614;2;27.33;22.7533;-2499.55;0.0;1922.39
109;13151.0;1918.13;-332897.0;-138.495;2.49863;69.6014;2;27.57;22.7525;-2499.52;0.0;1918.13
110;13123.3;1914.09;-335665.0;-139.647;2.52254;69.5775;2;27.8;22.7544;-2499.44;0.0;1914.09
111;13094.2;1909.84;-338582.0;-140.86;2.54873;69.5513;2;28.04;22.759;-2499.49;0.0;1909.84
112;13066.5;1905.8;-341350.0;-142.012;2.57171;69.5283;2;28.27;22.7636;-2499.45;0.0;1905.8
113;13039.9;1901.93;-344005.0;-143.116;2.59792;69.5021;2;28.49;22.7498;-2499.52;0.0;1901.93
114;13013.4;1898.06;-346661.0;-144.221;2.62193;69.4781;2;28.71;22.7571;-2499.44;0.0;1898.06
115;12984.2;1893.8;-349578.0;-145.435;2.64447;69.4555;2;28.95;22.7586;-2499.45;0.0;1893.8
116;12955.0;1889.55;-352495.0;-146.648;2.66308;69.4369;2;29.19;22.7613;-2499.51;0.0;1889.55
117;12928.9;1885.73;-355113.0;-147.738;2.69115;69.4089;2;29.41;22.7758;-2499.64;0.0;1885.73
118;12900.8;1881.64;-357918.0;-148.904;2.70956;69.3904;2;29.64;22.7663;-2499.46;0.0;1881.64
119;12872.0;1877.44;-360798.0;-150.103;2.73522;69.3648;2;29.88;22.7842;-2499.48;0.0;1877.44
120;12844.3;1873.4;-363565.0;-151.254;2.76196;69.338;2;30.11;22.7712;-2499.49;0.0;1873.4
121;12815.2;1869.15;-366483.0;-152.468;2.78377;69.3162;2;30.35;22.7708;-2499.57;0.0;1869.15
