Time [s],Time[min],f1 [Hz],f3 [Hz],f5 [Hz],f7 [Hz],f9 [Hz],f11 [Hz],f13 [Hz],D3 [ppm],D5 [ppm],D7 [ppm],D9 [ppm],D11 [ppm],D13 [ppm]
0,0,0.2473,-0.1139,-0.0108,-0.0207,0.0402,-0.017,0.2392,-0.023,0.0026,0.0155,0.0273,-0.0587,0.018
0.9055,0.015091667,0.3065,-0.0013,-0.1013,-0.0409,0.0134,-0.0578,-0.5423,0.0034,0.0193,-0.0097,0.0116,-0.0329,0.083
1.7807,0.029678333,0.0696,0.0032,-0.0702,-0.001,0.0528,-0.1821,0.0034,0.0198,-0.0091,-0.0024,-0.0377,-0.0226,-0.065
2.6647,0.044411667,0.2108,-0.0333,0.0586,-0.0909,0.0233,0.031,-0.5923,0.0118,-0.0164,-0.0074,-0.0083,0.0334,-0.1061
3.5686,0.059476667,0.1755,-0.0505,-0.0333,-0.024,0.053,0.0448,0.1997,0.032,-0.027,-0.0138,-0.005,0.0566,0.0001
4.4745,0.074575,-0.0148,-0.0039,-0.0952,0.0143,-0.0705,-0.2024,-0.0056,-0.0251,0.0044,-0.0199,-0.0102,0.058,-0.0826
5.3727,0.089545,0.0359,-0.0232,-0.085,0.0303,-0.0071,0.21,-0.2144,0.0149,0.025,-0.0008,0.0271,0.0969,-0.1401
6.2667,0.104445,0.0194,0.0186,-0.0098,-0.0438,0.0687,-0.0447,0.2565,-0.0339,-0.0316,-0.0002,0.0163,0.0563,-0.0547
7.1543,0.119238333,0.1068,0.0112,0.062,0.0198,-0.0057,-0.1639,0.1637,0.0014,0.0243,0,-0.0489,-0.0398,-0.1222
8.0581,0.134301667,0.0933,-0.0014,0.0283,-0.0594,-0.0227,-0.0314,0.2754,-0.009,0.0262,0.0009,-0.0147,-0.0432,0.1654
8.9532,0.14922,0.1608,-0.1317,0.0433,-0.0414,-0.0552,0.05,0.558,0.0244,-0.016,0.0059,0.0144,-0.1347,0.1224
9.8078,0.163463333,-0.0846,0.0554,0.0401,0.033,0.0326,0.2403,-0.1179,0.0305,-0.0225,-0.0246,0.0259,-0.0139,0.096
10.5432,0.17572,-0.1205,0.0143,-0.008,0.0035,-0.0131,0.0783,-0.046,-0.0315,0.0206,-0.0113,0.0053,0.0374,-0.1025
11.4213,0.190355,-0.0452,0.054,-0.0557,0.0594,-0.0288,-0.179,0.0205,-0.0063,-0.034,0.0117,-0.0246,0.0331,0.0263
12.3136,0.205226667,-0.0898,0.0353,0.0591,-0.0344,0.0694,0.0215,-0.3782,0.0381,0.0033,0.0046,0.0236,-0.0116,0.0368
13.1762,0.219603333,-0.0967,-0.0579,0.0184,0.0168,0.0182,0.1334,0.2439,-0.0188,-0.0099,0.0026,-0.0087,0.011,-0.1465
14.0066,0.233443333,-0.2045,0.0773,-0.0298,0.0425,0.0322,0.1407,0.3418,0.0041,0.0054,0.003,0.0323,-0.0635,-0.0424
14.8451,0.247418333,-0.186,0.0311,0.1692,0.0343,-0.049,-0.0694,0.0334,-0.0082,-0.0334,-0.0119,0.017,-0.0341,-0.0811
15.6813,0.261355,-0.181,0.0735,-0.0358,0.0741,-0.0636,0.063,0.3103,-0.0181,0.0039,0.0353,-0.011,0.0475,0.1362
16.519,0.275316667,-0.1516,0.0276,0.0155,0.0276,-0.0767,0.1196,-0.0739,-0.0339,0.0452,0.0078,-0.0453,-0.0592,0.1602
17.3807,0.289678333,-0.251,0.0156,0.0404,0.0008,-0.0113,-0.1849,-0.6751,0.0277,0.0198,0.0146,0.0137,0.084,0.0988
18.2707,0.304511667,-0.2734,0.0384,-0.0358,-0.0314,-0.0154,0.2751,0.2669,-0.0245,0.009,0.0054,-0.006,0.0139,-0.0345
19.1827,0.319711667,-0.2993,0.1028,0.0187,-0.0047,-0.0207,-0.1115,-0.4159,0.0205,0.0373,-0.0234,-0.014,0.0336,0.0648
20.0745,0.334575,-0.3034,-0.1168,-0.0754,0.0277,-0.0459,0.3036,0.3777,0.0053,-0.0019,0.0023,-0.0121,-0.0337,-0.0526
20.9555,0.349258333,-0.1711,-0.0138,-0.0338,-0.0824,-0.0393,-0.1015,0.1404,-0.022,-0.0321,0.003,-0.0077,0.0268,-0.059
21.8447,0.364078333,-0.2652,-0.0494,0.1398,-0.054,-0.0709,0.0094,0.5122,-0.011,-0.0379,-0.0276,-0.0197,0.0498,0.0132
22.7527,0.379211667,-0.3728,0.0503,0.0394,0.061,0.0493,-0.0556,0.2793,-0.0193,-0.0419,0.0303,0.0117,0.0227,0.0733
23.6308,0.393846667,-0.5039,-0.0247,-0.0345,-0.084,-0.0151,-0.1092,-0.0348,-0.0229,0.0189,0.0008,-0.0037,0.0377,0.0913
24.5112,0.40852,-0.4226,-0.0119,-0.0662,-0.0366,-0.0106,-0.0272,0.2773,0.0265,0.0384,0.024,0.0264,-0.0132,0.0021
25.3867,0.423111667,-0.5004,0.1002,0.1375,-0.0435,-0.0883,0.1702,0.1267,-0.0347,-0.0001,0.0188,-0.0121,0.0331,0.035
26.2831,0.438051667,-0.3788,0.0138,-0.0235,-0.0158,0.0273,-0.0671,-0.141,0.0053,-0.024,-0.0274,0.0263,-0.0506,0.0048
27.1473,0.452455,-0.4247,0.101,-0.0263,0.0385,0.0338,-0.1666,-0.0676,0.0093,-0.0068,-0.0066,0.0077,0.0112,0.2168
28.0027,0.466711667,-0.4779,0.08,0.0114,-0.0221,0.0441,0.0851,0.466,-0.0289,-0.0146,0.0146,-0.0124,-0.0071,0.1036
28.8787,0.481311667,-0.4698,0.001,-0.0179,-0.0196,-0.0443,0.2622,0.3475,0.0274,-0.035,0.0074,-0.0327,-0.0014,0.1084
29.7787,0.496311667,-0.3802,-0.0214,0.0432,-0.0726,0.0892,0.0468,0.2066,-0.0103,-0.0286,0.0343,0.0137,-0.049,-0.1695
30.6613,0.511021667,-0.5847,-0.0167,0.0204,-0.0163,0.0692,-0.001,-0.0985,-0.0135,-0.0005,-0.0102,-0.0051,-0.0654,-0.0717
31.5391,0.525651667,-0.5674,0.0137,0.0533,0.0058,0.022,0.0714,0.3219,0.0414,0.0516,0.0149,0.002,0.0241,-0.0535
32.4967,0.541611667,-0.6059,-0.0861,0.1264,-0.007,0.0958,-0.2862,0.0039,-0.029,0.0381,0.004,-0.0042,0.1193,-0.0181
33.3385,0.555641667,-0.5782,0.0484,0.1517,0.0403,-0.0108,-0.0463,-0.2993,0.0026,-0.0182,0.0003,-0.0381,-0.0009,0.0135
34.2151,0.570251667,-0.5983,0.076,0.0558,-0.0471,0.0625,0.1823,0.1256,-0.0158,0.0579,0.0275,-0.0276,-0.0759,-0.0775
35.0912,0.584853333,-0.7939,-0.0864,-0.0831,0.1007,0.0383,-0.1466,-0.3319,-0.031,0.0196,0.0085,0.0228,0.0396,-0.1465
35.9382,0.59897,-0.9575,0.0346,0.1389,0.0504,-0.0708,0.3282,-0.3169,0.0048,-0.0086,0.009,-0.0113,-0.0092,-0.0785
36.8175,0.613625,-4.6522,-0.0103,0.1487,0.0251,0.047,0.1539,-0.2165,0.0036,-0.0019,0.0037,-0.0008,-0.037,-0.1555
37.6967,0.628278333,-2.6882,0.0004,0.0561,-0.0082,0.0335,-0.0548,-0.0126,-0.0606,-0.0264,-0.0088,0.0088,0.0689,-0.062
38.5715,0.642858333,3.3895,0.147,0.2017,0.032,0.1226,0.2716,0.2659,-0.0108,0.0162,0.0016,-0.0006,0.0064,0.201
39.4642,0.657736667,6.842,0.0118,0.074,0.0475,0.0499,-0.1888,-0.2609,-0.0159,0.0074,-0.0054,0.0133,0.0467,-0.1012
40.3687,0.672811667,9.6347,0.0676,0.0864,-0.0466,0.0409,-0.0745,-0.7774,-0.0119,0.0248,0.0134,0.0269,0.0968,-0.0156
41.2485,0.687475,12.2639,-0.1188,-0.0851,0.0142,0.07,-0.0617,-0.1173,-0.0242,0.0175,0.0038,0.0149,0.0954,-0.1706
42.0245,0.700408333,13.7136,0.0046,0.121,-0.037,-0.0972,0.2015,-0.6134,0.0051,-0.0258,-0.0065,0.0258,0.0089,0.0288
42.9165,0.715275,15.2274,0.0065,-0.0536,0.0398,0.0277,0.0829,0.4834,-0.0212,0.0189,-0.0058,0.0102,0.0078,0.1183
43.6883,0.728138333,15.4816,0.0027,0.0183,0.0487,0.1539,0.1181,0.0479,-0.0347,0.0374,0.0213,0.0082,-0.1202,-0.0216
44.4652,0.741086667,16.4671,0.0415,0.1285,-0.017,0.0164,-0.0779,-0.134,-0.0548,0.0068,0.0218,0.0054,-0.0442,0.0167
45.346,0.755766667,16.6994,-0.0695,0.1145,-0.0554,0.0308,-0.0372,0.2994,-0.0368,-0.0076,0.0079,0,0.0196,-0.0609
46.2288,0.77048,16.2663,0.0644,0.0768,-0.0007,-0.1556,0.3052,0.0535,0.0052,0.0302,0.0686,0.0091,-0.0414,0.006
47.1107,0.785178333,15.8259,-0.0117,0.121,-0.0649,0.0166,0.2525,-0.5009,-0.0296,-0.0061,-0.0082,0.0264,-0.0734,0.0922
47.9966,0.799943333,14.86,0.0807,0.1024,-0.0402,0.0111,0.1326,0.0164,-0.0357,-0.0039,-0.0067,0.0482,0.1779,-0.0232
48.839,0.813983333,14.2197,-0.0996,0.1617,0.1036,0.1917,-0.0596,0.3325,-0.0217,-0.0085,0.0055,0.0372,-0.0468,0.2122
49.6747,0.827911667,13.2332,0.0549,0.182,-0.0097,0.0708,0.0661,0.506,-0.0291,0.0301,0.0105,0.0416,-0.08,0.0394
50.5082,0.841803333,13.2468,0.1682,0.1081,-0.0103,0.0371,0.0643,0.4955,-0.0119,0.0294,0.0196,-0.0122,-0.0566,0.0209
51.1862,0.853103333,12.7209,0.0911,0.1495,0.1474,0.1664,0.0866,0.0318,0.0482,0.0402,-0.0293,0.0081,-0.063,-0.018
51.9475,0.865791667,12.0967,0.1269,0.0179,-0.0133,0.1086,0.1358,0.4884,0.0275,0.0516,0.0043,-0.0236,0.0479,-0.1726
52.7967,0.879945,11.4114,0.0238,0.1215,-0.0166,0.0526,0.0456,0.342,-0.004,0.0056,0.0044,-0.0069,0.086,0.1061
53.67,0.8945,10.1509,0.1488,-0.122,0.0467,0.0435,0.0457,-0.1284,-0.0514,0.0367,0.0034,0.0003,0.0801,0.0538
54.5631,0.909385,8.9844,0.0124,0.0805,0.0345,-0.0073,0.1651,0.1367,0.0135,0.053,0.0121,0.0045,-0.0248,0.1018
55.433,0.923883333,8.3871,0.0487,0.0682,0.0261,0.151,0.0329,-0.1496,-0.0249,0.0061,-0.0108,0.0159,0.0303,0.0555
56.2973,0.938288333,8.0334,0.1205,-0.0144,-0.0259,-0.0616,0.0163,-0.3765,-0.0017,0.0435,-0.0115,-0.0023,0.0054,-0.1222
57.1737,0.952895,7.5076,0.0198,0.0049,0.011,0.1119,0.2286,0.0795,-0.0194,-0.0122,0.0021,0.0071,-0.0066,0.0907
58.0115,0.966858333,7.0484,0.0536,-0.0557,0.0295,0.0395,-0.1741,0.4016,0.0025,-0.0024,0.0164,-0.0052,0.1058,0.0313
58.8867,0.981445,6.6882,0.0093,0.1241,-0.0842,0.1111,0.1319,0.6794,-0.0383,0.0061,0.0117,-0.0005,0.0654,0.1054
59.7465,0.995775,6.0211,0.0241,0.0666,0.0764,0.0401,0.2902,0.6539,-0.0189,0.0426,0.0254,-0.0139,-0.0907,0.1021
60.6328,1.010546667,5.8256,-0.0338,0.143,-0.008,0.0743,-0.088,-0.065,0.0162,0.0205,0.0235,0.005,0.0556,-0.0719
61.5172,1.025286667,6.1447,-0.0082,0.1095,0.0579,-0.0076,0.0125,-0.1557,-0.0098,0.0366,-0.0111,0.0137,-0.0472,0.0124
62.3947,1.039911667,-2.6994,-0.0719,0.1604,-0.029,-0.0994,-0.0797,-0.0401,0.0497,0.0181,0.0071,-0.0061,-0.0016,-0.0135
63.2747,1.054578333,-4.2221,0.055,0.0002,0.0509,-0.0127,0.0641,0.0745,-0.0116,0.0026,-0.0013,0.0022,-0.0257,0.2824
64.1713,1.069521667,-3.3962,0.1385,0.0705,-0.0259,-0.0221,0.145,-0.3492,-0.0273,0.0151,0.0091,-0.0183,0.0491,0.0917
65.061,1.08435,-2.7519,0.0175,-0.0002,0.0699,-0.0377,0.2262,-0.2856,-0.0363,-0.0048,0.0002,0.0391,-0.0173,-0.1121
65.9271,1.098785,-4.8233,-0.0627,0.008,-0.0071,0.0164,0.044,0.0628,-0.0177,-0.0563,-0.0366,0.0158,-0.0389,-0.0583
66.8146,1.113576667,-3.7975,0.0041,0.15,0.074,-0.1168,-0.1684,-0.4392,-0.0127,0.0057,0.0388,0.016,-0.0258,-0.0814
67.7154,1.12859,-4.3319,0.0557,0.1143,0.0275,-0.0369,-0.0479,0.2772,-0.0294,0.0219,0.0301,-0.0064,0.0471,0.0149
68.6016,1.14336,-4.6696,-0.0347,0.107,0.08,0.041,0.0985,0.4379,-0.057,0.0055,0.0361,-0.0143,-0.0142,0.3024
69.4626,1.15771,-4.7919,0.0072,0.1363,0.0672,0.0925,0.3227,0.335,-0.0152,0.0143,0.0116,0.0276,-0.1148,-0.034
70.3512,1.17252,-4.8414,0.1313,-0.0041,0.0719,0.0279,-0.0433,0.5564,-0.021,-0.0265,0.0166,0.0009,-0.033,-0.0448
71.2607,1.187678333,-4.8998,0.0028,0.0665,0.029,0.0032,-0.1369,0.2382,-0.0228,0.0059,-0.013,-0.0009,0.0283,0.1672
72.1231,1.202051667,-4.6844,0.0852,0.0591,-0.0533,0.0606,0.2452,-0.044,-0.0516,0.0148,0.0212,0.0104,-0.0527,0.09
72.973,1.216216667,-4.7858,-0.0025,0.0484,0.0013,0.0434,0.2193,0.1348,0.0344,0.0093,0.0201,-0.0013,0.0842,-0.026
73.8662,1.231103333,-4.5079,0.0525,0.0409,-0.0299,0.065,0.0067,-0.0377,-0.0016,-0.0197,0.0104,0.0533,0.0381,-0.0561
74.7628,1.246046667,-4.2623,0.026,0.0689,0.0492,0.0845,0.2082,0.1778,0.013,0.0024,0.017,0.0173,-0.1013,-0.0581
75.6345,1.260575,-4.3492,0.005,0.1014,0.0063,0.0546,0.0153,-0.3419,-0.0496,-0.049,0.0199,0.0104,0.02,0.0644
76.4569,1.274281667,-4.1746,0.0773,0.113,0.0184,-0.0004,-0.1915,-0.3246,-0.0245,0.0084,0.0263,0.0113,0.0149,0.2215
77.3666,1.289443333,-3.9572,0.0451,0.0702,0.0839,0.0291,-0.1142,0.539,-0.0025,-0.0094,0.0365,0.0214,0.0061,0.1963
78.2232,1.30372,-3.7152,0.1209,0.0423,0.0234,0.0306,0.0511,0.3104,-0.0176,0.0031,0.0351,0.0281,0.1749,-0.0501
79.1014,1.318356667,-3.6043,0.016,0.0262,0.0605,0.0146,0.1448,0.55,-0.0078,-0.0303,0.0125,0.0051,-0.0551,0.0982
79.985,1.333083333,-3.9084,0.04,0.1344,0.0772,0.0656,0.1314,0.3879,-0.0591,0.0318,0.0256,0.0188,-0.0437,0.0658
80.7387,1.345645,-4.2569,0.1282,0.0479,0.0431,0.0175,-0.0746,-0.0322,0.0464,0.023,-0.0216,0.0191,0.0634,-0.0777
81.5967,1.359945,-4.1965,0.0413,0.0529,0.1172,-0.0133,-0.2689,0.2373,-0.0107,-0.0245,-0.0171,-0.0011,0.0901,-0.1
82.4883,1.374805,-4.0838,-0.0581,0.0803,0.0258,-0.006,0.1496,0.1463,0.0257,-0.0129,0.0153,-0.0193,0.0431,-0.0825
83.3888,1.389813333,-4.3024,-0.0859,0.1159,0.0681,0.0317,0.0884,0.1868,0.0609,-0.0136,0.0071,-0.0187,-0.0368,-0.0133
84.2627,1.404378333,-4.3992,0.0753,0.0163,-0.0078,-0.017,-0.026,-0.2831,-0.0188,-0.0067,-0.0034,0.03,0.0061,-0.1068
85.0324,1.417206667,-4.5897,0.1056,0.0687,0.09,0.1757,0.2258,-0.0758,-0.0112,0.002,-0.0217,-0.0356,0.0172,0.0582
85.8513,1.430855,-4.6395,0.0435,0.0968,0.0058,0.0037,0.1154,-0.1,-0.0467,0.0624,-0.0072,0.0034,0.0303,0.3426
86.7212,1.445353333,-4.7753,0.1364,0.1428,0.0918,0.0202,0.0561,-0.0381,0.0036,0.0545,-0.0164,0.0027,-0.0007,0.0734
87.5919,1.459865,-4.8969,0.14,-0.0863,-0.0128,0.0485,0.1305,-0.348,0.0204,0.0058,0.0096,-0.0021,-0.0135,0.0004
88.4848,1.474746667,-4.9622,0.0765,0.1749,-0.0509,0.0453,-0.0047,0.1507,0.0381,-0.001,-0.0179,0.0181,0.0316,-0.166
89.3316,1.48886,-5.0898,0.0917,0.1124,-0.0498,0.091,0.2934,0.3443,-0.0093,-0.0292,0.0154,0.0186,-0.0312,0.0361
90.2025,1.503375,-5.1184,-0.1226,0.0251,-0.0637,-0.0121,-0.0822,0.0989,-0.0088,-0.0256,0.0226,0.0343,0.0589,-0.0159
91.1071,1.518451667,-5.2339,0.1304,0.0921,0.0218,0.1102,-0.0792,-0.1387,0.0075,-0.009,-0.0039,0.0093,-0.031,0.0184
91.971,1.53285,-5.2111,-0.011,0.2453,0.0626,-0.0317,-0.0669,-0.0706,-0.0106,-0.0032,0.0143,0.009,0.0937,-0.038
92.8033,1.546721667,-5.0637,-0.0094,0.1114,0.0144,0.017,0.158,0.0292,0.0016,-0.039,0.0221,-0.0109,-0.0343,0.1146
93.6375,1.560625,-5.2732,0.0123,0.1555,-0.0205,0.0426,0.0124,-0.027,-0.0326,0.023,0.0429,0.0417,-0.0096,0.078
94.5486,1.57581,-5.1856,0.1001,0.1704,-0.0323,0.0828,0.0579,0.5386,0.0028,0.0256,0.0158,0.0309,-0.0239,-0.0964
95.4163,1.590271667,-5.1708,-0.0204,0.1467,0.0991,0.086,0.1105,-0.367,-0.0079,-0.0025,0.0057,0.0492,-0.0187,-0.0439
96.2967,1.604945,-5.2909,-0.0415,0.1247,0.0139,0.1102,0.0971,0.1953,-0.0054,-0.0011,0.0052,0.0135,0.0222,0.0332
97.1799,1.619665,-5.2681,0.0632,0.1775,0.0486,0.0965,0.0741,0.1211,0.0155,0.0037,0.0249,-0.0003,0.0757,0.0993
98.0337,1.633895,-5.2001,0.1153,0.1816,0.0117,0.1069,0.1854,-0.0858,-0.0555,0.0221,0.0122,0.0199,0.0349,0.196
98.9146,1.648576667,-5.2394,0.0605,0.2558,0.0295,0.0342,0.156,0.0211,-0.0283,0.0565,-0.0148,0.0558,0.0163,-0.0887
99.7907,1.663178333,-5.1811,0.0724,0.0961,0.0075,0.044,0.1158,0.3979,0.0227,0.0149,0.0069,0.0184,-0.0313,0.1733
100.6867,1.678111667,-5.213,0.0299,0.0981,0.1455,-0.0428,0.1752,-0.034,-0.0015,-0.0537,0.0435,0.0065,-0.0964,0.0373
101.5646,1.692743333,-5.2325,-0.002,0.0269,0.0374,0.0255,0.0496,0.0973,-0.0403,-0.0271,-0.0403,0.003,0.0245,0.1748
102.4227,1.707045,-5.2721,0.0945,0.1439,0.0826,0.0918,0.1703,0.3038,-0.0254,0.0094,0.0201,0.0161,0.0721,0.1093
103.2982,1.721636667,-5.3587,0.0449,0.0713,0.0088,0.0715,0.104,-0.1688,0.0105,0.0012,0.0209,0.027,0.0504,0.2668
104.1907,1.736511667,-5.3343,0.0854,0.1327,0.0217,-0.0474,-0.0143,-0.2984,0.0168,0.0167,0.0073,0.0024,-0.0153,-0.0146
105.0435,1.750725,-5.369,0.0075,0.0338,0.0712,0.0556,0.1263,0.5811,-0.0079,-0.0155,0.0217,0.0484,-0.0167,0.1206
105.9108,1.76518,-5.3087,0.0041,0.1419,0.0013,0.0587,0.0016,0.3495,0.0043,-0.0435,0.0444,0.0312,0.0003,-0.0909
106.7825,1.779708333,-5.4201,0.0473,0.1132,0.0035,0.0023,-0.279,0.0246,-0.0031,0.0326,0.018,0.0395,-0.0481,-0.191
107.6107,1.793511667,-5.4095,0.0588,0.1615,0.0541,0.0935,-0.0849,0.2839,0.0036,0.0269,0.037,0.0183,0.2555,-0.2169
108.4715,1.807858333,-5.4845,-0.0073,-0.0381,0.0319,0.0593,0.4116,-0.2373,-0.0133,-0.0177,0.0228,0.0477,0.0143,-0.0944
109.3362,1.82227,-5.3189,-0.0595,0.1342,0.0226,-0.0135,0.1742,-0.2453,-0.0196,0.0376,0.0381,0.0096,-0.0045,0.0582
110.2005,1.836675,-5.4111,0.0415,0.2056,0.0636,0.0131,0.0003,0.4214,0.0262,0.0309,0.0293,0.0135,-0.0094,0.1318
111.0747,1.851245,-5.4427,0.0552,0.1659,0.1017,-0.019,-0.0544,0.1895,0.0222,-0.0032,0.0055,-0.0103,0.1246,-0.0419
111.9327,1.865545,-5.4761,-0.0281,0.28,0.0344,-0.0201,-0.096,0.4077,0.0061,0.0014,-0.0025,0.0265,0.0095,0.1874
112.7986,1.879976667,-5.4832,0.0071,0.1453,0.1457,0.0986,-0.2454,0.4569,-0.0244,0.0129,0.0573,0.0221,-0.0907,0.0678
113.676,1.8946,-5.5837,0.0672,0.1957,0.0716,0.0527,0.2599,0.2398,-0.014,0.0108,-0.0018,0.02,0.0953,-0.089
114.5247,1.908745,-5.5312,0.0543,0.1306,0.0233,-0.0114,-0.1018,0.425,0.0387,-0.0026,0.0232,0.0178,0.1007,0.0027
115.3938,1.92323,-5.4916,-0.1363,0.0541,0.0949,-0.0195,0.3223,0.496,-0.0173,-0.0003,0.0129,-0.0098,-0.003,0.1779
116.2809,1.938015,-5.5178,-0.0406,0.1436,0.0751,-0.0015,-0.1422,0.3776,0.0003,-0.0454,0.0352,0.0314,-0.0533,-0.0838
117.1294,1.952156667,-5.6107,0.0688,0.172,0.0476,-0.029,0.2365,-0.1325,0.0254,0.0294,0.0144,0.0134,0.0029,0.1991
117.9874,1.966456667,-5.6983,0.069,0.1383,0.0079,-0.0291,0.0203,0.2404,0.0165,-0.0082,0.0333,0.0249,-0.0153,-0.035
118.8547,1.980911667,-5.6253,-0.0117,0.0427,0.0218,0.0953,0.1158,-0.2973,-0.0604,-0.0373,0.0105,0.0217,0.0835,0.0083
119.7465,1.995775,-5.5531,-0.0281,0.1873,0.0603,0.0452,0.1058,-0.023,-0.013,-0.0174,-0.0054,0.0444,0.0429,0.185
120.6087,2.010145,-5.6219,0.0514,0.2204,0.1102,0.0885,-0.1263,-0.0226,-0.0483,0.0073,0.0273,-0.0163,0.0073,0.0589
121.4646,2.02441,-5.5595,0.0535,0.0749,0.0474,0.0461,-0.1843,0.3365,0.0293,0.0119,0.032,0.0155,-0.0384,0.2904
122.3591,2.039318333,-5.6328,0.0143,0.0766,0.0359,0.053,0.1435,0.3366,0.0011,0.0263,0.0138,0.0102,-0.0047,-0.0632
123.2255,2.053758333,-5.5554,-0.0466,-0.0184,0.0606,0.0641,0.0921,0.1841,-0.0474,-0.0098,0.025,0.0096,0.0401,0.1734
124.0713,2.067855,-5.5468,0.0085,0.0323,0.0027,0.0321,0.1939,0.3642,0.0208,0.0447,0.024,0.0225,0.0045,0.093
124.9441,2.082401667,-5.6974,-0.0315,0.1102,-0.031,0.1257,0.0969,0.1071,-0.0047,0.0073,0.0795,0.0272,0.0067,-0.0824
125.8234,2.097056667,-5.7054,0.0907,0.0651,0.0784,-0.0276,0.2678,0.3154,-0.0265,0.0673,0.0568,-0.0068,-0.002,0.1292
126.7127,2.111878333,-5.5956,0.1409,0.0524,-0.0255,-0.0336,0.2445,-0.374,-0.0028,0.0135,0.0193,0.0195,-0.0093,-0.1812
127.5414,2.12569,-5.6938,0.0829,0.1199,-0.0352,0.0118,0.0179,-0.0597,-0.0074,0.012,0.0519,0.0038,0.0525,0.0334
128.2794,2.13799,-5.6838,0.0627,0.1517,-0.0042,0.0801,0.1591,0.4183,-0.0231,-0.0425,-0.0127,0.0265,0.0545,0.0491
129.1406,2.152343333,-5.6817,0.049,0.2009,0.0392,-0.0237,-0.3626,0.1536,-0.0195,0.0074,0.0267,0.0076,-0.0065,-0.1021
130.0047,2.166745,-5.5334,0.1135,0.0653,0.0729,0.0447,0.0763,-0.122,-0.0263,0.0247,-0.0098,0.0118,0.0146,-0.0359
130.8865,2.181441667,-5.7052,-0.0275,0.0898,0.0526,0.0714,0.0762,0.2652,-0.0104,0.0437,0.0279,0.0269,0.0346,0.0041
131.748,2.1958,-5.7924,0.0711,0.0307,0.0524,-0.0258,0.1087,0.5613,0.0297,0.0173,0.025,0.0013,-0.0298,-0.057
132.6112,2.210186667,-5.7175,0.0208,0.1042,0.082,0.0514,-0.0143,0.0691,0.0545,0.0219,0.0164,0.0046,0.0019,0.1131
133.4968,2.224946667,-5.7341,0.0125,0.073,0.0718,0.0008,0.2122,-0.2015,-0.0008,-0.0196,0.0095,-0.004,-0.0404,0.0464
134.3673,2.239455,-5.7253,-0.0251,0.0204,0.0468,0.0542,-0.1281,0.4848,-0.0131,-0.0066,0.0186,0.0595,0.0694,-0.0447
135.1825,2.253041667,-5.641,0.068,0.0846,0.0129,-0.0113,-0.2242,0.2523,0.0209,0.0147,0.0061,-0.0018,-0.0439,0.0561
136.0498,2.267496667,-5.6633,0.0024,0.1348,-0.0547,0.1207,0.0256,0.0535,0.0162,0.0136,0.0485,0.0303,0.0812,-0.2295
136.9412,2.282353333,-5.5752,-0.073,0.0116,0.0169,-0.0377,0.0681,-0.0567,-0.0104,-0.0073,0.05,0.003,0.0842,0.0425
137.8041,2.296735,-5.6429,0.087,0.1108,0.0695,0.0538,0.0472,-0.0475,0.0211,0.0119,0.0198,0.0274,0.0098,-0.1489
138.6768,2.31128,-5.7352,-0.001,0.1299,0.0273,0.0608,0.1311,-0.1315,-0.0056,0.0199,0.0245,0.0172,-0.0275,-0.1495
139.5711,2.326185,-5.8134,0.0642,0.0981,0.0145,0.1347,0.1495,-0.0623,0.0143,0.0131,0.0072,0.0258,-0.0195,-0.0452
140.4307,2.340511667,-5.7244,-0.0348,-0.002,0.0752,0.1062,0.2473,-0.51,0.0263,0.0049,0.0194,0.0351,-0.075,0.1365
141.2467,2.354111667,-5.7257,-0.0612,0.0227,-0.0053,0.0457,0.0092,0.1018,0.0083,0.0701,-0.0032,0.029,0.0645,0.1515
142.0446,2.36741,-5.7355,0.1267,0.1757,0.0484,0.0426,-0.0605,0.2957,-0.0714,0.0771,0.0526,0.0509,-0.006,-0.0652
142.9135,2.381891667,-5.8469,-0.0581,0.1196,0.0545,0.0701,0.5279,-0.1762,0.0064,0.0073,-0.0045,0.0048,0.0548,0.027
143.7744,2.39624,-5.7545,0.0026,0.1045,-0.0054,0.0112,-0.084,0.6581,0.0097,0.0006,0.0791,0.0148,-0.022,0.0899
144.6568,2.410946667,-5.8124,0.0891,-0.0361,0.0663,0.0325,-0.4287,0.7741,0.0263,0.037,0.045,0.046,0.16,0.0661
145.5275,2.425458333,-5.8242,-0.0824,0.1033,0.0341,0.0496,0.0726,0.7989,-0.0094,0.0001,0.0172,0.0524,0.1071,0.1878
146.3693,2.439488333,-5.7894,0.068,0.1468,0.0152,-0.0917,0.1078,0.176,-0.0156,0.0124,-0.0125,0.0231,0.0585,0.1958
147.2484,2.45414,-5.795,0.0888,0.0104,0.1043,-0.0008,-0.0636,-0.2518,0.0116,0.0215,0.0192,0.0047,0.0532,0.11
148.1067,2.468445,-5.8769,0.132,0.0683,-0.005,-0.0282,0.1477,0.5497,-0.0341,0.0439,-0.0105,0.0048,0.0225,-0.035
148.9652,2.482753333,-5.7743,0.0846,0.0405,0.0258,0.0993,-0.0441,0.0202,0.0343,0.0293,0.0163,0.0173,-0.0292,-0.0467
149.8347,2.497245,-5.7462,0.004,0.0666,0.0431,0.1065,0.3058,0.7391,-0.0227,-0.0052,0.0372,0.0063,-0.0692,-0.0146
150.7372,2.512286667,-5.8345,0.0697,0.1049,0.0816,0.0249,0.1261,0.013,0.0225,0.0008,0.0551,0.0441,-0.0869,0.0228
