Time [s],Time[min],f1 [Hz],f3 [Hz],f5 [Hz],f7 [Hz],f9 [Hz],f11 [Hz],f13 [Hz],D3 [ppm],D5 [ppm],D7 [ppm],D9 [ppm],D11 [ppm],D13 [ppm]
589.948,9.832466667,-10.1834,-0.4188,0.1525,0.2919,0.2209,0.118,0.1899,0.1562,0.0373,0.0176,-0.0828,-0.0389,0.0295
591.1644,9.85274,-10.2452,-0.5713,0.1885,0.2971,0.1327,-0.1223,-0.0904,0.265,0.0004,-0.0445,-0.0978,-0.045,-0.0544
592.4864,9.874773333,-10.3806,-0.5454,0.141,0.1928,0.1621,-0.1215,0.4225,0.2607,0.0199,-0.0165,-0.0662,-0.038,-0.0977
593.8065,9.896775,-10.5279,-0.6058,0.1645,0.2329,0.1847,-0.0608,0.4023,0.2746,-0.0172,-0.0014,-0.0869,-0.0232,-0.2788
595.1519,9.919198333,-10.5353,-0.5863,0.1415,0.2202,0.1812,0.1906,0.1704,0.2969,0.0222,-0.0271,-0.0955,-0.0971,0.0056
596.4518,9.940863333,-10.5597,-0.4822,0.0787,0.2394,0.1575,0.0758,-0.2692,0.3074,0.0209,-0.0438,-0.1259,-0.027,-0.0867
597.7725,9.962875,-10.6641,-0.5517,0.0855,0.2645,0.1488,0.0198,-0.2693,0.2511,0.0152,-0.0078,-0.1199,0.0035,-0.072
599.0542,9.984236667,-10.6122,-0.3798,0.1317,0.2627,0.1209,0.0774,0.2094,0.2694,0.0108,-0.0081,-0.1234,-0.0658,0.0036
600.3793,10.00632167,-10.6566,-0.4087,0.1177,0.2642,0.2029,0.2803,-0.0865,0.2429,-0.0013,0.0342,-0.1559,-0.0288,-0.1569
601.645,10.02741667,-10.582,-0.4255,0.0234,0.1515,0.1724,0.1371,0.4938,0.2392,-0.0167,0.0279,-0.1024,-0.0775,-0.2522
602.9614,10.04935667,-10.4996,-0.4731,0.1359,0.205,0.1286,0.4198,0.3103,0.3641,-0.0196,0.0011,-0.1174,-0.0958,0.0431
604.2746,10.07124333,-10.535,-0.6034,0.1768,0.2455,0.16,0.1142,-0.0389,0.3417,0.0415,-0.0385,-0.079,-0.0708,-0.1547
605.5948,10.09324667,-10.4471,-0.7243,0.123,0.3038,0.1195,-0.0318,0.1224,0.3579,-0.0013,0.0004,-0.0775,-0.139,0.1736
606.9557,10.11592833,-10.5366,-0.5825,0.2799,0.2501,0.2504,-0.0173,-0.1239,0.3157,0.0124,-0.0142,-0.0763,-0.0564,0.099
608.2527,10.137545,-10.5347,-0.5784,0.2274,0.2452,0.1713,0.3819,0.5094,0.2981,0.0465,0.017,-0.0443,0.0295,0.042
609.5652,10.15942,-10.5541,-0.5266,-0.0833,0.2148,0.1135,-0.2167,0.0996,0.2724,-0.0276,-0.0298,-0.0771,-0.023,0.1798
610.8901,10.18150167,-10.5085,-0.7115,0.1633,0.2327,0.151,0.2746,0.1724,0.3213,-0.0006,-0.0661,-0.066,-0.0533,0.0357
612.1897,10.20316167,-10.5852,-0.5102,0.1493,0.123,0.1526,0.2291,0.2181,0.3263,-0.0118,-0.0692,-0.0609,-0.0797,-0.0413
613.4811,10.224685,-10.6182,-0.645,0.1769,0.2168,0.0815,0.1253,0.1061,0.2923,0.0351,-0.0348,-0.0757,-0.0511,-0.1509
614.8025,10.24670833,-10.5203,-0.6899,0.1047,0.2632,0.1931,0.0889,-0.2037,0.2708,0.0264,-0.0094,-0.0855,-0.0994,0.1279
616.1179,10.26863167,-10.6287,-0.6119,0.2453,0.314,0.1624,0.1487,0.6536,0.2643,0.0014,0.0132,-0.0681,-0.0575,0.1581
617.3847,10.289745,-10.5973,-0.5408,0.2082,0.1794,0.1435,0.0992,-0.1257,0.3518,0.013,-0.0121,-0.0823,-0.0089,-0.1548
618.7023,10.311705,-10.6537,-0.6304,0.1654,0.186,0.2365,0.1797,0.3671,0.3155,-0.0022,0.0081,-0.1091,-0.0885,-0.1084
620.0222,10.33370333,-10.5959,-0.692,0.2767,0.2982,0.1772,0.0653,-0.2927,0.3345,-0.0108,-0.0277,-0.0725,0.0047,-0.0162
621.3526,10.35587667,-10.6885,-0.5466,0.1499,0.2704,0.1955,0.0787,0.0031,0.2693,-0.0076,-0.0681,-0.0814,-0.0965,-0.1692
622.7219,10.37869833,-10.6021,-0.458,0.1003,0.2467,0.1393,0.0407,0.4179,0.3101,0.0299,0.0145,-0.0769,0.0097,0.0283
624.0555,10.400925,-10.7512,-0.462,0.25,0.1052,0.2665,-0.032,0.172,0.3449,0.0079,-0.0013,-0.1092,0.0019,-0.1764
625.3944,10.42324,-10.7653,-0.4923,0.1553,0.2658,0.2589,-0.0664,-0.0847,0.3015,-0.0085,-0.0159,-0.0733,0.0034,0.1691
626.6905,10.44484167,-10.7287,-0.5397,0.0258,0.1122,0.2031,0.2009,-0.1053,0.3131,-0.0008,0.0019,-0.0698,-0.0391,0.091
627.9466,10.46577667,-10.6094,-0.529,0.114,0.1758,0.0757,0.0486,0.2704,0.3291,-0.019,0.0106,-0.1061,-0.0392,-0.1285
629.3,10.48833333,-10.6522,-0.4857,0.2382,0.2984,0.1302,0.1195,0.7957,0.3147,0.0065,-0.0557,-0.1057,-0.0903,-0.1962
630.6119,10.51019833,-10.6922,-0.5494,0.1243,0.2387,0.1104,0.1296,-0.2082,0.3,0.0093,-0.0456,-0.1171,-0.0657,-0.1823
631.9906,10.53317667,-10.6549,-0.7213,0.1395,0.2833,0.2213,0.1039,-0.2335,0.316,-0.0227,0.022,-0.0993,-0.0519,-0.211
633.3329,10.55554833,-10.6371,-0.4759,0.1581,0.1536,0.1906,0.2214,-0.0786,0.3112,0.0183,-0.0516,-0.0842,0.0217,-0.1093
634.6577,10.57762833,-10.7932,-0.5309,0.2108,0.2611,0.1247,-0.0039,-0.4595,0.3172,0.0214,-0.053,-0.057,-0.0937,-0.0971
636.014,10.60023333,-10.7248,-0.549,0.0969,0.1711,0.213,-0.0572,-0.267,0.37,0.0431,-0.0522,-0.0833,-0.0645,0.1048
637.3414,10.62235667,-10.7077,-0.4712,0.1447,0.21,0.1765,-0.0307,-0.1475,0.3009,0.0399,-0.0053,-0.0779,-0.0518,0.0949
638.6469,10.644115,-10.6852,-0.6148,0.1253,0.2333,0.1486,-0.0067,0.3382,0.2698,-0.0347,-0.0474,-0.0769,-0.0244,0.1283
640.0243,10.66707167,-10.7762,-0.5277,0.194,0.2435,0.2293,0.2747,-0.0476,0.3917,0.011,-0.0215,-0.0801,-0.058,-0.048
641.3506,10.68917667,-10.7092,-0.5681,0.134,0.2123,0.1453,0.0912,0.6242,0.3073,-0.0087,-0.0218,-0.09,-0.0195,-0.0204
642.6927,10.711545,-8.5997,-0.9549,0.193,0.1389,0.1567,0.2456,-0.1615,-0.0506,0.0214,-0.0303,-0.0353,-0.0727,0.0831
644.0088,10.73348,-7.9667,0.095,0.1453,0.2195,0.1692,0.3268,0.8146,-0.1429,-0.0384,-0.0165,-0.0559,0.0317,-0.0471
645.3657,10.756095,-6.6286,0.5596,0.1579,0.1351,0.2268,0.0964,0.0903,0.0447,-0.0944,0.0141,-0.0535,-0.0176,0.0741
646.7017,10.77836167,-5.1343,0.6474,0.1705,0.1425,0.2278,0.1438,0.4599,0.2085,-0.075,-0.0273,-0.038,-0.0147,-0.2149
648.0301,10.80050167,-2.2198,0.5777,0.1404,0.1704,0.1382,0.2397,0.4205,0.3064,-0.0065,-0.0016,-0.0606,-0.0391,-0.1323
649.3402,10.82233667,-2.126,0.6597,0.0788,0.0889,0.2171,0.1308,-0.0289,0.1537,-0.0875,-0.0216,-0.0767,-0.0886,-0.1333
650.6684,10.84447333,-1.9279,0.7395,0.1849,0.1935,0.2078,0.1958,0.3414,0.2093,-0.0695,-0.0415,-0.0652,-0.078,0.1427
652.016,10.86693333,-1.1059,0.6502,0.2349,0.1977,0.2685,0.1933,0.3757,0.2506,-0.0419,-0.0021,-0.0518,-0.0631,-0.0019
653.2507,10.88751167,-0.8243,0.8053,0.3783,0.1782,0.1754,0.0867,0.2764,0.1911,-0.0382,-0.039,-0.0722,-0.015,-0.0353
654.5422,10.90903667,-0.9253,0.6408,0.1092,0.2139,0.2605,0.3623,0.3866,-0.0378,-0.0343,-0.0079,-0.0709,0.0484,0.0582
655.858,10.93096667,-1.0156,0.733,0.2157,0.2585,0.1398,0.0953,0.7207,0.0916,-0.0508,0.0071,-0.0546,-0.0487,-0.0106
657.1647,10.952745,-0.7078,0.609,0.1599,0.1933,0.1297,0.1211,0.577,0.1402,-0.0195,-0.0639,-0.0655,-0.0966,0.0292
658.3907,10.97317833,-0.6865,0.7944,0.094,0.1318,0.1532,0.0029,-0.0825,0.2219,-0.0678,-0.0228,-0.0707,-0.0353,-0.0237
659.7128,10.99521333,-0.7296,0.6881,0.1119,0.2774,0.1007,0.1367,0.4435,0.0695,-0.0863,-0.0082,-0.0672,-0.0302,-0.1295
660.9909,11.016515,-0.7072,0.5094,0.277,0.201,0.2016,0.0332,0.1324,-0.016,-0.0486,0.0244,-0.0681,0.04,0.0571
662.2115,11.03685833,-0.6686,0.7239,0.1417,0.133,0.2008,0.0758,0.5023,0.1434,0.0007,-0.006,-0.0848,-0.0849,0.1472
663.5461,11.05910167,-0.3176,0.7947,0.1414,0.1723,0.1717,0.1546,-0.125,0.1782,-0.0514,-0.001,-0.0844,-0.0087,0.0582
664.8405,11.080675,-0.59,0.6713,0.2281,0.256,0.1751,0.0246,0.7584,0.0383,-0.0792,0.0076,-0.0875,-0.0543,0.1642
666.0337,11.10056167,-0.6022,0.6613,0.1825,0.2239,0.1838,0.1858,0.7687,-0.058,-0.0608,-0.0245,-0.0411,-0.0636,-0.0757
667.1911,11.11985167,-0.5116,0.7467,0.1066,0.24,0.1255,-0.0327,0.3172,0.1754,-0.0145,-0.0168,-0.0537,-0.0851,0.0435
668.2964,11.13827333,-0.5059,0.673,0.1823,0.2117,0.0729,-0.0794,-0.0028,0.2074,-0.0676,-0.0208,-0.0548,-0.0222,-0.0835
669.6573,11.160955,-0.483,0.8503,0.1195,0.2138,0.1438,-0.207,0.1305,0.1327,-0.0622,-0.0024,-0.0792,0.0168,0.1227
670.9706,11.18284333,-0.6428,0.748,0.1675,0.232,0.1731,0.1684,0.7661,-0.1034,-0.0584,-0.0099,-0.1111,0.0006,0.1912
672.3794,11.20632333,-0.4512,0.7531,0.1397,0.1876,0.2021,0.0185,0.6323,0.1369,-0.0474,-0.0221,-0.0834,-0.0021,0.0832
673.6877,11.22812833,-0.3081,0.7543,0.0743,0.2189,0.1596,0.0041,0.0847,0.2132,-0.0731,-0.0132,-0.0684,-0.0632,-0.0284
675.0365,11.25060833,-0.4307,0.7016,0.199,0.1989,0.1228,-0.0104,-0.3177,0.125,-0.0113,-0.0954,-0.0881,-0.0027,0.0957
676.3784,11.27297333,-0.4869,0.5627,0.1192,0.2756,0.1522,0.2258,0.5374,-0.0949,-0.0999,-0.0414,-0.0723,-0.0243,0.0626
677.6778,11.29463,-0.3552,0.7733,0.1037,0.2151,0.119,0.1515,0.0417,0.1017,-0.0708,-0.0458,-0.0512,0.0138,0.1719
679.0365,11.317275,-0.1627,0.7416,0.2201,0.1812,0.1579,-0.0014,0.1653,0.1772,-0.0625,-0.026,-0.0602,-0.0401,0.1363
680.4075,11.340125,-0.3427,0.7544,0.246,0.1605,0.1568,0.0434,0.5455,0.0651,-0.049,-0.0202,-0.0504,-0.1098,0.0547
681.7524,11.36254,-0.4264,0.7286,0.0806,0.2311,0.2563,0.0437,0.5569,-0.0543,-0.0748,-0.0498,-0.0627,-0.0063,-0.0131
683.1066,11.38511,-0.2092,0.7833,0.2206,0.1307,0.1519,-0.0888,0.6159,0.1707,-0.0795,0.0063,-0.0759,-0.0595,-0.1606
684.5069,11.40844833,-0.197,0.62,0.0958,0.1457,0.1848,0.1754,0.0669,0.2047,-0.0577,-0.0317,-0.0596,-0.0927,0.1348
685.8388,11.43064667,-0.2829,0.6856,0.1398,0.0917,0.1987,-0.0307,0.2991,0.0751,-0.0761,-0.034,-0.0797,-0.025,-0.2065
687.1685,11.45280833,-0.2625,0.8103,0.0845,0.1338,0.186,-0.0157,0.2609,-0.0801,-0.0615,0.0001,-0.0892,0.0244,-0.0288
688.558,11.47596667,-0.0728,0.81,0.1397,0.2069,0.1937,0.0454,-0.3332,0.1186,-0.0342,-0.0007,-0.0613,-0.1292,0.1289
689.8689,11.497815,0.045,0.8606,0.0519,0.1835,0.1456,-0.043,0.3283,0.1685,-0.067,-0.0482,-0.0547,-0.1493,0.0342
691.2063,11.520105,-0.363,0.7184,0.1167,0.1734,0.1911,0.2379,0.3756,-0.0208,-0.0315,0.0009,-0.0597,0.0433,0.0909
692.5211,11.54201833,-0.2111,0.621,0.0551,0.1994,0.1984,0.2329,0.6477,-0.0536,-0.0712,-0.0116,-0.085,-0.044,-0.0713
693.8417,11.56402833,-0.1692,0.7256,0.1787,0.1554,0.1765,0.1274,0.801,0.1674,-0.0564,0.005,-0.0765,-0.0568,0.064
695.1586,11.58597667,0.0146,0.6968,0.0697,0.2953,0.1614,-0.0688,0.3572,0.1275,-0.0671,-0.0178,-0.065,-0.0771,-0.232
696.4967,11.60827833,-0.2993,0.5497,0.1317,0.1855,0.1899,0.09,0.3917,0.0521,-0.0554,-0.0056,-0.0749,-0.0429,-0.0067
697.7662,11.62943667,-0.2503,0.7222,0.0525,0.2342,0.258,-0.1056,-0.0676,-0.0055,-0.0168,-0.0023,-0.0562,-0.0749,-0.0433
698.9228,11.64871333,-0.1516,0.704,0.228,0.2206,0.2253,0.0039,0.3608,0.1441,-0.0457,-0.0372,-0.044,-0.0583,-0.1264
700.26,11.671,-0.0825,0.7271,0.2625,0.1889,0.1984,0.023,0.2009,0.1441,-0.0843,-0.0589,-0.0733,-0.0622,0.2637
701.6498,11.69416333,-0.1806,0.7474,0.0725,0.1433,0.1456,0.2307,0.17,-0.0143,-0.0843,-0.0417,-0.1036,0.0103,0.0836
703.0417,11.71736167,-0.0498,0.7374,0.1652,0.1667,0.1859,0.0136,-0.4405,-0.0995,-0.0787,-0.0043,-0.09,-0.1692,0.1029
704.3919,11.739865,-0.125,0.6637,0.2113,0.2165,0.2138,0.2953,0.87,0.1255,-0.1028,-0.0355,-0.0237,-0.0572,0.1387
705.7076,11.76179333,0.0218,0.5689,0.1441,0.2352,0.1417,0.0892,-0.1234,0.1106,-0.0942,-0.039,-0.0523,-0.0374,0.0164
707.0409,11.784015,-0.1661,0.6265,0.1138,0.1779,0.1523,0.1315,-0.2922,-0.0195,-0.0732,-0.0426,-0.069,0.0028,-0.038
708.3683,11.80613833,0.0429,0.7822,0.2092,0.1617,0.2646,0.1485,0.473,-0.0834,0.0065,-0.035,-0.0791,-0.1965,-0.0573
709.6913,11.82818833,-0.0328,0.7831,0.1854,0.144,0.2635,0.1749,0.0892,0.1295,-0.0579,-0.0167,-0.076,-0.0304,0.2374
710.9999,11.84999833,0.0504,0.7111,0.1836,0.1881,0.1537,-0.2318,0.3977,0.1308,-0.0765,-0.0119,-0.0328,-0.102,-0.1376
712.334,11.87223333,-0.19,0.6559,0.1915,0.0774,0.2011,0.0158,0.639,0.012,-0.0817,-0.0369,-0.0747,-0.0763,-0.0378
713.6897,11.89482833,-0.074,0.7312,0.1042,0.1092,0.1831,-0.0335,-0.2431,-0.0965,-0.0779,-0.0154,-0.1023,-0.0146,-0.012
715.0006,11.91667667,-0.0861,0.8007,0.2413,0.2251,0.1559,0.291,0.0771,0.0966,-0.0683,-0.0512,-0.076,-0.0812,0.1448
716.3256,11.93876,0.0637,0.742,0.1987,0.1762,0.1871,-0.0044,0.268,0.1032,-0.1119,0.0015,-0.0829,-0.0909,0.0629
717.668,11.96113333,-0.2053,0.7297,0.2219,0.1756,0.1692,0.4846,-0.1279,-0.0017,-0.0732,-0.0239,-0.0834,-0.1057,0.3282
718.9678,11.98279667,0.0067,0.7191,0.1323,0.1916,0.2599,0.1099,0.2156,-0.0522,-0.0549,-0.0177,-0.0661,-0.0012,0.1323
720.2689,12.00448167,-0.088,0.7673,0.1732,0.1636,0.2281,-0.012,-0.1385,0.1711,-0.0534,-0.0079,-0.0604,-0.1286,-0.0229
721.6139,12.02689833,-0.0267,0.7186,0.2434,0.1418,0.2327,0.2313,0.2451,0.2033,-0.0737,-0.0205,-0.0664,-0.1008,-0.0667
722.9918,12.04986333,-0.1804,0.6891,0.1176,0.2137,0.206,0.1301,0.2185,-0.0485,-0.0204,-0.0722,-0.0513,-0.1227,0.123
724.4001,12.073335,-0.0188,0.6922,0.1592,0.2397,0.1674,0.2272,0.0448,-0.0753,-0.0583,-0.0601,-0.0805,0.0075,-0.0528
725.8192,12.09698667,-0.0982,0.7925,0.1127,0.2167,0.2027,-0.054,0.1286,0.1334,-0.0934,-0.0399,-0.0577,0.0058,-0.009
727.166,12.11943333,0.0492,0.762,0.1319,0.1589,0.2402,0.1565,0.146,0.1582,-0.0321,-0.0332,-0.0966,-0.0665,-0.0072
728.5425,12.142375,0.0551,0.8116,0.1294,0.1232,0.2102,0.1552,0.3078,-0.0384,-0.0545,-0.0158,-0.1016,-0.1391,0.0952
730.0058,12.16676333,-0.0155,0.8235,0.1323,0.167,0.1287,0.0551,-0.0374,-0.0118,-0.0536,-0.0176,-0.0307,-0.0593,0.1424
731.3763,12.189605,0.0599,0.7996,0.2732,0.2328,0.1977,-0.0062,0.3063,0.116,-0.054,-0.0469,-0.0685,-0.075,0.1402
732.7378,12.21229667,0.0162,0.7414,0.0804,0.2669,0.1437,-0.1078,0.3194,0.1506,-0.0453,-0.0239,-0.074,-0.088,0.2216
734.0819,12.23469833,-0.0297,0.7097,0.1636,0.2174,0.1632,-0.0714,0.3134,-0.0471,-0.0792,-0.0023,-0.0902,-0.0831,0.1131
735.5257,12.25876167,-0.0762,0.7897,0.1363,0.1616,0.2186,0.1477,0.293,-0.0255,-0.0301,-0.0115,-0.0603,-0.104,0.1222
736.9027,12.28171167,-0.0032,0.8226,0.2149,0.2675,0.27,-0.3848,0.3888,0.1208,-0.0347,-0.0278,-0.074,-0.1089,0.1222
738.3024,12.30504,0.1089,0.6476,0.2124,0.2398,0.1602,0.0531,-0.6618,0.0738,-0.0564,-0.0257,-0.0772,-0.1029,-0.0837
739.7477,12.32912833,0.0283,0.5734,0.1433,0.1373,0.201,0.2549,1.0923,-0.0513,-0.0557,-0.0263,-0.092,-0.1025,-0.0996
741.1901,12.35316833,-0.0576,0.7132,0.1141,0.3413,0.2764,0.1582,0.0442,0.0834,-0.106,-0.0159,-0.0284,0.0083,-0.1328
742.6378,12.37729667,-0.005,0.7749,0.2209,0.2461,0.1166,0.151,0.1439,0.1729,-0.0631,-0.0532,-0.0566,-0.1719,-0.0446
744.1057,12.40176167,-0.2061,0.6776,0.1203,0.1519,0.2746,0.1497,0.5515,0.0354,-0.1096,-0.0287,-0.0433,-0.1848,-0.0921
745.416,12.4236,-0.0269,0.7305,0.0609,0.2779,0.1845,0.1534,0.1126,-0.1131,-0.0811,-0.0195,-0.0763,-0.1165,-0.0628
746.796,12.4466,-0.1279,0.7143,0.3057,0.1318,0.2069,0.1721,0.6085,0.1363,-0.071,-0.0115,-0.0703,-0.0173,-0.1595
748.1579,12.46929833,0.0048,0.7388,0.1656,0.2305,0.1332,0.0971,0.5437,0.1566,-0.115,-0.0494,-0.0501,-0.055,-0.0095
749.5317,12.492195,-0.1743,0.7794,0.1235,0.2502,0.1591,0.1548,-0.1609,0.0081,-0.1187,-0.0356,-0.0675,-0.13,0.0666
750.8839,12.51473167,-0.0075,0.5247,0.1992,0.2026,0.2495,0.1341,-0.0614,-0.0842,-0.1351,0.0143,-0.0846,-0.1509,0.1506
752.2315,12.53719167,-0.1118,0.9289,0.1362,0.2178,0.1424,0.214,0.3664,0.1927,-0.0821,-0.0787,-0.0384,-0.0273,-0.0717
753.7338,12.56223,-0.033,0.6789,0.211,0.2252,0.2317,0.1749,0.0965,0.1608,-0.0692,-0.0651,-0.0509,-0.1245,0.0599
755.1065,12.58510833,-0.0459,0.7914,0.2615,0.3483,0.2463,0.0021,0.6686,0.0437,-0.0185,-0.0171,-0.0985,-0.0069,0.0282
756.4883,12.60813833,0.0404,0.788,0.1193,0.2413,0.2635,0.108,0.343,-0.0252,-0.0212,0.0011,-0.059,-0.0723,0.0554
757.8763,12.63127167,0.0366,0.6346,0.2866,0.1644,0.2308,0.2552,0.2375,0.182,-0.0378,-0.022,-0.0421,-0.0321,-0.0809
759.2725,12.65454167,0.0648,0.7295,0.3362,0.2969,0.2216,0.0668,0.0122,0.0866,-0.0838,0.012,-0.053,-0.115,0.0067
760.6473,12.677455,-0.056,0.7025,0.1212,0.2741,0.3182,0.2119,-0.2259,-0.0075,-0.0453,-0.031,-0.0514,-0.1146,0.2454
762.0306,12.70051,0.0686,0.8621,0.2126,0.2779,0.231,0.2068,-0.3333,0.0538,-0.0877,-0.0448,-0.0593,-0.1502,-0.1129
763.3941,12.723235,0.0448,0.8738,0.3203,0.0519,0.2457,-0.0842,-0.3086,0.1885,-0.0073,-0.0094,-0.0534,-0.1233,0.254
764.7231,12.745385,-0.0379,0.844,0.23,0.2175,0.3002,-0.0138,0.1192,0.1011,-0.0774,-0.0435,-0.056,-0.1235,0.299
766.074,12.7679,0.0294,0.9137,0.0995,0.2155,0.2206,0.0985,0.1067,-0.022,-0.0661,-0.0319,-0.0742,-0.1036,0.1384
767.452,12.79086667,-0.0282,0.7188,0.2677,0.2471,0.3145,0.1312,0.0414,-0.0079,-0.0149,-0.0225,-0.0531,-0.2306,0.0975
768.8784,12.81464,-0.093,0.7999,0.2771,0.3118,0.2392,-0.1236,0.1002,0.1501,-0.0571,-0.0314,-0.074,-0.0344,-0.0871
770.267,12.83778333,0.1072,0.9775,0.2297,0.2898,0.2608,0.1174,0.6959,0.1122,-0.0825,-0.0039,-0.075,-0.0645,0.1271
771.6852,12.86142,-0.1153,0.8704,0.2152,0.3682,0.2764,-0.0135,0.6894,-0.0638,-0.009,-0.0088,-0.1029,-0.1132,0.0909
773.1118,12.88519667,0.0103,0.8661,0.3333,0.2081,0.2737,0.3249,0.3005,0.1301,-0.0431,-0.0915,-0.0944,-0.0956,-0.1959
774.5648,12.90941333,-0.017,0.8818,0.2832,0.2745,0.3154,0.326,0.689,0.1824,-0.0481,-0.0529,-0.0585,-0.0898,0.1134
776.0103,12.933505,-0.1453,0.8255,0.2442,0.2379,0.3079,-0.0885,0.1669,-0.0186,-0.0744,-0.0584,-0.0769,-0.1074,-0.3039
777.4138,12.95689667,0.0331,0.8658,0.1404,0.2406,0.3185,0.1532,0.4158,-0.0557,-0.0591,-0.0414,-0.1021,-0.037,-0.2518
778.7602,12.97933667,0.0014,0.9243,0.3337,0.3344,0.3531,0.3599,0.1335,0.069,-0.0653,-0.0302,-0.0682,-0.0641,0.0785
780.1999,13.00333167,0.0777,0.9756,0.3282,0.309,0.3626,0.3294,0.1691,0.1629,-0.0155,-0.0345,-0.0698,-0.0037,0.0326
781.6439,13.02739833,-0.1016,0.8674,0.2733,0.4032,0.3601,0.3072,0.1894,-0.0531,-0.0873,-0.0288,-0.0695,-0.0925,-0.2229
783.0799,13.05133167,-0.0244,0.9097,0.286,0.3817,0.3779,0.2891,0.0554,-0.0134,-0.0833,-0.0311,-0.1021,-0.1191,0.0569
784.4875,13.07479167,-0.08,0.9939,0.3599,0.3816,0.4012,0.3475,0.2145,0.1231,-0.0263,-0.0448,-0.1142,-0.0895,-0.2711
785.9898,13.09983,0.1678,1.0985,0.3917,0.3365,0.4004,0.453,0.5045,0.1641,-0.0317,-0.0293,-0.0883,-0.1381,0.1683
787.4982,13.12497,-0.1659,0.9517,0.35,0.3695,0.3508,0.3801,0.2833,-0.0587,-0.0479,-0.0957,-0.0807,-0.0951,0.1351
788.8637,13.14772833,-0.0391,0.9941,0.3748,0.4071,0.4101,0.3203,0.1682,0.0984,-0.0603,-0.0704,-0.1116,-0.149,0.1073
790.2765,13.171275,-0.0048,0.844,0.4344,0.4044,0.4722,0.4151,0.3151,0.1052,-0.0417,-0.0638,-0.0909,-0.1001,-0.0581
791.5766,13.19294333,-0.0991,1.0504,0.4702,0.4319,0.4394,0.3581,1.1873,0.127,-0.0339,-0.0472,-0.0938,-0.1159,0.1781
792.9425,13.21570833,-0.1822,0.9059,0.3804,0.3386,0.4612,0.1822,0.359,0.016,-0.0237,-0.0338,-0.0621,-0.0358,-0.3197
794.3099,13.23849833,-0.3265,0.8067,0.4037,0.4163,0.3883,0.1944,0.1471,0.1842,-0.0441,-0.0675,-0.0922,-0.1377,0.1093
795.7057,13.26176167,-0.2566,0.8756,0.4519,0.4747,0.4366,0.2008,0.0089,0.2262,-0.0278,-0.011,-0.0746,-0.0902,-0.0004
797.1011,13.28501833,-0.3983,1.0566,0.362,0.5577,0.4655,0.2651,0.2863,0.0956,-0.0231,0.0101,-0.1006,-0.1448,0.0509
798.5266,13.30877667,-0.4375,0.8563,0.4596,0.3919,0.4299,0.3,0.3118,0.0606,0.0018,-0.0445,-0.0739,-0.1586,-0.1901
799.8665,13.33110833,-0.5004,0.8103,0.3711,0.4107,0.3114,0.4091,-0.1002,0.2093,-0.0021,-0.018,-0.0751,-0.1614,0.1178
801.2525,13.35420833,-0.3562,0.9288,0.3802,0.421,0.3818,0.3695,0.2787,0.2461,-0.0024,-0.007,-0.0734,-0.1531,-0.1024
802.6439,13.37739833,-0.6465,0.7317,0.2825,0.4402,0.4057,0.2608,0.4649,0.1702,0.0364,0.0124,-0.0276,-0.1275,-0.1612
804.0165,13.400275,-0.7123,0.6961,0.3592,0.4005,0.3825,0.0951,0.36,0.0621,0.0772,0.0217,-0.0652,-0.1909,-0.0577
805.3884,13.42314,-0.6484,0.7533,0.2388,0.4323,0.4476,0.0969,0.4144,0.318,0.0352,0.057,-0.023,-0.0447,0.0141
806.8598,13.44766333,-0.5783,0.7205,0.2772,0.2959,0.2829,0.0858,0.039,0.3187,0.0609,0.0504,-0.037,-0.0359,-0.0405
808.3007,13.47167833,-0.9622,0.6697,0.2744,0.3157,0.4511,0.145,-0.041,0.2558,0.138,0.0439,-0.0165,-0.1124,0.1603
809.5448,13.49241333,-0.9107,0.5988,0.3014,0.2673,0.3643,0.0725,0.2445,0.2534,0.1202,0.0426,0.0032,-0.061,-0.0903
811.05,13.5175,-0.9441,0.5813,0.2309,0.2582,0.4136,0.2032,0.4071,0.3361,0.1382,0.0623,0.0612,-0.2041,0.0398
812.5373,13.54228833,-0.8053,0.5569,0.2491,0.3082,0.3397,0.205,0.2867,0.4294,0.1359,0.0739,0.0575,-0.0226,0.098
813.9884,13.56647333,-1.1894,0.5792,0.1865,0.2554,0.2472,0.0983,0.3551,0.3127,0.1422,0.0965,0.0504,-0.0256,0.1994
815.4363,13.590605,-1.2823,0.3144,0.019,0.1529,0.3377,0.1389,0.7019,0.4669,0.0971,0.131,0.0652,-0.0296,-0.21
816.894,13.6149,-1.1622,0.2926,0.008,0.2048,0.1808,0.1199,0.2681,0.5961,0.1493,0.1383,0.0446,-0.005,-0.0024
818.3544,13.63924,-1.5273,0.455,-0.0056,0.2442,0.2744,0.1456,0.2076,0.474,0.1982,0.1402,0.0305,-0.0469,0.3205
819.7727,13.66287833,-1.5662,0.2345,-0.0977,0.0773,0.1324,-0.0238,-0.2743,0.3924,0.2397,0.1827,0.0983,0.0349,0.0508
821.1798,13.68633,-1.6518,0.264,0.0438,0.1317,0.1883,-0.0456,-0.1878,0.597,0.2434,0.2528,0.1146,0.0061,0.1622
822.6044,13.71007333,-1.5459,0.3582,-0.1626,0.0177,0.0869,0.018,-0.1169,0.6485,0.2765,0.2157,0.1025,0.0166,-0.0097
