Time [s],Time[min],f1 [Hz],f3 [Hz],f5 [Hz],f7 [Hz],f9 [Hz],f11 [Hz],f13 [Hz],D3 [ppm],D5 [ppm],D7 [ppm],D9 [ppm],D11 [ppm],D13 [ppm]
1254.3578,20.90596333,-6.0167,-2.5117,-2.3351,-2.2034,-1.8706,-2.1994,-2.222,1.4636,0.8016,0.4893,0.3519,0.0671,0.3277
1255.8468,20.93078,-5.5286,-2.7054,-2.3404,-2.2953,-1.9187,-1.9529,-1.8241,1.5436,0.8239,0.5539,0.36,0.084,0.133
1257.25,20.95416667,-5.2053,-2.597,-2.3912,-2.263,-1.9027,-2.124,-2.8589,1.619,0.829,0.493,0.3568,0.1031,0.2475
1258.6536,20.97756,-5.7078,-2.5438,-2.4289,-2.1502,-1.8796,-2.0067,-2.1102,1.4163,0.8196,0.4755,0.3727,0.1031,0.2297
1259.9705,20.99950833,-6.1423,-2.5909,-2.3496,-2.1536,-1.9504,-2.1322,-2.911,1.4453,0.7584,0.4985,0.3612,0.1136,0.2947
1261.3399,21.02233167,-5.5431,-2.7519,-2.2744,-2.12,-1.9959,-2.0032,-3.0309,1.5755,0.8002,0.479,0.3839,-0.0578,0.2599
1262.7625,21.04604167,-5.1721,-2.7969,-2.2881,-2.2958,-1.9087,-2.0706,-2.4176,1.5077,0.8114,0.4573,0.3667,0.0651,0.2683
1264.1638,21.06939667,-5.956,-2.4348,-2.2738,-2.2772,-1.9993,-2.2874,-2.3703,1.4628,0.8361,0.4587,0.3621,0.0012,0.1849
1265.6677,21.09446167,-5.9669,-2.5244,-2.3564,-2.213,-1.897,-2.1407,-2.3378,1.4928,0.769,0.5114,0.3591,0.0567,0.1727
1266.9166,21.11527667,-5.4695,-2.7503,-2.3393,-2.2069,-2.0124,-1.8771,-2.6495,1.6171,0.8103,0.5088,0.3591,0.1118,0.1021
1268.3172,21.13862,-5.0813,-2.5522,-2.2806,-2.2101,-1.9574,-2.3406,-2.5242,1.5922,0.82,0.5274,0.3921,0.1366,0.2278
1269.7245,21.162075,-6.027,-2.4724,-2.2418,-2.1896,-1.9688,-2.1765,-2.7739,1.4282,0.8091,0.5513,0.3425,0.0941,0.1699
1271.2538,21.18756333,-5.742,-2.6042,-2.2806,-2.1419,-1.8992,-2.2327,-2.0972,1.5561,0.8087,0.5258,0.3027,0.087,0.334
1272.6489,21.210815,-5.3204,-2.6436,-2.2497,-2.2106,-1.927,-2.0264,-2.6808,1.5647,0.6921,0.4508,0.3719,0.0994,-0.0511
1274.0444,21.23407333,-5.1069,-2.6021,-2.2555,-2.26,-1.8995,-2.0988,-2.0019,1.5352,0.7566,0.5181,0.3599,0.0773,0.289
1275.3638,21.25606333,-5.9345,-2.589,-2.3863,-2.168,-1.9266,-2.219,-2.6319,1.518,0.8211,0.5039,0.3609,0.0179,0.3435
1276.8289,21.28048167,-5.5935,-2.6708,-2.3577,-2.2288,-1.9705,-2.2133,-2.3458,1.4993,0.7892,0.5199,0.343,-0.0032,0.3396
1278.1998,21.30333,-5.3115,-2.6409,-2.1865,-2.2025,-1.8543,-2.0707,-2.2977,1.5149,0.7641,0.4934,0.3446,0.0875,0.1974
1279.6085,21.32680833,-5.3381,-2.5611,-2.4169,-2.225,-1.9785,-2.118,-2.2165,1.4889,0.7883,0.4846,0.3727,0.1147,0.1902
1281.0365,21.35060833,-6.1377,-2.4996,-2.2526,-2.1971,-1.8649,-2.1379,-2.6789,1.4623,0.7403,0.5178,0.3676,0.1127,0.2758
1282.4798,21.37466333,-5.6407,-2.6502,-2.2068,-2.277,-1.8952,-2.0858,-2.7315,1.5514,0.743,0.4935,0.3351,0.0168,0.2188
1283.8669,21.39778167,-5.2018,-2.5757,-2.363,-2.2243,-2.0166,-2.1794,-2.3538,1.5918,0.8172,0.485,0.3592,0.0579,0.4311
1285.2741,21.421235,-5.9392,-2.5279,-2.3774,-2.1792,-1.9509,-2.2547,-2.5136,1.4872,0.7704,0.4916,0.3543,0.038,0.1
1286.6467,21.44411167,-6.115,-2.5827,-2.3052,-2.1821,-1.9731,-2.1402,-2.7602,1.4632,0.7533,0.4653,0.3632,0.089,0.3656
1288.1003,21.46833833,-5.4791,-2.7528,-2.275,-2.3507,-1.9664,-1.9119,-2.2725,1.5986,0.7945,0.4994,0.3566,0.0583,0.2613
1289.4496,21.49082667,-5.1825,-2.6902,-2.3329,-2.2481,-1.9646,-2.1337,-2.6261,1.5461,0.7553,0.4809,0.3432,0.069,0.131
1290.9577,21.51596167,-5.8788,-2.5985,-2.0598,-2.2109,-1.8957,-2.0247,-1.7542,1.4742,0.8125,0.5067,0.3875,0.0266,0.1406
1292.4627,21.541045,-5.8676,-2.5003,-2.3877,-2.2149,-1.9937,-2.0262,-2.5996,1.536,0.7851,0.4981,0.3522,0.0862,0.2096
1293.9865,21.56644167,-5.4236,-2.672,-2.3318,-2.2795,-1.9136,-2.1598,-2.4915,1.5568,0.8009,0.4982,0.3518,0.0774,0.3366
1295.4878,21.59146333,-5.2791,-2.6414,-2.3672,-2.258,-2.0108,-1.9538,-2.4366,1.5007,0.7569,0.4932,0.3733,0.1257,0.2927
1296.8384,21.61397333,-6.1412,-2.6073,-2.3309,-2.2554,-1.9879,-2.1488,-2.0848,1.4624,0.7393,0.4789,0.3725,0.1465,0.1952
1298.2167,21.636945,-5.5913,-2.7816,-2.3655,-2.1338,-1.9926,-2.0564,-2.5737,1.4985,0.762,0.4882,0.3616,0.0719,0.2575
1299.6236,21.66039333,-5.2545,-2.732,-2.4575,-2.3406,-1.9949,-2.0876,-2.9433,1.5733,0.7708,0.5162,0.3507,0.0614,0.2756
1301.11,21.68516667,-5.7476,-2.5932,-2.4511,-2.2468,-1.8902,-1.9318,-1.7545,1.5088,0.8114,0.4773,0.3726,0.1352,0.2435
1302.503,21.70838333,-6.1265,-2.5946,-2.4689,-2.4174,-1.9834,-2.307,-2.5718,1.4905,0.8143,0.4798,0.3748,0.1198,0.0382
1303.8841,21.73140167,-5.4638,-2.6801,-2.4203,-2.2989,-1.9602,-2.0916,-2.7299,1.5735,0.7811,0.4975,0.342,0.1554,0.3892
1305.2885,21.75480833,-5.1946,-2.7632,-2.2436,-2.2506,-1.971,-1.9676,-2.7419,1.5576,0.7903,0.4734,0.3417,0.0194,0.34
1306.676,21.77793333,-5.9393,-2.5758,-2.266,-2.3363,-1.9203,-2.0473,-2.4957,1.4694,0.7933,0.4695,0.3558,0.0888,0.3984
1308.1379,21.80229833,-5.9148,-2.5437,-2.3539,-2.2476,-1.9097,-2.1377,-2.868,1.487,0.7522,0.5037,0.3492,-0.0351,0.334
1309.4823,21.824705,-5.5257,-2.6255,-2.2273,-2.2593,-2.0364,-2.084,-2.0221,1.6268,0.8092,0.4854,0.3335,0.0211,0.2868
1310.8626,21.84771,-5.0348,-2.6219,-2.3362,-2.2982,-1.9432,-2.1553,-2.5349,1.5992,0.8392,0.5053,0.3516,0.0707,0.4996
1312.1984,21.86997333,-5.9468,-2.6099,-2.3818,-2.3074,-1.9136,-2.1011,-2.2385,1.4592,0.8231,0.4913,0.3753,0.0143,0.2639
1313.5869,21.893115,-5.8913,-2.5642,-2.3465,-2.1827,-1.9522,-2.3274,-2.234,1.4975,0.773,0.4594,0.3473,0.0748,0.2686
1314.9657,21.916095,-5.4247,-2.6714,-2.4153,-2.1968,-1.9347,-1.9826,-2.1873,1.6232,0.8054,0.4763,0.3168,0.0678,0.212
1316.3888,21.93981333,-5.1216,-2.7109,-2.2868,-2.363,-1.9471,-2.0197,-2.2861,1.5288,0.7848,0.5129,0.3108,0.0323,0.1068
1317.7908,21.96318,-5.9638,-2.5402,-2.3838,-2.2693,-1.9559,-2.036,-3.0396,1.4673,0.7896,0.5105,0.3489,0.0918,0.6037
1319.2765,21.98794167,-5.7302,-2.5532,-2.3547,-2.2891,-2.0017,-1.8985,-2.4509,1.5494,0.8036,0.4454,0.3426,0.0443,0.2797
1320.6182,22.01030333,-5.2946,-2.7012,-2.3018,-2.2798,-2.1238,-1.9966,-2.2166,1.4938,0.7804,0.4858,0.3396,0.0622,0.1838
1322.0271,22.033785,-5.4721,-2.6015,-2.4672,-2.201,-1.9827,-2.2085,-2.8099,1.5271,0.7943,0.4626,0.3275,-0.0211,-0.0112
1323.4626,22.05771,-6.2299,-2.5294,-2.4293,-2.3671,-1.9827,-2.2251,-2.37,1.4368,0.8365,0.4756,0.346,0.1003,0.2819
1324.8996,22.08166,-5.5332,-2.7911,-2.3938,-2.339,-1.9325,-2.2834,-2.5159,1.6171,0.7819,0.4739,0.3304,0.0403,0.2669
1326.3237,22.105395,-5.1983,-2.7105,-2.3143,-2.2355,-2.0188,-2.0918,-2.3836,1.564,0.8098,0.5265,0.3322,0.013,0.2978
1327.7109,22.128515,-5.8022,-2.5061,-2.3644,-2.305,-1.8972,-2.0583,-2.0257,1.4568,0.8086,0.4823,0.3666,-0.005,-0.0224
1329.09,22.1515,-6.1691,-2.5624,-2.3432,-2.2612,-2.0705,-2.275,-2.5755,1.4562,0.8002,0.4938,0.333,0.0916,0.2788
1330.5279,22.175465,-5.3359,-2.5074,-2.3654,-2.2867,-1.943,-1.9048,-2.4347,1.573,0.7791,0.5007,0.3459,0.0546,0.0222
1331.9724,22.19954,-5.0927,-2.558,-2.4367,-2.1839,-2.0318,-2.1558,-2.1963,1.613,0.7776,0.4765,0.3455,0.1307,0.1443
1333.3912,22.22318667,-5.9832,-2.4619,-2.3663,-2.2215,-2.0097,-2.1218,-2.8364,1.4842,0.8064,0.4846,0.3522,0.05,0.1571
1334.7699,22.246165,-5.8729,-2.6279,-2.2445,-2.2122,-1.9533,-2.107,-2.058,1.5037,0.8063,0.4741,0.3341,0.048,0.0678
1336.0944,22.26824,-5.3596,-2.6104,-2.4558,-2.1836,-1.9748,-2.063,-2.4287,1.5566,0.8195,0.5149,0.3439,0.0689,0.1578
1337.5097,22.29182833,-5.2228,-2.5457,-2.2439,-2.2246,-2.0194,-2.0365,-2.2346,1.5657,0.7792,0.4595,0.3415,-0.0601,0.1261
1339.016,22.31693333,-5.8397,-2.4992,-2.435,-2.3312,-1.9118,-2.1651,-2.2312,1.4412,0.7658,0.5117,0.3341,0.0355,-0.1543
1340.4615,22.341025,-5.5999,-2.6445,-2.3647,-2.2664,-1.9799,-2.24,-2.2906,1.5595,0.7793,0.4897,0.3239,0.0285,0.2884
1341.8005,22.36334167,-5.2863,-2.795,-2.3247,-2.2229,-1.9675,-2.1168,-2.6328,1.5946,0.8055,0.476,0.3249,0.0367,0.0878
1343.1247,22.38541167,-5.2756,-2.7574,-2.3339,-2.3452,-1.9792,-2.1181,-1.8762,1.521,0.7797,0.4714,0.3417,0.057,0.0685
1344.5978,22.40996333,-6.1585,-2.657,-2.3112,-2.366,-2.0128,-2.1433,-1.7802,1.4036,0.763,0.4902,0.3733,0.0537,0.1384
1346.0912,22.43485333,-5.5711,-2.5842,-2.4076,-2.3546,-2.0242,-2.1112,-2.3219,1.5305,0.7952,0.4672,0.3232,0.0378,0.073
1347.586,22.45976667,-5.1023,-2.7404,-2.4039,-2.281,-1.9753,-2.1333,-2.1918,1.6062,0.7583,0.4554,0.3303,0.1019,0.1633
1349.0326,22.48387667,-5.7908,-2.4851,-2.3763,-2.2849,-2.0141,-2.2213,-2.6463,1.4489,0.7453,0.4715,0.3372,0.0822,0.1376
1350.3947,22.50657833,-6.0101,-2.6354,-2.4614,-2.2213,-2.0068,-2.2171,-2.817,1.5027,0.772,0.4708,0.3344,0.0442,0.142
1351.7404,22.52900667,-5.4808,-2.6972,-2.3232,-2.3893,-1.9798,-2.227,-2.3387,1.5683,0.7353,0.5076,0.3567,-0.0024,0.2575
1353.13,22.55216667,-5.0927,-2.6924,-2.3155,-2.2829,-1.9892,-2.0971,-2.9265,1.5577,0.8201,0.4688,0.3534,0.0291,0.0342
1354.6405,22.57734167,-5.8538,-2.642,-2.4517,-2.2448,-2.0168,-2.3502,-2.6034,1.5036,0.7831,0.4621,0.3497,0.1113,0.0467
1356.142,22.60236667,-5.8183,-2.6537,-2.3984,-2.3407,-1.9997,-1.9325,-2.9659,1.5227,0.8141,0.4544,0.3291,0.0789,0.4497
1357.5193,22.62532167,-5.3547,-2.6441,-2.3355,-2.2464,-2.0682,-2.2277,-2.4686,1.5407,0.7891,0.4819,0.335,0.0402,0.2352
1358.8886,22.64814333,-5.137,-2.6537,-2.2992,-2.3234,-2.0418,-2.2779,-2.2291,1.5642,0.8415,0.4902,0.3464,0.031,0.4571
1360.3206,22.67201,-5.9748,-2.4655,-2.3777,-2.2494,-2.0312,-2.1382,-2.1907,1.4853,0.8149,0.4972,0.3634,0.0336,0.0538
1361.8205,22.69700833,-5.4762,-2.7482,-2.2556,-2.356,-1.9586,-2.1922,-2.4831,1.5954,0.7834,0.4804,0.3393,0.0385,0.16
1363.2304,22.72050667,-5.2652,-2.709,-2.2979,-2.3624,-2.0778,-2.1332,-2.4467,1.5676,0.7822,0.5326,0.3208,0.0523,0.0927
1364.6958,22.74493,-5.4993,-2.6028,-2.4887,-2.3631,-2.0287,-2.1061,-1.8273,1.498,0.7967,0.5124,0.3176,-0.0076,0.0053
1366.1659,22.76943167,-6.056,-2.7175,-2.2973,-2.3393,-2.0044,-2.0984,-2.4393,1.4765,0.7796,0.444,0.3332,0.0466,0.4925
1367.5304,22.79217333,-5.5406,-2.8147,-2.367,-2.3323,-2.0288,-2.1257,-2.3526,1.5838,0.8139,0.4901,0.329,0.0325,0.252
1368.9038,22.81506333,-5.195,-2.6312,-2.3193,-2.2858,-2.0104,-2.2006,-2.7974,1.6092,0.7998,0.4763,0.3274,0.0175,0.1815
1370.3866,22.83977667,-5.8433,-2.5825,-2.2442,-2.289,-2.0302,-1.9044,-2.1586,1.4809,0.7277,0.4929,0.3337,0.0711,0.3457
1371.8437,22.86406167,-5.8593,-2.6705,-2.4462,-2.3774,-1.8998,-2.1922,-2.6289,1.5203,0.8233,0.5018,0.341,0.0394,0.2404
1373.342,22.88903333,-5.3383,-2.8239,-2.3444,-2.3126,-2.0401,-2.5066,-2.3014,1.5859,0.8247,0.505,0.3372,0.0425,0.1401
1374.7803,22.913005,-5.1263,-2.7891,-2.3719,-2.2371,-1.9402,-2.255,-2.82,1.4932,0.783,0.4528,0.3124,0.0936,0.1118
1376.1143,22.93523833,-5.9782,-2.5736,-2.3958,-2.3336,-2.0637,-2.2189,-2.7209,1.4675,0.7997,0.4508,0.3304,0.1015,0.2731
1377.5778,22.95963,-5.702,-2.558,-2.3222,-2.3763,-2.0688,-2.0814,-2.7192,1.6218,0.8081,0.4531,0.3384,0.0454,0.2458
1378.9517,22.98252833,-5.3286,-2.7907,-2.3479,-2.3438,-2.0351,-2.1793,-2.5526,1.5677,0.7806,0.4917,0.3163,0.0399,0.3595
1380.2397,23.003995,-5.092,-2.6386,-2.3443,-2.2696,-1.9792,-2.3839,-2.3729,1.5397,0.7662,0.4678,0.3137,0.0428,0.1636
1381.5766,23.02627667,-5.9641,-2.6253,-2.3076,-2.3268,-2.0408,-1.9692,-2.5972,1.4526,0.7251,0.4907,0.3155,0.0767,0.1198
1383.0865,23.05144167,-5.5674,-2.7798,-2.4324,-2.1753,-2.0576,-2.1047,-2.8325,1.6253,0.7716,0.5206,0.3442,-0.0022,0.2628
1384.46,23.07433333,-5.2673,-2.7834,-2.3721,-2.3169,-1.96,-1.8962,-2.3478,1.5154,0.7782,0.4689,0.3567,0.073,0.1493
1385.9597,23.09932833,-5.7633,-2.6487,-2.2748,-2.3933,-2.0498,-2.2073,-2.4659,1.4956,0.7779,0.5109,0.3194,0.0102,0.2092
1387.4586,23.12431,-5.9655,-2.6239,-2.3615,-2.3003,-2.0864,-2.3234,-3.379,1.472,0.7638,0.4836,0.3528,0.082,-0.0197
1388.865,23.14775,-5.5586,-2.6558,-2.2891,-2.4238,-2.0557,-2.0275,-2.9702,1.6106,0.768,0.4542,0.3461,0.1347,0.1815
1390.2326,23.17054333,-4.9759,-2.7451,-2.3581,-2.429,-1.9963,-2.2171,-2.0693,1.5362,0.7571,0.4693,0.3253,0.0246,0.0997
1391.7527,23.19587833,-5.9696,-2.5838,-2.4183,-2.4936,-1.9999,-2.114,-2.8937,1.4889,0.782,0.4736,0.3335,0.1081,0.241
1393.2239,23.22039833,-5.88,-2.6506,-2.3778,-2.3366,-2.0247,-2.1198,-2.1072,1.5141,0.7579,0.5139,0.326,0.0733,0.0854
1394.5883,23.24313833,-5.4422,-2.8118,-2.3767,-2.3876,-2.0348,-2.0817,-2.4477,1.5957,0.7532,0.5031,0.3032,0.1196,0.2589
1395.9864,23.26644,-5.0766,-2.7553,-2.3008,-2.2778,-2.0724,-2.2591,-1.9938,1.5386,0.7705,0.4349,0.332,0.0575,0.2137
1397.3819,23.28969833,-5.9493,-2.7447,-2.4463,-2.3,-2.0435,-2.0603,-2.4343,1.4735,0.7917,0.4986,0.3518,-0.0711,0.3198
1398.7747,23.31291167,-5.6996,-2.622,-2.3177,-2.3563,-2.0797,-2.2066,-2.4446,1.5544,0.7682,0.4949,0.3409,0.0421,0.285
1400.2121,23.33686833,-5.3517,-2.777,-2.4534,-2.431,-2.0297,-2.3025,-2.7066,1.5354,0.8177,0.4585,0.3505,0.1035,0.1194
1401.5723,23.35953833,-5.1888,-2.68,-2.3576,-2.392,-2.0542,-2.102,-2.2834,1.4405,0.786,0.4946,0.34,0.0457,0.103
1402.9444,23.38240667,-6.0646,-2.6204,-2.4504,-2.2905,-2.0958,-2.2963,-1.9615,1.3992,0.8004,0.4519,0.3352,0.0341,0.1337
1404.4007,23.40667833,-5.5628,-2.5557,-2.3996,-2.3773,-2.164,-1.9973,-3.1207,1.5861,0.7824,0.4401,0.3409,0.0122,0.2323
1405.9027,23.43171167,-5.1812,-2.7693,-2.3636,-2.413,-2.1846,-2.1696,-2.6285,1.5369,0.8043,0.4796,0.3296,0.0293,0.2055
1407.3881,23.45646833,-5.7824,-2.5832,-2.3483,-2.3718,-2.0309,-2.2085,-2.5388,1.473,0.757,0.4792,0.3178,0.0584,0.2353
1408.8879,23.481465,-5.8408,-2.7057,-2.4087,-2.2436,-2.0867,-2.1655,-2.6208,1.5189,0.7574,0.4722,0.3273,0.1065,0.1508
1410.3865,23.50644167,-5.2918,-2.5949,-2.3879,-2.2502,-2.0503,-2.0957,-2.6807,1.5485,0.717,0.4786,0.3212,0.0191,0.218
1411.8438,23.53073,-5.0632,-2.6641,-2.377,-2.337,-2.0091,-2.0789,-2.9449,1.53,0.7487,0.4459,0.3246,0.0403,0.1836
1413.318,23.5553,-5.8526,-2.7529,-2.4817,-2.2998,-2.0232,-2.0614,-2.7263,1.4657,0.7991,0.4563,0.3334,0.0285,0.3386
1414.8179,23.58029833,-5.6197,-2.7322,-2.4525,-2.3006,-2.0983,-2.0984,-2.6088,1.533,0.7391,0.4694,0.3127,-0.0004,0.1796
1416.3239,23.60539833,-5.0828,-2.684,-2.4325,-2.2961,-2.0703,-2.1246,-2.6958,1.5699,0.7489,0.4907,0.3213,-0.0431,0.2954
1417.6987,23.62831167,-5.677,-2.6938,-2.403,-2.3987,-2.0024,-2.1034,-2.083,1.3983,0.7162,0.4735,0.3292,0.0013,0.125
1419.1266,23.65211,-6.1906,-2.6478,-2.3659,-2.2917,-2.1029,-2.4246,-2.0943,1.423,0.756,0.4415,0.3281,0.0523,0.0769
1420.4799,23.674665,-5.4426,-2.928,-2.4481,-2.2661,-1.9968,-2.1739,-2.4595,1.5588,0.7714,0.4789,0.3238,0.0568,0.252
1421.898,23.6983,-5.1674,-2.6287,-2.4416,-2.3758,-2.0717,-2.2764,-2.0754,1.5085,0.7322,0.4939,0.3276,0.0453,0.3871
1423.3639,23.72273167,-5.757,-2.6462,-2.433,-2.3851,-2.0644,-2.1239,-3.0677,1.5081,0.7836,0.4401,0.2968,0.0649,0.2365
1424.7477,23.745795,-5.906,-2.5077,-2.4593,-2.3053,-2.1151,-2.1757,-2.1494,1.495,0.8104,0.5132,0.3276,0.0946,0.1764
1426.246,23.77076667,-5.461,-2.7176,-2.527,-2.3012,-2.0989,-2.1193,-3.0491,1.5442,0.7757,0.4225,0.2807,0.0573,0.1409
1427.6243,23.79373833,-5.1358,-2.6411,-2.5116,-2.406,-2.112,-2.3041,-2.9822,1.4982,0.7294,0.4729,0.2963,0.043,0.3728
1429.0498,23.81749667,-6.0226,-2.6833,-2.4544,-2.4107,-2.11,-2.3626,-2.5319,1.4309,0.7185,0.4331,0.3148,0.1142,0.2366
1430.5185,23.841975,-5.7347,-2.7323,-2.4029,-2.3801,-2.1049,-2.1656,-2.4718,1.4932,0.7806,0.4512,0.3358,0.0671,0.3616
1431.966,23.8661,-5.29,-2.8196,-2.409,-2.2815,-2.1319,-2.2207,-2.8649,1.561,0.7462,0.4553,0.3424,-0.0527,0.2581
1433.4597,23.890995,-5.2855,-2.6969,-2.4308,-2.3717,-2.0754,-2.3693,-3.3253,1.4356,0.7547,0.4654,0.3104,0.0563,0.142
1434.9678,23.91613,-6.1705,-2.6397,-2.5116,-2.3886,-2.0224,-2.4015,-1.957,1.4596,0.7529,0.434,0.3089,-0.0514,0.2342
1436.3452,23.93908667,-5.4482,-2.7741,-2.3665,-2.2928,-2.1439,-2.2973,-2.2233,1.6062,0.7516,0.4487,0.309,-0.0462,0.3709
1437.7377,23.962295,-5.2137,-2.8423,-2.3542,-2.3945,-2.0547,-2.072,-2.1131,1.6258,0.7944,0.4645,0.3264,0.0274,0.2648
1439.24,23.98733333,-5.8936,-2.6685,-2.4162,-2.4397,-2.1225,-2.214,-2.6171,1.4794,0.7616,0.4535,0.3178,0.0245,0.2207
1440.73,24.01216667,-5.9837,-2.6369,-2.4752,-2.4074,-2.1096,-2.1139,-2.668,1.4486,0.792,0.4599,0.339,0.0255,0.3724
1442.1126,24.03521,-5.3586,-2.8812,-2.3494,-2.3895,-2.0999,-2.1406,-2.322,1.5839,0.7947,0.4401,0.3003,0.0833,0.0173
1443.5555,24.05925833,-5.1655,-2.7621,-2.4991,-2.3079,-2.0825,-2.2884,-2.3649,1.6056,0.7858,0.4635,0.3133,0.0896,0.2519
1445.0806,24.08467667,-5.8406,-2.6633,-2.3944,-2.2591,-2.1131,-2.3917,-2.6625,1.5119,0.776,0.4677,0.3186,0.0421,0.254
1446.6068,24.11011333,-5.6422,-2.7984,-2.4423,-2.4093,-1.9933,-2.1114,-2.3061,1.5571,0.7573,0.4338,0.3405,-0.0211,-0.0009
1448.0836,24.13472667,-5.1725,-2.7628,-2.4023,-2.2477,-2.1652,-2.1843,-2.7215,1.4702,0.7564,0.4512,0.3298,0.0418,0.0919
1449.4093,24.15682167,-5.3724,-2.7346,-2.2187,-2.4012,-2.0534,-2.2994,-2.656,1.4287,0.7939,0.4522,0.3236,0.0565,-0.0001
1450.7959,24.17993167,-6.1274,-2.5266,-2.4602,-2.3872,-2.14,-2.2875,-2.4788,1.4376,0.7528,0.4867,0.3176,0.0554,0.1874
1452.2959,24.20493167,-5.5955,-2.7916,-2.4322,-2.4728,-1.9847,-2.2846,-2.7442,1.4781,0.779,0.4451,0.3172,0.0702,0.3069
1453.692,24.2282,-5.2328,-2.7258,-2.4597,-2.3798,-2.0963,-2.1478,-2.5652,1.5293,0.7756,0.4378,0.3166,0.0632,0.1752
1455.1684,24.25280667,-5.9989,-2.8058,-2.5203,-2.4097,-2.0646,-2.1587,-2.902,1.4086,0.7303,0.4581,0.3065,0.0039,0.2904
1456.6915,24.27819167,-5.8267,-2.7444,-2.4656,-2.342,-2.1455,-1.9604,-1.9782,1.5033,0.7767,0.4363,0.3252,0.0789,0.1669
1458.0916,24.30152667,-5.4289,-2.9061,-2.4915,-2.3548,-2.0256,-2.3018,-3.0485,1.5233,0.7651,0.4596,0.3268,-0.0153,0.2634
1459.3663,24.32277167,-5.0328,-2.7383,-2.3951,-2.3622,-2.0401,-2.3772,-2.5631,1.5627,0.7613,0.4572,0.3291,0.0295,0.1987
1460.609,24.34348333,-5.9233,-2.7102,-2.4772,-2.3061,-2.0503,-2.089,-2.0395,1.3756,0.743,0.4497,0.3116,0.0648,0.0339
1461.9325,24.36554167,-6.0662,-2.6857,-2.4271,-2.3389,-2.1238,-2.1161,-2.2658,1.4842,0.7128,0.4287,0.3061,0.1031,0.0472
1463.348,24.38913333,-5.3483,-2.8064,-2.3083,-2.4488,-2.0885,-2.2383,-2.7684,1.6338,0.7189,0.4594,0.2773,0.0624,0.0766
1464.8698,24.41449667,-4.9823,-2.7391,-2.379,-2.3498,-2.2111,-2.1819,-2.114,1.5281,0.7567,0.4241,0.3062,-0.0396,0.4023
1466.3865,24.439775,-5.8948,-2.7495,-2.4454,-2.346,-2.0245,-1.9026,-2.8053,1.4572,0.7786,0.4246,0.302,0.0759,0.05
1467.9244,24.46540667,-5.6115,-2.6565,-2.3571,-2.4442,-2.1151,-2.1266,-2.5957,1.494,0.7714,0.4287,0.33,0.0053,0.1912
1469.3499,24.489165,-5.1139,-2.8566,-2.4069,-2.455,-2.0759,-2.2238,-2.7623,1.538,0.7524,0.4453,0.3258,-0.025,0.4104
1470.8706,24.51451,-6.2702,-2.9619,-2.5369,-2.395,-2.1103,-2.4749,-2.315,1.1422,0.7699,0.4816,0.2855,0.0577,0.1566
1472.376,24.5396,-6.6819,-3.2621,-2.4491,-2.3636,-2.1829,-2.2536,-2.3281,1.1208,0.7621,0.462,0.284,0.0601,-0.0559
1473.7426,24.56237667,-7.9464,-3.7115,-2.4515,-2.3539,-2.1194,-2.3557,-2.2624,1.2598,0.75,0.4203,0.3197,0.0532,0.1254
1475.1924,24.58654,-10.7062,-3.7986,-2.421,-2.4301,-2.0774,-2.3502,-2.6057,1.3088,0.7903,0.4668,0.3359,0.0449,0.2539
1476.6539,24.61089833,-10.9356,-3.8648,-2.4364,-2.5212,-2.1281,-2.2482,-2.2859,1.3631,0.8045,0.4801,0.3094,0.0799,0.2189
1478.11,24.63516667,-11.7793,-4.0648,-2.3897,-2.3853,-2.1412,-2.4843,-3.0624,1.4056,0.8086,0.4712,0.326,0.0897,0.1148
1479.5819,24.65969833,-12.633,-3.9929,-2.4449,-2.2962,-2.1378,-2.3471,-2.1066,1.4464,0.8603,0.4296,0.291,0.0429,0.355
1481.0903,24.68483833,-13.8356,-4.1064,-2.318,-2.4261,-2.1757,-2.3926,-2.6027,1.4575,0.8108,0.4473,0.287,0.0769,0.0247
1482.5887,24.70981167,-14.4561,-4.034,-2.4639,-2.2948,-2.1039,-2.0492,-2.2773,1.5528,0.7962,0.4989,0.225,0.0287,0.0894
1484.0505,24.734175,-14.5461,-3.938,-2.4247,-2.3124,-2.1365,-2.2233,-2.7868,1.539,0.7732,0.4494,0.2117,0.1815,0.1339
1485.5,24.75833333,-14.5411,-4.0578,-2.5964,-2.3782,-1.9306,-2.2148,-3.0746,1.5245,0.8058,0.4285,0.2173,0.0509,-0.0262
1486.8764,24.78127333,-14.6238,-4.0516,-2.4878,-2.2359,-2.0781,-2.4018,-1.9356,1.501,0.8257,0.4691,0.255,0.0471,0.2103
1488.2678,24.80446333,-14.662,-3.9503,-2.5245,-2.3568,-2.0294,-2.3025,-2.3613,1.4651,0.8047,0.4669,0.2182,-0.0338,0.1613
1489.6834,24.82805667,-14.6495,-4.111,-2.4765,-2.3462,-2.1202,-2.5129,-2.2236,1.5049,0.8021,0.4283,0.2769,0.1148,0.2061
1491.1388,24.85231333,-14.6182,-4.0639,-2.494,-2.3454,-2.0411,-2.361,-2.5384,1.4858,0.7918,0.4651,0.2341,0.0773,0.1527
1492.68,24.878,-14.5398,-4.1664,-2.4364,-2.3317,-2.0512,-2.3531,-2.1131,1.5519,0.8017,0.4501,0.2421,0.0768,0.3
