Time [s],Time [min],f1 [Hz],f3 [Hz],f5 [Hz],f7 [Hz],f9 [Hz],f11 [Hz],f13 [Hz],D3 [ppm],D5 [ppm],D7 [ppm],D9 [ppm],D11 [ppm],D13 [ppm]
217.8281,3.630468333,0.0514,0.0304,0.0597,0.1473,0.0262,-0.0291,-0.184,0.013,0.0326,-0.0117,-0.0025,-0.0876,-0.0608
219.0966,3.65161,0.2502,0.1828,0.0201,0.0441,0.036,0.0343,0.2319,-0.0266,-0.0423,0.0038,0.0166,-0.0153,-0.003
220.4179,3.673631667,-0.0075,0.1673,0.0078,-0.0033,0.024,-0.1297,0.5821,-0.0006,-0.0014,0.0063,-0.0298,-0.0356,0.2022
221.7221,3.695368333,0.1891,0.0976,0.1005,0.04,-0.077,-0.0622,0.0254,-0.0328,-0.0011,0.02,-0.0077,0.0876,0.1118
223.0215,3.717025,-0.0619,-0.1382,0.0011,0.0823,0.0538,0.2344,-0.4611,0.0041,0.0261,-0.03,-0.0113,0.1294,-0.0346
224.316,3.7386,0.1804,0.1236,0.0413,0.1022,0.0701,0.2333,-0.0089,-0.0395,-0.0671,-0.0479,0.0042,0.0306,-0.143
225.6,3.76,0.1838,-0.0479,0.0583,0.061,-0.074,-0.0582,-0.5674,0.0246,0.028,-0.0125,-0.0457,0.0508,-0.1936
226.938,3.7823,0.2185,0.0572,0.1069,0.0885,-0.0217,0.1053,0.0126,0.009,-0.0047,-0.0222,-0.0221,0.1255,-0.2573
228.2299,3.803831667,0.038,-0.041,-0.1123,0.0668,0.0028,-0.0056,0.1501,0.0236,-0.0243,-0.0565,-0.0174,0.0899,-0.0101
229.5428,3.825713333,0.1322,0.0407,-0.0369,-0.0847,-0.0488,-0.1505,-0.0334,-0.0317,0.0461,-0.0494,-0.0133,0.0792,-0.0126
230.8664,3.847773333,0.1065,0.1199,0.1028,0.0404,-0.0138,-0.0355,-0.1923,0.0058,-0.0118,-0.0179,-0.0132,-0.0925,0.2495
232.1644,3.869406667,0.143,0.0837,0.0827,-0.0335,-0.0999,-0.2374,-0.1505,-0.0242,-0.0163,0.0054,0.0103,-0.0493,0.2287
233.4719,3.891198333,0.105,-0.0666,-0.1046,0.0516,0.0505,0.0306,0.4118,0.008,0.0098,-0.0476,-0.0494,-0.0857,0.0412
234.7245,3.912075,0.0663,0.054,0.0148,0.1257,-0.1006,0.1236,0.3321,-0.0067,0.0111,0.0046,0.0021,-0.0268,-0.0956
236.0222,3.933703333,0.1606,-0.0531,0.0624,0.0553,-0.0564,-0.0993,-0.0984,-0.0572,0.0103,0.0069,-0.0135,-0.0388,-0.0274
237.2882,3.954803333,0.1651,-0.0154,0.1281,0.0957,-0.0873,0.1588,-0.4898,-0.0188,-0.0289,-0.0004,-0.0161,0.0202,0.0579
238.6521,3.977535,-0.0122,-0.0039,0.0617,0.0803,0.039,-0.0773,-0.0424,0,-0.0257,0.0016,-0.0324,-0.0298,-0.1776
239.9493,3.999155,0.0703,0.0292,0.0301,0.0816,0.0111,-0.0177,0.1246,0.0018,0.0027,-0.0134,-0.0174,0.0202,0.0013
241.2076,4.020126667,0.232,0.0523,0.0888,0.1209,-0.0847,-0.0574,-0.5863,-0.0259,0.0664,-0.0159,-0.019,0.0336,0.1964
242.476,4.041266667,0.2777,0.1825,0.077,0.0833,-0.0492,-0.0194,0.4484,0.0021,0.0171,-0.0207,-0.0348,0.0745,-0.1458
243.7717,4.062861667,0.0528,0.194,0.1426,0.0521,0.0444,0.1755,0.1055,0.02,-0.0111,-0.0045,0.0163,0.0267,-0.1041
245.042,4.084033333,-0.1123,-0.0739,0.1257,-0.0225,0.0233,0.0204,-0.0888,-0.0077,-0.0204,-0.0111,-0.0108,-0.0839,0.1534
246.3469,4.105781667,0.2707,-0.0805,-0.0345,0.0674,0.051,0.0071,-0.1418,-0.0181,0.0438,-0.0181,-0.0469,-0.0696,-0.0174
247.6649,4.127748333,0.2208,0.0592,0.1554,-0.0827,-0.0983,-0.0189,0.3422,-0.0314,-0.0056,-0.0198,-0.0374,-0.0356,0.1914
248.924,4.148733333,-0.026,-0.0356,0.0311,0.0986,0.0065,-0.0643,-0.3024,0.0199,-0.0578,-0.008,-0.0201,-0.0563,-0.1954
250.2391,4.170651667,-0.0113,0.1166,0.1588,0.0603,0.0784,0.1071,-0.484,0.0086,0.0226,-0.0348,0.0046,-0.0484,-0.0583
251.4937,4.191561667,0.3164,0.1153,-0.0299,0.139,-0.0331,0.0369,0.2045,0.0147,-0.0058,-0.0037,-0.0121,-0.0319,-0.0028
252.7784,4.212973333,0.1194,0.0592,0.1224,-0.0025,-0.004,0.1847,0.1527,-0.0188,-0.0012,-0.0452,-0.0392,0.058,-0.0505
255.8946,4.26491,0.1268,0.0735,-0.0246,0.1201,-0.006,-0.1292,-0.4394,-0.019,0.0051,-0.0151,-0.0072,-0.0138,-0.0197
257.0277,4.283795,0.2962,0.1635,-0.0899,0.0974,-0.0197,0.0305,0.2491,-0.0145,0.0016,0.0051,-0.0086,0.1014,0.0105
258.2393,4.303988333,0.113,0.1541,-0.0485,0.0488,0.0722,-0.114,-0.8217,0.0181,-0.0293,0.0059,0.0046,0.059,0.0966
259.3823,4.323038333,0.0395,0.1967,0.0329,0.0215,0.0387,0.2019,-0.251,0.0111,0.0087,-0.0105,-0.03,-0.0421,-0.1759
260.557,4.342616667,0.1453,-0.0314,-0.1046,0.1,0.0614,0.0772,0.1955,-0.0424,0.0304,-0.0327,-0.0058,-0.0246,-0.0852
261.691,4.361516667,0.2311,0.0552,0.0431,-0.0032,-0.0478,-0.0082,0.0494,-0.0135,-0.0051,-0.024,-0.0374,-0.036,-0.0984
262.9221,4.382035,0.1877,0.0842,0.0194,0.0957,-0.0842,0.1266,-0.3559,-0.0669,-0.0256,-0.0205,-0.0081,-0.035,0.0044
264.0029,4.400048333,0.0994,0.0267,0.0742,0.0496,0.0397,0.1423,-0.0965,-0.0171,0.0127,-0.0249,-0.0285,-0.0014,0.1144
265.1518,4.419196667,0.0973,-0.0701,-0.0312,-0.0109,0.0797,-0.0589,0.1565,-0.0104,0.0188,-0.0045,0.0019,-0.0461,-0.0634
266.2943,4.438238333,-0.0073,0.0405,-0.0113,0.0771,0.0248,-0.0266,-0.4923,0.0257,-0.0518,-0.0518,-0.0065,-0.009,0.0078
267.5229,4.458715,0.1389,-0.0149,0.1741,0.0999,-0.0363,0.222,0.4347,-0.034,-0.0294,0.0211,-0.0207,-0.0124,0.3543
268.6824,4.47804,0.0475,0.0753,0.0313,0.0809,0.0372,-0.2699,-0.4836,0.0087,-0.0229,-0.0058,-0.0103,-0.0634,0.0335
269.8982,4.498303333,-0.0017,-0.1258,0.1732,0.1071,0.1445,0.0378,0.6047,0.0045,0.0189,-0.007,0.0103,0.0199,-0.0969
271.0453,4.517421667,-0.0049,0.1364,0.0509,0.088,0.0525,0.1834,-0.0933,-0.0126,-0.0372,-0.0072,0.0258,-0.0193,0.1314
272.2678,4.537796667,0.1487,0.1256,0.1065,0.0366,-0.048,-0.1053,-0.3978,0.017,0.0213,-0.047,-0.0283,-0.1007,0.2163
273.4945,4.558241667,0.1149,0.0337,0.1466,0.0812,0.0251,0.0696,0.6722,-0.0053,-0.02,-0.0368,-0.0097,0.0138,-0.113
274.7509,4.579181667,0.1493,0.18,-0.0252,-0.0212,-0.1044,0.0881,0.6489,-0.0434,-0.0406,0.0034,-0.0217,-0.0556,0.2351
276.0645,4.601075,-0.0227,0.0752,0.0567,0.0348,0.0696,-0.0798,-0.176,0.0054,-0.0102,0.0027,0.0012,0.0221,-0.0247
277.3508,4.622513333,0.1669,-0.0567,-0.1361,0.0095,-0.0119,0.0247,-0.2102,0.0397,-0.0149,0.008,-0.0017,-0.0273,-0.0313
278.6298,4.64383,0.3449,0.0166,-0.0208,0.0964,-0.0602,0.1899,0.1127,-0.0484,-0.0023,-0.0037,-0.0171,0.056,0.0746
279.9044,4.665073333,0.1778,0.0637,0.0495,-0.0185,0.0326,0.1092,0.2417,0.0037,-0.0262,-0.026,0.0033,0.0116,0.0779
281.2056,4.68676,0.1214,-0.0387,0.082,-0.0136,0.0635,0.0245,0.0248,0.0053,-0.0009,-0.0145,-0.0144,0.0899,-0.0566
282.522,4.7087,0.1274,0.077,-0.0224,-0.066,-0.0222,0.0629,-0.1039,-0.0558,-0.0176,0.003,-0.0075,-0.1287,0.0467
283.8461,4.730768333,0.1082,0.1986,0.0487,-0.01,-0.0748,0.1009,0.2506,-0.0332,-0.002,-0.0108,-0.0301,-0.0102,0.1163
285.1757,4.752928333,0.1463,0.0565,0.2774,0.0052,0.0023,0.2674,0.0555,-0.0071,0.0179,-0.0236,-0.0337,-0.0654,0.1185
286.4199,4.773665,0.1019,0.0606,-0.0676,0.0433,-0.0345,0.0661,-0.1711,0.0017,0.0341,-0.0449,0.0259,-0.0117,-0.0624
287.6785,4.794641667,0.2097,0.0515,0.1004,0.0037,-0.0152,-0.1756,0.1207,0.0121,-0.0119,-0.0389,-0.0532,0.0107,-0.1119
288.9147,4.815245,0.1938,0.2396,0.0295,-0.044,-0.0032,0.0351,0.5271,-0.0061,0.0087,-0.0317,-0.0126,0.0229,0.0651
290.1403,4.835671667,0.1765,0.1198,0.044,-0.0247,0.0656,-0.0487,0.0338,-0.0197,-0.0131,0.043,0.0026,0.0997,0.0192
291.4081,4.856801667,-0.0089,0.1102,0.0316,0.0901,0.0224,0.121,-0.2497,0.0564,0.0388,-0.0471,-0.0108,0.074,0.0345
292.692,4.8782,0.0628,0.0405,0.0505,-0.015,0.0215,0.4374,-0.383,-0.005,-0.0158,-0.0014,-0.0374,-0.0237,-0.0386
293.9758,4.899596667,0.1017,0.12,0.0068,-0.0096,-0.0969,0.0833,-0.2795,0.017,0.0283,-0.0548,0.0094,-0.0407,-0.0125
295.3048,4.921746667,0.2899,-0.0244,0.0618,0.0699,-0.0286,0.0942,-0.3779,-0.0156,-0.0164,-0.0268,-0.0059,0.0573,-0.0648
296.586,4.9431,-0.065,0.1233,0.0972,0.0238,0.0377,-0.0621,0.0991,0.0165,-0.0267,-0.0053,0.0006,-0.0909,-0.0232
297.7988,4.963313333,-0.0155,0.011,0.0536,0.0483,0.1124,-0.2449,0.0447,0.0253,0.0222,-0.0218,0.0007,-0.1124,0.0622
299.0639,4.984398333,-0.0006,0.0218,0.0888,0.0196,-0.0632,-0.1169,0.5089,0.0153,0.0459,-0.0121,-0.0066,0.0524,0.0648
300.3604,5.006006667,0.2,-0.0042,0.091,0.0508,-0.0103,0.2443,0.1868,0.0271,0.0188,-0.0121,-0.0111,0.0979,-0.2422
301.5584,5.025973333,0.1621,0.0531,0.0281,0.0805,0.1065,-0.0873,0.0969,0.0199,-0.0287,-0.0324,-0.0282,0.0352,-0.2038
302.8007,5.046678333,0.1032,0.1203,0.0266,0.015,0.0088,0.4023,0.1733,0.0054,-0.0008,-0.0145,-0.0096,-0.0188,0.3242
304.0256,5.067093333,0.227,0.06,-0.0025,-0.0039,-0.0261,-0.229,0.4252,-0.018,-0.0044,-0.046,0.0041,-0.0207,0.002
305.2919,5.088198333,0.2553,0.2313,-0.0156,0.0575,0.0257,0.0686,0.0164,-0.0396,-0.0007,0.0067,-0.0123,0.0839,-0.0008
306.5147,5.108578333,0.2107,0.0148,0.021,0.0397,-0.1147,0.0157,0.1051,0.0415,0.0079,0.0007,-0.017,-0.0128,-0.1017
307.8104,5.130173333,0.1553,-0.1378,0.056,0.0455,0.0388,0.2063,-0.16,-0.0114,-0.0174,-0.0367,-0.0175,-0.0136,-0.0366
309.1358,5.152263333,0.1411,-0.0899,-0.0325,0.0281,-0.0126,-0.0806,-0.3134,0.0391,-0.0025,-0.0079,-0.0165,0.0642,-0.0647
310.4129,5.173548333,0.1337,0.0417,-0.009,-0.0319,0.067,0.0704,-0.0358,-0.0292,-0.0253,-0.013,-0.0109,-0.0255,-0.1828
311.6987,5.194978333,0.1887,0.1628,0.0722,0.116,0.0355,-0.0428,-0.4612,0.016,-0.0322,-0.0451,-0.0083,0.0729,-0.0839
312.9424,5.215706667,0.0286,0.0529,-0.0278,0.0544,0.0643,-0.0124,-0.1778,-0.0433,-0.0213,-0.0214,-0.0392,0.1687,0.0651
314.2589,5.237648333,0.0599,0.05,-0.023,0.0113,-0.0507,0.1201,-0.3178,0.0088,-0.0015,-0.01,-0.0368,0.0134,-0.0365
315.5735,5.259558333,0.1907,0.103,0.1182,-0.0479,-0.0294,-0.0785,-0.3255,-0.0248,-0.0062,-0.031,-0.0203,0.0291,0.2363
316.862,5.281033333,0.2034,0.0832,0.1452,0.0496,-0.0547,0.1735,0.1062,-0.0068,-0.002,-0.004,-0.0218,-0.0339,0.1485
318.1859,5.303098333,0.0387,-0.0024,0.0825,0.1238,-0.0148,0.0408,0.1287,0.0076,0.0102,-0.0091,0.0028,-0.0649,0.1035
319.5168,5.32528,0.0976,0.0656,0.006,-0.0861,0.0243,0.2101,-0.5566,-0.0117,-0.0024,-0.0293,-0.03,-0.0515,-0.1254
320.7887,5.346478333,0.1868,0.044,-0.054,-0.0261,-0.0378,-0.179,-0.0638,0.0151,0.013,-0.0301,-0.0393,0.0013,0.067
322.11,5.3685,0.1051,0.0396,0.088,-0.0211,-0.0436,-0.0696,-0.3972,-0.0228,0.0127,-0.0502,-0.0195,-0.0534,0.0935
323.4158,5.390263333,0.0244,0.0031,0.0305,-0.01,0.0679,0.0366,0.1566,0.0543,-0.0278,-0.0231,-0.0223,-0.0301,0.3862
324.576,5.4096,-0.02,0.1174,0.0274,-0.0041,0.1146,0.0262,-0.0232,0.0372,-0.0333,-0.03,-0.0325,0.0294,0.0442
325.8925,5.431541667,0.2184,-0.0348,-0.0751,-0.0169,-0.0599,0.2335,-0.0216,-0.0275,0.0265,0.0077,-0.0209,0.0457,0.2685
327.168,5.4528,0.2638,0.1412,-0.0567,0.0121,-0.0325,0.0954,0.0442,-0.0114,-0.017,-0.0272,-0.0239,-0.071,0.1761
328.424,5.473733333,-0.0055,0.0165,0.1174,0.0486,0.0243,0.3736,-0.3728,0.0387,0.0024,-0.022,0.001,0.0441,0.0235
329.7475,5.495791667,0.0196,-0.0234,0.0356,0.0296,0.0302,0.09,-0.3315,0.0225,-0.0037,-0.0154,-0.0028,-0.06,0.3028
331.0068,5.51678,0.2896,0.0064,0.0816,0.0456,0.0619,0.2822,-0.0803,-0.035,0.0098,0.0074,0.0024,0.0106,0.2569
332.312,5.538533333,0.1505,0.126,0.0407,0.0848,-0.0052,0.096,0.0814,-0.0458,0.0106,0.013,-0.0485,0.074,0.1404
333.6234,5.56039,0.1706,0.0309,0.0738,0.031,0.0731,0.0527,-0.5855,0.0263,-0.0021,0.0102,-0.0239,0.044,0.004
334.9298,5.582163333,0.0131,-0.0075,-0.1149,0.0232,0.0687,0.3472,-0.4397,0.0277,-0.0197,-0.0131,-0.0038,0.0398,-0.0985
336.2717,5.604528333,0.1501,0.0833,-0.0923,-0.0467,0.0073,-0.0548,-0.3246,0,-0.0076,-0.0147,0.014,0.0637,0.1378
337.5799,5.626331667,0.1191,0.0738,0.1399,0.032,0.06,-0.1001,-0.235,-0.009,-0.0269,-0.0212,-0.0209,0.0341,-0.0176
338.8573,5.647621667,0.2786,0.0405,-0.0099,0.0668,0.0232,0.3228,-0.4414,-0.0216,0.0066,-0.0014,-0.0181,-0.0662,0.0048
340.1484,5.66914,0.1786,0.052,-0.0022,0.1421,0.0893,0.1344,-0.142,0.036,0.0123,-0.011,-0.0356,0.0083,-0.1018
341.4384,5.69064,0.2571,0.1871,0.0104,-0.0547,0.0128,0.178,0.6876,0.0389,-0.0254,-0.0185,-0.0209,-0.0353,0.0912
342.7681,5.712801667,0.1804,0.2017,0.256,-0.0358,0.0267,-0.0452,-0.7701,-0.0311,0.048,-0.0009,-0.003,-0.1399,0.0259
344.0489,5.734148333,0.1852,0.1607,-0.082,0.0186,-0.0139,0.2648,0.1498,0.0047,-0.0019,-0.0499,-0.0543,0.0187,0.1245
345.3727,5.756211667,0.048,0.012,0.0738,0.1176,0.0319,0.1891,-0.6469,0.0014,0.0277,-0.0262,-0.03,0.0632,0.0951
346.61,5.776833333,0.1689,0.2462,0.066,-0.0177,-0.0379,0.0755,-0.1205,0.0174,0.0349,-0.0506,-0.0131,0.024,0.0398
347.9139,5.798565,0.1387,0.146,0.1322,0.0367,-0.0867,0.0903,-0.1268,-0.0484,0.0058,-0.018,-0.0604,-0.0899,-0.0129
349.1748,5.81958,0.176,-0.0336,0.1305,-0.0023,-0.019,-0.0966,0.1777,-0.0066,-0.0557,-0.0254,-0.0083,0.0116,0.0599
350.4873,5.841455,0.0196,0.1357,0.0502,0.0204,0.0307,0.0432,-0.0797,0.0094,0.0082,-0.062,-0.0001,0.0273,-0.0392
351.7968,5.86328,0.1305,-0.0905,0.1576,0.0303,-0.0747,0.194,0.0391,-0.0292,-0.0223,-0.0542,-0.0451,-0.0284,-0.0175
353.106,5.8851,0.1884,0.032,-0.0587,0.0057,0.0164,0.1355,0.0569,0.0175,-0.0012,0.0083,-0.0273,0.0471,-0.38
354.4473,5.907455,0.2287,-0.0201,0.0814,0.0029,-0.0002,0.2795,0.4572,0.0184,0.018,-0.0023,0.0214,-0.0312,0.228
355.74,5.929,-0.0006,-0.053,0.004,0.0739,0.0625,0.1206,-0.1555,-0.0711,-0.0427,-0.0251,0.0081,-0.0505,0.2259
357.0665,5.951108333,0.1591,0.1754,0.1212,-0.0739,-0.1255,-0.0248,0.6941,-0.0119,-0.0217,-0.0388,-0.0095,0.0681,-0.0928
358.3989,5.973315,0.1816,0.0043,-0.0567,-0.0019,-0.0018,0.29,-0.2719,-0.0204,0.012,-0.0024,0.0153,0.0242,-0.0228
359.6347,5.993911667,0.1445,0.1672,0.0039,0.0616,-0.0753,0.1604,-0.4428,-0.0484,0.0113,-0.0019,-0.0331,-0.0407,-0.0784
360.9,6.015,0.0666,-0.0752,0.024,-0.0288,0.0465,-0.1081,0.0153,-0.0164,0.012,0.0037,0.0004,0.0172,0.3282
362.1724,6.036206667,0.2008,0.1641,0.0635,-0.0029,-0.0191,0.2709,-0.2094,0.0439,0.0272,-0.0208,-0.0074,-0.0214,-0.096
363.4685,6.057808333,0.1575,0.1282,0.0272,0.0195,0.071,-0.2192,-0.1177,0.0056,-0.0271,-0.021,-0.0183,0.1039,-0.0517
364.7364,6.07894,0.1197,0.1153,0.0508,0.0271,0.0358,0.021,0.0141,-0.0249,-0.0263,-0.052,-0.0247,-0.0298,0.1
366.0468,6.10078,0.0915,0.0261,-0.0253,0.0587,0.107,0.0108,0.156,0.0098,-0.0482,-0.0585,-0.0119,-0.0003,0.0083
367.3641,6.122735,0.1739,0.134,0.1567,0.0406,-0.008,0.0102,-0.629,0.0055,-0.0228,-0.0471,-0.0101,-0.0193,0.034
368.6281,6.143801667,0.3455,0.1132,0.0717,0.0168,-0.0661,0.1083,0.5784,0.0118,-0.039,-0.0489,-0.0431,0.0319,0.0449
369.9464,6.165773333,0.2169,0.187,-0.0491,0.0536,0.0301,0.134,-0.3414,0.0379,0.0421,-0.0152,-0.0319,-0.018,0.0321
371.2228,6.187046667,-0.0036,-0.0759,0.0082,-0.0791,0.049,-0.1529,-0.3471,0.0084,0.0071,0.0042,-0.0008,-0.0515,0.0117
372.4244,6.207073333,0.0422,0.0364,0.0636,0.0244,-0.0247,0.0871,-0.01,-0.0064,0.0126,-0.008,-0.0139,-0.0125,0.0297
373.6967,6.228278333,0.236,0.0731,0.1087,0.1214,-0.0815,0.0783,-0.1831,-0.0743,0.0315,-0.043,-0.0074,0.0203,-0.1107
374.9989,6.249981667,0.2475,0.0548,0.0636,0.0658,-0.023,0.0622,-0.6686,0.008,0.0698,-0.0261,-0.0064,0.0249,-0.0592
376.26,6.271,-0.1121,0.1167,0.0123,0.131,0.0958,0.1861,0.3251,-0.0056,-0.0083,-0.0237,-0.0371,-0.0881,-0.1915
377.5568,6.292613333,0.1409,0.0384,0.0465,0.0396,0.0369,-0.1444,-0.3801,-0.0137,-0.024,-0.0046,-0.0119,-0.0581,-0.1744
378.8259,6.313765,0.1218,0.0359,0.1836,-0.0173,-0.0174,0.0609,0.1829,0.0034,-0.009,-0.0421,-0.0161,0.0302,-0.1293
380.124,6.3354,0.1195,0.0659,-0.0848,0.0276,-0.035,0.252,0.286,0.0331,-0.0294,-0.0168,-0.0516,0.0818,-0.1818
381.35,6.355833333,0.1705,0.0448,0.0487,0.0418,0.0021,0.092,-0.4706,0.063,-0.0065,-0.0566,-0.014,-0.0384,0.2039
382.6224,6.37704,0.0176,0.0125,0.0198,0.1674,0.0512,0.1084,0.0919,0.0367,0.0491,-0.034,-0.0437,0.1314,0.0634
383.7925,6.396541667,0.1623,0.1388,-0.0189,0.0434,-0.0071,0.1287,0.3294,-0.0209,-0.0208,-0.0214,-0.0213,0.0142,-0.1456
384.9826,6.416376667,0.2287,0.1594,0.024,-0.0192,-0.0461,-0.1169,0.5115,-0.011,0.0295,-0.0197,-0.0336,-0.0301,-0.1404
386.2685,6.437808333,0.2423,0.0652,0.2233,0.0727,-0.0685,-0.1265,-0.406,-0.0446,-0.0184,0.0111,0.0014,-0.0745,-0.0321
387.568,6.459466667,0.0068,0.0929,0.0169,0.0224,-0.0004,0.2593,0.066,0.0399,0.0197,-0.0054,-0.0164,-0.0065,0.2722
388.8269,6.480448333,0.1521,0.1837,0.0361,-0.0238,0.0795,0.0318,-0.7011,-0.0651,0.0159,-0.0098,-0.0042,-0.0602,-0.2425
390.0567,6.500945,0.2309,0.0473,-0.0242,0.0254,0.0532,-0.1434,0.2611,-0.016,-0.0466,-0.0206,-0.0147,0.0271,-0.254
391.3564,6.522606667,0.1579,-0.0224,0.0223,0.0574,-0.1914,0.1525,0.2563,-0.0568,0.0432,-0.0064,0.0113,0.0336,0.0285
392.6664,6.54444,0.0256,0.0576,-0.0097,0.0716,0.0261,0.0011,-0.1182,0.0069,-0.0062,-0.0096,-0.0272,0.1335,-0.2831
393.9528,6.56588,0.1581,0.0658,0.02,0.0587,0.0313,-0.0251,0.0996,-0.0302,0.012,0.0009,-0.0189,0.0271,0.1025
395.2931,6.588218333,0.2207,0.0542,0.0312,0.0199,-0.0341,-0.0503,-0.488,-0.0197,-0.0176,-0.0267,-0.0282,-0.0204,0.1985
396.5859,6.609765,0.208,0.121,-0.0737,0.0303,-0.0021,-0.011,-0.7309,-0.0115,0.0498,-0.0224,0.0063,0.0931,-0.1016
397.8879,6.631465,0.0878,-0.003,0.0508,0.0278,0.0513,0.2456,0.2784,0.027,-0.0251,0.0076,0.0004,-0.0241,0.1971
399.0817,6.651361667,0.067,-0.0323,-0.0216,0.0234,-0.0363,0.1838,-0.5002,0.0378,0.0231,0.0062,-0.0238,-0.1282,-0.1301
400.3938,6.67323,0.2067,0.1255,-0.0272,0.0801,0.0513,-0.0443,0.534,-0.0378,-0.0263,-0.0203,-0.0153,0.0645,0.2095
401.7286,6.695476667,0.2657,0.0019,0.0138,0.0422,-0.0244,-0.1198,-0.3981,-0.0668,0.001,-0.0474,-0.0571,0.0044,-0.1714
403.0025,6.716708333,0.0614,0.0659,0.2056,0.0874,0.027,0.2077,-0.5872,-0.0216,-0.0216,-0.0174,-0.0343,-0.0282,0.0546
404.266,6.737766667,0.1796,0.0315,0.1784,0.0109,0.0547,0.1009,0.0268,-0.0123,0.0224,-0.0256,-0.009,0.0475,0.3238
405.6038,6.760063333,0.1353,0.1051,0.1113,0.1014,-0.0955,-0.2397,-0.9923,-0.001,0.0333,-0.04,0.0159,-0.0002,0.0605
406.8917,6.781528333,0.1982,0.0969,0.115,0.0066,-0.0724,-0.1308,0.0072,-0.0424,0.0176,0.0243,-0.0231,0.001,0.2124
408.1799,6.802998333,0.0999,0.236,0.1154,0.0483,0.0751,0.0037,-0.015,0.0483,0.0072,-0.0337,-0.0221,-0.0035,-0.0336
409.4337,6.823895,0.1511,0.1358,0.0321,0.0995,0.0214,-0.1553,0.1832,0.0623,0.0149,-0.0031,-0.0831,0.0785,0.1424
410.7366,6.84561,0.2277,0.0169,0.0151,0.0302,-0.0149,0.2409,-0.6276,0.0176,0.0191,-0.0131,-0.0652,-0.0671,0.0142
412.0264,6.867106667,0.2086,0.101,0.0757,0.0195,-0.1045,0.142,-0.8336,-0.0593,0.0009,-0.0073,-0.0206,-0.045,-0.0978
413.3547,6.889245,0.0184,0.0039,0.0457,0.0389,0.1337,-0.1036,-0.2089,-0.0034,0.0019,-0.0216,-0.0171,-0.045,0.0133
414.6328,6.910546667,0.0397,0.1455,0.01,0.1201,0.0119,0.1941,-0.2183,0.037,0.0204,-0.0345,-0.0072,0.0941,0.1744
415.9663,6.932771667,0.3708,0.1381,0.161,0.0162,-0.0419,0.0643,-0.147,0.0033,-0.0002,-0.0196,-0.012,0.0496,-0.1904
417.2985,6.954975,0.1432,0.0915,0.1152,0.0022,0.0392,-0.2697,0.0282,-0.0058,-0.0091,-0.027,0.0113,-0.0439,0.5525
418.6145,6.976908333,-0.027,0.0859,0.0022,0.108,0.0705,0.1482,0.5356,-0.0119,0.0215,0.0265,0.0027,-0.0208,0.1268
419.932,6.998866667,-0.0062,-0.0086,0.0305,-0.0225,-0.013,0.2249,0.1743,-0.0133,-0.0107,-0.0303,-0.0141,0.0587,-0.1224
421.1898,7.01983,0.2275,-0.011,0.0712,0.0982,0.109,0.1725,-0.5266,0.0193,0.0084,-0.0219,-0.0434,-0.0249,-0.116
422.5062,7.04177,0.1188,0.0889,0.1243,0.0411,-0.0486,0.0042,0.2039,-0.0436,-0.0659,-0.0135,-0.0357,-0.0808,0.1467
423.7966,7.063276667,0.0844,0.0778,0.0813,0.0009,0.067,-0.0653,-0.1114,-0.0034,-0.0085,-0.0079,-0.0234,-0.0049,0.2473
425.0767,7.084611667,0.057,0.0521,0.1161,0.0519,0.038,0.0877,-0.1844,-0.0037,0.034,-0.0451,-0.0597,-0.1391,0.2366
426.4085,7.106808333,0.3966,0.0764,0.0736,-0.0477,0.0769,-0.163,-0.2869,-0.0359,0.0053,-0.0128,-0.0642,-0.0592,-0.2627
427.7125,7.128541667,0.1321,0.0677,0.0557,-0.0685,-0.0218,0.3353,-1.037,0.0009,-0.0247,0.0129,-0.0293,-0.0605,-0.1048
429.0188,7.150313333,0.2093,0.2,0.219,-0.0115,0.1094,-0.0574,-0.0592,0.0529,-0.0063,-0.028,-0.0231,-0.0022,0.0331
430.3305,7.172175,0.1494,0.0779,0.0801,0.0239,0.0098,0.141,0.3766,0.0479,0.0173,0.0134,-0.0168,0.0305,0.1645
431.652,7.1942,0.2552,0.12,0.0733,-0.0204,-0.0866,-0.1914,0.4547,0.0018,0.0441,-0.0009,-0.0195,-0.0238,-0.1948
432.9904,7.216506667,0.1754,-0.0331,0.0987,0.0988,0.0035,0.2738,-0.3564,-0.0092,0.0367,-0.0375,0.0019,0.0914,-0.0633
434.259,7.23765,0.2205,0.1343,0.1622,0.0452,0.0087,0.0535,0.2993,0.0057,-0.0084,-0.0124,-0.0252,-0.0982,-0.2059
435.3626,7.256043333,0.0934,0.0418,-0.0498,0.0846,-0.0094,0.2609,0.3079,-0.0422,-0.0448,-0.0649,-0.0292,0.0034,-0.0443
436.5193,7.275321667,0.0525,0.1517,0.0805,0.1183,-0.0052,0.1379,-0.0549,0.0058,0.0331,-0.0166,0.0172,0.064,0.199
437.5986,7.29331,0.2467,0.07,0.1572,-0.0567,0.003,0.1877,-0.2692,-0.0132,-0.0043,0.0364,-0.0366,0.1431,-0.114
438.8524,7.314206667,0.1825,0.113,0.1131,-0.0036,-0.0829,0.0953,-0.232,-0.0322,-0.0068,-0.0095,-0.0099,-0.0105,-0.1381
