Nr;TotalArea;Area;DeltaArea;DeltaMolecules;Pressure;Tension;Mode;Time;Temp;Potential;Radioactivity;area_mols
1;16474.0;8480.48;-598.438;-0.0705408;0.196846;71.9032;2;0.47;23.0013;-2499.4;0.0;8480.48
2;16466.2;8476.44;-1383.79;-0.163114;0.197996;71.902;2;1.1;22.9998;-2499.41;0.0;8476.44
3;16458.7;8472.59;-2131.84;-0.25129;0.19839;71.9016;2;1.67;22.9994;-2499.41;0.0;8472.59
4;16451.9;8469.12;-2805.08;-0.330649;0.198923;71.9011;2;2.2;22.9979;-2499.42;0.0;8469.12
5;16445.6;8465.85;-3440.82;-0.405587;0.197972;71.902;2;2.68;22.9982;-2499.41;0.0;8465.85
6;16439.6;8462.77;-4039.26;-0.476128;0.19571;71.9043;2;3.14;23.0005;-2499.41;0.0;8462.77
7;16434.4;8460.07;-4562.7;-0.537828;0.192808;71.9072;2;3.55;23.0005;-2499.41;0.0;8460.07
8;16429.1;8457.38;-5086.33;-0.599551;0.189303;71.9107;2;3.94;22.999;-2499.42;0.0;8457.38
9;16424.6;8455.07;-5535.16;-0.652457;0.186553;71.9134;2;4.3;22.9998;-2499.41;0.0;8455.07
10;16420.2;8452.76;-5983.98;-0.705362;0.185032;71.915;2;4.64;23.0001;-2499.42;0.0;8452.76
11;16416.0;8450.64;-6395.31;-0.753848;0.187423;71.9126;2;4.96;23.0001;-2499.41;0.0;8450.64
12;16412.3;8448.71;-6769.34;-0.797936;0.186437;71.9136;2;5.25;23.0021;-2499.4;0.0;8448.71
13;16408.6;8446.79;-7143.36;-0.842024;0.184476;71.9155;2;5.53;23.0021;-2499.41;0.0;8446.79
14;16405.2;8445.05;-7480.08;-0.881715;0.18747;71.9125;2;5.79;23.0024;-2499.4;0.0;8445.05
15;16402.2;8443.52;-7779.1;-0.916962;0.184951;71.915;2;6.04;23.0001;-2499.4;0.0;8443.51
16;16398.8;8441.78;-8115.82;-0.956653;0.196822;71.9032;2;6.28;22.9998;-2499.4;0.0;8441.78
17;16396.2;8440.43;-8377.54;-0.987503;0.205247;71.8948;2;6.5;23.0024;-2499.4;0.0;8440.43
18;16393.2;8438.89;-8676.76;-1.02277;0.205016;71.895;2;6.72;23.0017;-2499.41;0.0;8438.89
19;16390.2;8437.35;-8975.98;-1.05804;0.20556;71.8944;2;6.94;23.0028;-2499.43;0.0;8437.35
20;16387.6;8436.0;-9237.89;-1.08892;0.205225;71.8948;2;7.17;23.0051;-2499.41;0.0;8436.01
21;16384.6;8434.47;-9536.91;-1.12416;0.203761;71.8962;2;7.39;23.0066;-2499.42;0.0;8434.47
22;16381.6;8432.93;-9836.13;-1.15943;0.198633;71.9014;2;7.61;23.0063;-2499.41;0.0;8432.93
23;16379.0;8431.58;-10098.0;-1.19031;0.199458;71.9005;2;7.83;23.0055;-2499.41;0.0;8431.58
24;16376.0;8430.04;-10397.3;-1.22558;0.197321;71.9027;2;8.05;23.0059;-2499.4;0.0;8430.04
25;16373.0;8428.5;-10696.4;-1.26084;0.192751;71.9072;2;8.27;23.0047;-2499.4;0.0;8428.5
26;16370.4;8427.15;-10958.2;-1.2917;0.192043;71.908;2;8.49;23.0047;-2499.41;0.0;8427.15
27;16367.4;8425.61;-11257.4;-1.32697;0.187644;71.9124;2;8.72;23.0028;-2499.41;0.0;8425.61
28;16364.4;8424.07;-11556.6;-1.36224;0.186819;71.9132;2;8.94;23.0013;-2499.42;0.0;8424.07
29;16361.8;8422.72;-11818.4;-1.39309;0.184267;71.9157;2;9.16;23.0036;-2499.42;0.0;8422.72
30;16358.8;8421.18;-12117.6;-1.42836;0.182375;71.9176;2;9.38;23.0021;-2499.43;0.0;8421.18
31;16355.8;8419.64;-12416.8;-1.46363;0.183675;71.9163;2;9.6;23.0017;-2499.42;0.0;8419.64
32;16353.2;8418.29;-12678.6;-1.49449;0.181957;71.918;2;9.82;23.0005;-2499.42;0.0;8418.29
33;16350.2;8416.75;-12977.7;-1.52975;0.184267;71.9157;2;10.04;22.999;-2499.42;0.0;8416.75
34;16347.6;8415.41;-13239.6;-1.56062;0.18378;71.9162;2;10.27;23.0005;-2499.42;0.0;8415.41
35;16344.6;8413.86;-13538.9;-1.59589;0.18386;71.9161;2;10.49;23.0009;-2499.41;0.0;8413.87
36;16341.6;8412.33;-13838.0;-1.63115;0.184046;71.916;2;10.71;23.0013;-2499.41;0.0;8412.33
37;16338.6;8410.78;-14137.2;-1.66642;0.184999;71.915;2;10.93;23.0021;-2499.41;0.0;8410.79
38;16336.0;8409.44;-14399.0;-1.69729;0.185973;71.914;2;11.15;23.0021;-2499.41;0.0;8409.44
39;16333.0;8407.9;-14698.2;-1.73256;0.186018;71.914;2;11.37;23.0013;-2499.43;0.0;8407.9
40;16330.4;8406.55;-14960.0;-1.76341;0.185845;71.9142;2;11.59;23.0001;-2499.42;0.0;8406.55
41;16327.4;8405.01;-15259.2;-1.79868;0.186299;71.9137;2;11.81;23.0001;-2499.43;0.0;8405.01
42;16324.4;8403.47;-15558.4;-1.83395;0.187204;71.9128;2;12.04;22.9986;-2499.43;0.0;8403.47
43;16321.4;8401.93;-15857.5;-1.86921;0.186924;71.9131;2;12.26;22.999;-2499.42;0.0;8401.93
44;16318.8;8400.58;-16119.3;-1.90007;0.186287;71.9137;2;12.48;22.9979;-2499.41;0.0;8400.58
45;16315.8;8399.04;-16418.6;-1.93534;0.186275;71.9137;2;12.7;22.9982;-2499.41;0.0;8399.04
46;16313.2;8397.69;-16680.5;-1.96621;0.184616;71.9154;2;12.92;22.9963;-2499.4;0.0;8397.69
47;16310.2;8396.15;-16979.6;-2.00147;0.184476;71.9155;2;13.14;22.9956;-2499.39;0.0;8396.15
48;16307.2;8394.61;-17278.8;-2.03674;0.183687;71.9163;2;13.36;22.9971;-2499.39;0.0;8394.61
49;16304.2;8393.07;-17578.0;-2.07201;0.184488;71.9155;2;13.59;22.9959;-2499.39;0.0;8393.07
50;16301.6;8391.72;-17839.8;-2.10287;0.184383;71.9156;2;13.81;22.9956;-2499.38;0.0;8391.72
51;16298.6;8390.18;-18139.1;-2.13814;0.184616;71.9154;2;14.03;22.9956;-2499.38;0.0;8390.18
52;16296.0;8388.84;-18400.8;-2.16899;0.186158;71.9138;2;14.25;22.9967;-2499.39;0.0;8388.84
53;16293.0;8387.3;-18700.0;-2.20426;0.185926;71.9141;2;14.48;22.9979;-2499.39;0.0;8387.3
54;16290.0;8385.76;-18999.1;-2.23952;0.187204;71.9128;2;14.7;22.9975;-2499.38;0.0;8385.76
55;16287.0;8384.22;-19298.3;-2.27479;0.187423;71.9126;2;14.92;22.9963;-2499.37;0.0;8384.22
56;16284.4;8382.87;-19560.2;-2.30565;0.188316;71.9117;2;15.14;22.9967;-2499.38;0.0;8382.87
57;16281.4;8381.33;-19859.4;-2.34092;0.187841;71.9122;2;15.36;22.9967;-2499.37;0.0;8381.33
58;16278.4;8379.79;-20158.6;-2.37619;0.187796;71.9122;2;15.58;22.9967;-2499.38;0.0;8379.79
59;16275.8;8378.44;-20420.4;-2.40706;0.18791;71.9121;2;15.8;22.9975;-2499.37;0.0;8378.44
60;16272.8;8376.9;-20719.6;-2.44233;0.187354;71.9126;2;16.02;22.9963;-2499.39;0.0;8376.9
61;16269.8;8375.36;-21018.8;-2.47759;0.187563;71.9124;2;16.25;22.9986;-2499.4;0.0;8375.36
62;16267.2;8374.01;-21280.7;-2.50846;0.18739;71.9126;2;16.47;22.9986;-2499.42;0.0;8374.01
63;16264.2;8372.47;-21579.9;-2.54373;0.188409;71.9116;2;16.69;22.9986;-2499.43;0.0;8372.47
64;16261.2;8370.93;-21879.0;-2.57899;0.188026;71.912;2;16.91;22.9994;-2499.43;0.0;8370.93
65;16258.6;8369.58;-22140.7;-2.60984;0.187725;71.9123;2;17.13;22.999;-2499.44;0.0;8369.58
66;16255.6;8368.04;-22439.9;-2.64511;0.18863;71.9114;2;17.35;23.0005;-2499.44;0.0;8368.04
67;16253.0;8366.7;-22701.8;-2.67597;0.188421;71.9116;2;17.57;23.0017;-2499.43;0.0;8366.7
68;16250.0;8365.16;-23001.0;-2.71124;0.188376;71.9116;2;17.8;23.0021;-2499.41;0.0;8365.16
69;16247.0;8363.62;-23300.2;-2.74651;0.188445;71.9116;2;18.02;23.0013;-2499.41;0.0;8363.62
70;16244.0;8362.08;-23599.4;-2.78178;0.188642;71.9114;2;18.24;23.0001;-2499.42;0.0;8362.08
71;16241.4;8360.73;-23861.2;-2.81264;0.189001;71.911;2;18.46;23.0013;-2499.41;0.0;8360.73
72;16238.4;8359.19;-24160.4;-2.8479;0.18892;71.9111;2;18.68;23.0017;-2499.41;0.0;8359.19
73;16235.8;8357.84;-24422.3;-2.87878;0.189315;71.9107;2;18.9;23.0021;-2499.4;0.0;8357.84
74;16232.8;8356.3;-24721.5;-2.91405;0.18964;71.9104;2;19.12;23.0013;-2499.42;0.0;8356.3
75;16229.8;8354.76;-25020.6;-2.9493;0.190175;71.9098;2;19.35;23.0009;-2499.4;0.0;8354.76
76;16226.8;8353.22;-25319.8;-2.98458;0.190453;71.9095;2;19.57;23.0013;-2499.41;0.0;8353.22
77;16224.2;8351.87;-25581.5;-3.01543;0.190836;71.9092;2;19.79;23.0017;-2499.41;0.0;8351.87
78;16221.2;8350.33;-25880.9;-3.05071;0.191275;71.9087;2;20.01;23.0013;-2499.39;0.0;8350.33
79;16218.6;8348.98;-26142.6;-3.08156;0.191508;71.9085;2;20.23;23.0021;-2499.4;0.0;8348.98
80;16215.6;8347.44;-26441.8;-3.11683;0.192169;71.9078;2;20.45;23.0009;-2499.4;0.0;8347.44
81;16212.6;8345.9;-26741.0;-3.1521;0.192459;71.9075;2;20.67;22.999;-2499.4;0.0;8345.9
82;16209.6;8344.36;-27040.1;-3.18736;0.192993;71.907;2;20.9;22.9982;-2499.41;0.0;8344.36
83;16207.0;8343.02;-27302.0;-3.21822;0.193492;71.9065;2;21.12;22.9982;-2499.42;0.0;8343.02
84;16204.0;8341.48;-27601.2;-3.25349;0.194141;71.9059;2;21.34;22.999;-2499.43;0.0;8341.48
85;16201.4;8340.13;-27863.1;-3.28436;0.194828;71.9052;2;21.56;22.9994;-2499.42;0.0;8340.13
86;16198.4;8338.59;-28162.2;-3.31962;0.19528;71.9047;2;21.78;22.9994;-2499.42;0.0;8338.59
87;16195.4;8337.05;-28461.4;-3.35489;0.196069;71.9039;2;22.0;22.999;-2499.43;0.0;8337.05
88;16192.8;8335.7;-28723.1;-3.38574;0.196649;71.9034;2;22.22;22.9986;-2499.43;0.0;8335.7
89;16189.8;8334.16;-29022.5;-3.42102;0.197357;71.9026;2;22.45;22.999;-2499.43;0.0;8334.16
90;16186.8;8332.62;-29321.7;-3.45629;0.197832;71.9022;2;22.67;22.9986;-2499.44;0.0;8332.62
91;16184.2;8331.27;-29583.4;-3.48714;0.198343;71.9017;2;22.89;22.9986;-2499.43;0.0;8331.27
92;16181.2;8329.73;-29882.6;-3.52241;0.198795;71.9012;2;23.11;23.0017;-2499.42;0.0;8329.73
93;16178.2;8328.19;-30181.7;-3.55767;0.199087;71.9009;2;23.33;23.0028;-2499.43;0.0;8328.19
94;16175.6;8326.84;-30443.6;-3.58854;0.199458;71.9005;2;23.55;23.0032;-2499.43;0.0;8326.84
95;16172.6;8325.3;-30742.8;-3.62381;0.199619;71.9004;2;23.77;23.0024;-2499.42;0.0;8325.3
96;16166.6;8322.22;-31341.2;-3.69435;0.199969;71.9;2;24.23;23.0021;-2499.43;0.0;8322.22
97;16163.6;8320.68;-31640.4;-3.72962;0.200037;71.9;2;24.46;23.0024;-2499.43;0.0;8320.68
98;16160.6;8319.14;-31939.6;-3.76488;0.200223;71.8998;2;24.69;23.004;-2499.45;0.0;8319.14
99;16157.6;8317.6;-32238.8;-3.80015;0.200351;71.8997;2;24.92;23.0028;-2499.45;0.0;8317.6
100;16154.6;8316.06;-32538.0;-3.83542;0.200432;71.8996;2;25.15;23.0017;-2499.42;0.0;8316.06
101;16151.6;8314.52;-32837.1;-3.87068;0.200803;71.8992;2;25.38;23.0021;-2499.43;0.0;8314.52
102;16148.6;8312.98;-33136.3;-3.90595;0.200746;71.8993;2;25.61;23.0021;-2499.42;0.0;8312.98
103;16145.6;8311.44;-33435.5;-3.94122;0.200919;71.8991;2;25.85;23.0005;-2499.43;0.0;8311.44
104;16142.7;8309.9;-33734.8;-3.97649;0.200931;71.8991;2;26.08;23.0005;-2499.43;0.0;8309.9
105;16139.7;8308.36;-34034.1;-4.01177;0.201081;71.8989;2;26.31;23.0013;-2499.44;0.0;8308.36
106;16136.7;8306.82;-34333.2;-4.04703;0.201024;71.899;2;26.54;23.0024;-2499.43;0.0;8306.82
107;16133.7;8305.28;-34632.4;-4.0823;0.200955;71.899;2;26.77;23.0021;-2499.44;0.0;8305.28
108;16130.7;8303.74;-34931.6;-4.11757;0.200955;71.899;2;27.0;23.0024;-2499.44;0.0;8303.74
109;16124.7;8300.66;-35530.1;-4.18811;0.20071;71.8993;2;27.48;23.0024;-2499.42;0.0;8300.66
110;16121.3;8298.93;-35866.6;-4.22778;0.200734;71.8993;2;27.72;23.0024;-2499.42;0.0;8298.93
111;16118.3;8297.39;-36165.8;-4.26305;0.200408;71.8996;2;27.96;23.0024;-2499.41;0.0;8297.39
112;16115.4;8295.85;-36464.9;-4.29831;0.200142;71.8999;2;28.21;23.0017;-2499.41;0.0;8295.85
113;16112.0;8294.11;-36801.7;-4.338;0.200002;71.9;2;28.45;22.9998;-2499.42;0.0;8294.11
114;16109.0;8292.57;-37100.8;-4.37326;0.199584;71.9004;2;28.69;22.9998;-2499.42;0.0;8292.57
115;16106.0;8291.03;-37400.0;-4.40853;0.199434;71.9006;2;28.93;23.0013;-2499.41;0.0;8291.03
116;16102.6;8289.3;-37736.5;-4.44819;0.19912;71.9009;2;29.18;23.0005;-2499.42;0.0;8289.3
117;16099.6;8287.76;-38035.7;-4.48346;0.198899;71.9011;2;29.42;23.0005;-2499.41;0.0;8287.76
118;16096.3;8286.03;-38372.5;-4.52316;0.198597;71.9014;2;29.66;23.0024;-2499.4;0.0;8286.03
119;16093.3;8284.49;-38671.7;-4.55843;0.19839;71.9016;2;29.9;23.0013;-2499.41;0.0;8284.49
